ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829337,1,1,4,4,5,BCDADBACCAB,BAADDAADABA,BAAAADCCCCC,CBACBDCDBDB,1,1,270430231,1.127950863,1.127950863,-0.625393,0.368908,215.529987,20.324382,-0.248967,0.367006,236.049036,20.51282,1,A,B,A,D,D,B,B,B,B,A,B,A,A,C,C,B,A,B,D,A,A,B,B,A,A,A,A,A,A,A,A,,A,,,,,B,,B,B,B,A,A,B,A,A,A,A,A,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829338,1,1,2,2,3,DCBDCBAACAA,BCDBABADADA,CAABAADBABD,ACCBCBAACCD,1,1,270430231,1.127950863,1.127950863,-0.867865,0.294387,202.171389,16.21877,0.482661,0.331103,276.941428,18.506117,1,A,F,I,E,C,B,B,B,A,A,A,B,C,C,D,F,A,A,B,A,A,A,B,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829339,1,1,17,3,6,DBBDABADBDB,CCBCCBABBBB,CCADBBDDCCD,DCCCCBCCADC,1,1,270430231,1.127950863,1.127950863,-0.569345,0.312874,218.617859,17.237281,0.349771,0.367571,269.513896,20.544399,1,A,A,L,C,D,B,C,D,C,A,C,B,A,D,E,F,A,B,E,A,A,A,F,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829340,1,1,7,7,1,CAAAABDCCAB,ABAACAAADCB,CCCCABDBDBD,BBDABDBABDD,1,1,270430231,1.127950863,1.127950863,-1.305671,0.336475,178.051184,18.537539,-0.933378,0.370796,197.795712,20.724652,1,B,B,K,D,D,C,C,B,B,A,A,A,B,B,D,F,A,A,E,A,A,B,F,A,A,B,A,A,A,A,A,,,,B,,,A,,A,A,B,A,C,A,A,A,A,A,A,A
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829341,1,1,1,1,2,DBDACBAADCB,ACCDCBDAACA,CBCAAAAAADD,AAAADADDDAA,1,1,270430231,1.127950863,1.127950863,-0.381982,0.340331,228.940317,18.749979,-1.154403,0.385226,185.44211,21.531178,1,B,D,J,D,,E,B,B,B,A,A,B,B,B,C,C,A,A,G,A,A,A,B,A,B,C,A,A,A,A,A,B,A,C,A,B,B,C,C,A,D,B,B,C,C,A,B,A,B,A,D
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829342,1,0,21,7,3,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829343,1,1,5,5,6,BABDBDABABB,DCBCBBDBBCC,BBADBDCDBCA,DDCCCABBADB,1,1,270430231,1.127950863,1.127950863,-0.794546,0.320347,206.210779,17.648993,-0.27656,0.346509,234.506799,19.367195,1,B,B,D,D,D,B,B,B,B,A,A,A,A,C,C,E,A,A,D,A,A,B,B,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,A,A,B,B,B,A,A,A,,A,A,A,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829344,1,1,14,7,2,CBDAADAACDB,DCCDCBADACA,BDAADBDBCAC,BAAAAADBBBB,1,1,270430231,1.127950863,1.127950863,0.224139,0.364667,262.333561,20.090731,-0.453252,0.348041,224.631072,19.452822,1,A,A,H,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,,B,,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829345,1,1,3,3,4,DDABAABCADC,ACDDCBAABBD,DCBCCACBDBC,AACDCDBBCAC,1,1,270430231,1.127950863,1.127950863,-1.52865,0.36169,165.766521,19.926718,-1.667116,0.588743,156.785387,32.906217,1,B,,F,D,C,B,B,B,B,B,B,A,B,B,C,E,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,,A,,,,,A,,A,A,B,B,A,A,B,A,B,B,B,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829346,1,1,16,2,5,BACDCBAACAA,BCBDADCBDBA,CAAAAACCACA,AAACCDDDACA,1,1,270430231,1.127950863,1.127950863,-0.650386,0.33115,214.153038,18.244167,-0.306287,0.326309,232.845288,18.23817,1,B,B,H,D,B,B,B,B,B,A,B,B,A,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,,C,A,A,B,A,B,B,A,B,A,C,A,A,A,A,A,A,B
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829347,1,1,20,6,2,DCCBBABAABD,CADCDDDAABB,DDABDBCCCDB,BBADDACCBAB,1,1,270430231,1.127950863,1.127950863,-2.084723,0.430195,135.130589,23.700889,-0.939386,0.413007,197.459911,23.083923,1,A,F,L,C,E,D,B,B,B,B,C,B,C,C,D,E,A,A,F,A,A,A,E,A,A,A,A,A,A,A,A,,A,,,,A,,,D,C,B,C,A,A,A,A,A,A,A,A
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829348,1,1,8,1,3,CDCDCCCADAA,DCABABADBAB,DCDB.CCADAD,CBAABAAADCD,1,1,270430231,1.127950863,1.127950863,-1.790985,0.401618,151.313604,22.126486,-1.373842,0.587165,173.177153,32.818019,1,B,A,D,E,A,E,C,C,A,B,C,B,A,B,C,B,A,A,C,A,A,A,F,A,A,A,B,B,A,A,A,,B,,,,A,,,A,A,A,C,A,A,A,A,B,A,A,D
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829349,1,1,6,6,7,BBBABCABBBB,DCBCBDBAABB,DCCCBACADBB,ABCAAD*CCCB,1,1,270430231,1.127950863,1.127950863,-1.642617,0.389175,159.487696,21.440959,-1.822325,0.513552,148.110395,28.703617,1,B,B,B,C,A,A,B,B,B,B,B,A,A,C,D,E,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,,,,,,,,,A,A,B,D,B,A,A,A,A,A,A,D
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829350,1,0,5,5,6,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829351,1,0,6,6,7,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829352,1,1,18,4,7,ADACCCBABDA,CCDAADDACDC,AADCCDDDBCB,BCABDBDBBBC,1,1,270430231,1.127950863,1.127950863,-1.256446,0.416408,180.763155,22.941317,0.114138,0.301569,256.34382,16.855393,1,A,B,C,F,B,B,A,B,B,A,B,A,C,B,C,D,A,A,C,A,A,B,E,A,A,A,A,A,A,A,A,,,,,B,C,,,B,E,,C,C,A,,A,A,A,A,D
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829353,1,1,5,5,6,BCABDDADDBC,DBCCBCDBBDC,DAACACDCCCA,DDBBBCDBBDD,1,1,270430231,1.127950863,1.127950863,-0.715943,0.32002,210.541283,17.630978,-0.616288,0.322184,215.51861,18.007614,1,B,B,D,D,D,B,B,B,A,A,A,A,A,B,C,E,A,A,D,B,B,B,F,A,A,A,A,A,A,A,A,,A,,,,A,,,A,E,B,A,C,A,A,A,A,A,A,A
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829354,1,1,17,3,6,CCCBABADBDC,DCCCBBDBBAB,DCCBBBDACAB,DCCBDCDCADB,1,1,270430231,1.127950863,1.127950863,-0.048904,0.316005,247.290704,17.409778,-0.184471,0.350803,239.653867,19.607196,1,B,B,G,D,C,B,B,B,B,A,A,A,A,B,B,C,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,C,A,A,A,A,A,A,A
