ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_ALUNO,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q022,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q042,TX_RESP_Q047,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2,27044289,3,1,604390,1,17847869,DAADBCDDDBACA,BBBBBCBBBABDA,CDCDBCCDDABAC,CBACACAACBBCD,270915231,1.125.000.000.000.000,0.686943000000000,288.359.224.000.000.000,22.019.509.000.000.000,L,D,A,C,A,B,C,B,A,A,C,A,B,A,A,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847870,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847871,CBDABDCACCDCA,CBBCABDDCBABA,CCCDCAADCABCD,CAADBCBDADBDD,270915231,1.125.000.000.000.000,-0.190688000000000,239.306.385.000.000.000,27.242.983.000.000.000,L,D,A,B,A,A,C,A,A,A,B,A,A,B,B,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847872,CABABACACBDAA,AAABBCBBBCADA,CBBCAABDABAAD,ADDDAABADCAAA,270915231,1.125.000.000.000.000,-0.405979000000000,227.273.270.000.000.000,32.773.976.000.000.000,G,C,B,B,A,A,A,A,A,A,B,A,A,B,B,B,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847873,BACDAACDBBDDC,CABACDCACCBDA,AABCDBACCBCDB,CDBDBCBDCAADC,270915231,1.125.000.000.000.000,1.264.116.000.000.000,320.618.767.000.000.000,22.073.278.000.000.000,J,C,C,C,A,A,B,A,A,A,B,A,B,A,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847874,CADBBDDBBBDBC,DCCCDCADABCCD,CABDBBAADDADD,CDCDDAAAAABAB,270915231,1.125.000.000.000.000,-0.421212000000000,226.421.862.000.000.000,28.635.819.000.000.000,F,C,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847875,BBCDDACCBBDBB,ADABBCBBDDADA,BA*BBADDBCCBD,ADCCBCBACABDD,270915231,1.125.000.000.000.000,-1.064.916.000.000.000,190.443.747.000.000.000,30.839.319.000.000.000,F,C,A,B,A,A,A,A,A,A,C,A,A,B,B,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847876,BABDADDDABABB,BCDBAACDABABA,BBACDDAACADBD,ADADDBCDDADCA,270915231,1.125.000.000.000.000,0.661592000000000,286.942.298.000.000.000,22.615.601.000.000.000,D,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847877,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847878,BCAACDDCCACAC,BDDDACDDBBADB,BBBACBDDBDCCC,BBDCDBACCACBC,270915231,1.125.000.000.000.000,0.631993000000000,285.287.941.000.000.000,21.543.474.000.000.000,H,E,B,B,A,A,A,A,A,A,A,A,B,A,A,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847879,CDDCABDDABABB,BDAADBCADADDC,DCDDBBBADDBBB,ADCCADAAACBBA,270915231,1.125.000.000.000.000,-0.212554000000000,238.084.243.000.000.000,30.851.894.000.000.000,G,C,B,C,A,A,B,A,A,A,B,A,B,B,C,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847880,CBCAADCACC*BB,ACCBACBBDCADA,CDBDCABDBCDBC,ABACDABACCDBA,270915231,1.125.000.000.000.000,-0.036181000000000,247.942.141.000.000.000,28.812.383.000.000.000,J,D,C,C,A,A,C,A,A,A,C,C,B,B,C,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847881,ABADBCBBBACDA,BCBBADDCCCDCD,BAABABBAABCDA,CDDDDBCDBDDCC,270915231,1.125.000.000.000.000,-0.116343000000000,243.461.700.000.000.000,24.934.015.000.000.000,C,C,A,B,A,A,B,A,A,A,A,C,A,A,B,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847882,BCBACDDCAAADD,BDCDAACDBBDAA,BCCCABDCBCCCC,CAADBCDDCBDCC,270915231,1.125.000.000.000.000,-0.815566000000000,204.380.499.000.000.000,28.966.087.000.000.000,I,C,B,B,A,A,B,A,A,A,A,C,B,B,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847883,CCAADDCADAABA,CACDACDDBBBAD,CABCACAADDBAD,AADCCDBACAABC,270915231,1.125.000.000.000.000,-0.618117000000000,215.416.383.000.000.000,30.146.980.000.000.000,K,D,A,C,A,A,C,A,A,A,?,A,A,A,B,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847884,BCCDCDCACBCCD,BCAACAAACACAD,DDCBCBDDCCABB,CBBDAAABDBABA,270915231,1.125.000.000.000.000,-0.402240000000000,227.482.251.000.000.000,28.835.187.000.000.000,G,C,A,B,A,A,B,B,B,A,C,A,A,A,B,A,D,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847885,BBACDDCADDDDD,CBCACDCACCDAC,BACBAAAAABDBD,CBBCAACCCBACD,270915231,1.125.000.000.000.000,-0.011650000000000,249.313.235.000.000.000,31.910.439.000.000.000,G,C,A,B,A,A,B,A,A,A,B,A,A,?,B,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847886,BCCBBCBBBCBDA,CBDCABDDABABA,ACDCDCAACBBDA,BCCBBBCDACBBB,270915231,1.125.000.000.000.000,0.591753000000000,283.038.834.000.000.000,23.074.868.000.000.000,J,E,A,C,A,B,B,A,A,A,C,A,A,A,B,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847887,DCADBCDDDBABA,BADDAACDBBDBB,BDBBBABCABCBC,DBCCDCACCBABC,270915231,1.125.000.000.000.000,0.620547000000000,284.648.197.000.000.000,21.554.429.000.000.000,F,C,A,B,A,A,A,A,A,A,B,A,A,B,C,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847888,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847889,CBACDCCADCDDA,AABABADDABDCB,ADCABDAAACCBA,CAAACCCCDCCAC,270915231,1.125.000.000.000.000,0.673832000000000,287.626.420.000.000.000,21.426.436.000.000.000,H,C,B,C,A,B,A,A,A,A,B,A,A,A,C,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847890,CADDABDDABABA,BCBACDDCCACAC,ADBDDCCAACADB,ACBDCDADBCDAC,270915231,1.125.000.000.000.000,0.669143000000000,287.364.341.000.000.000,24.342.283.000.000.000,I,D,A,C,A,A,A,B,A,A,B,C,B,B,C,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847891,BACDAACDBBDDB,CBDCABDDAAABB,CADCBBBCCAADB,CCDADBADABDBD,270915231,1.125.000.000.000.000,0.645322000000000,286.032.930.000.000.000,21.214.604.000.000.000,J,D,C,C,A,B,B,B,B,A,B,C,B,B,C,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847892,BAADACCDBBDCB,CCADABBABCCCA,ABBCBDBCCCCAB,CCADBAADCDADA,270915231,1.125.000.000.000.000,0.483953000000000,277.013.641.000.000.000,21.477.633.000.000.000,C,C,B,C,?,A,B,A,A,A,A,C,A,B,B,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847893,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604390,1,17847894,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847895,BDABDDCADABCA,CDACBABDDBCDC,BDDABCAAABBDA,ABCDAAABABBAA,270915231,1.166.666.666.700.000,-0.574954000000000,217.828.864.000.000.000,31.584.084.000.000.000,I,D,B,C,B,A,B,A,A,A,A,C,B,B,C,C,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847896,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847897,CADABDDABCCDB,BCABADBBBBBCC,BBABBCCCBACBB,BCCCBDBDCCDCB,270915231,1.166.666.666.700.000,-0.885485000000000,200.472.563.000.000.000,41.855.305.000.000.000,I,D,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847898,ADAADBAADADDA,BBAADACABBCCA,DACDBDAAADDBA,BCBBDCBDCDBBA,270915231,1.166.666.666.700.000,0.296005000000000,266.508.790.000.000.000,33.608.392.000.000.000,G,D,A,C,A,B,B,A,A,A,B,A,A,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847899,CBAABDCBBCCCB,BCBCCBCCBADAB,CCADCBCBCDCCB,CACBCDCABDBDC,270915231,1.166.666.666.700.000,0.308163000000000,267.188.328.000.000.000,25.032.050.000.000.000,E,D,A,B,A,C,B,A,A,A,C,C,A,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847900,BDDDBBDDAAABB,DADAAABDBBCAA,AAABDCBADBAAD,CBCBBCAADBCAA,270915231,1.166.666.666.700.000,-0.687613000000000,211.532.090.000.000.000,35.552.774.000.000.000,G,D,A,B,A,A,B,A,A,A,A,A,A,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847901,BDABDDCADABBA,CBBBAABDCCDBA,BDDABCAAABDDA,ACADACCCDDBCC,270915231,1.166.666.666.700.000,0.616838000000000,284.440.893.000.000.000,23.826.117.000.000.000,C,D,B,C,A,A,A,A,A,A,A,A,A,A,B,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847902,DAADBCDDCBACD,BACDAADCBBCDA,CDBDDAACDCCBA,ABDCBBBCBBDAC,270915231,1.166.666.666.700.000,-0.014544000000000,249.151.483.000.000.000,22.388.175.000.000.000,H,D,A,B,A,A,B,A,A,A,B,A,B,B,C,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847903,AABDDCBBBBDCC,BBBDCDDABDDDA,DDACAABBDDCCC,CCDBCDDABDCDD,270915231,1.166.666.666.700.000,-0.724611000000000,209.464.185.000.000.000,39.669.636.000.000.000,G,D,A,B,A,A,B,A,A,A,B,A,B,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847904,CBBBAABDCCDBA,CBDDDBAADCCBA,CCADACBCDBACC,ACDADCCDBDABD,270915231,1.166.666.666.700.000,0.893489000000000,299.903.561.000.000.000,19.789.294.000.000.000,D,D,B,B,A,A,C,A,A,A,A,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847905,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847906,DCABBBDDDAABB,BAABDCCADBADD,BCBABADDDCADB,AABABCAAACCCB,270915231,1.166.666.666.700.000,0.039942000000000,252.196.832.000.000.000,26.417.732.000.000.000,F,D,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847907,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847908,CABDCDACAACDD,DBADBCDDBABDD,DDCABBDDBCDBC,CDCAACBCDCCDB,270915231,1.166.666.666.700.000,0.416787000000000,273.259.577.000.000.000,22.168.406.000.000.000,G,D,B,B,A,A,A,A,B,A,B,A,A,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847909,BCCBCDDDDADBD,BACDAACDCAADD,ACAABADDCDABC,ABBBABABAABAB,270915231,1.166.666.666.700.000,-0.585572000000000,217.235.399.000.000.000,23.518.765.000.000.000,I,D,A,C,A,A,B,A,A,A,B,A,A,B,B,B,D,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847910,AACDACCDBBDDB,DACAAAADABABA,ABDCDCBCBCABA,ACBDBCADDBDBD,270915231,1.166.666.666.700.000,-0.314506000000000,232.385.909.000.000.000,28.008.652.000.000.000,H,D,B,C,A,A,A,A,A,A,A,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847911,BDC*DDCADCDDB,BADDAADCBBABC,CCBBACABADDBB,ABACCABCBBAAC,270915231,1.166.666.666.700.000,-0.165875000000000,240.693.241.000.000.000,25.910.957.000.000.000,H,D,B,C,A,A,A,A,A,A,B,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847912,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847913,DCDACDACAACDD,BABDADCDBBAAA,ADBBDBCBBCBCB,AADDDCBABCCCA,270915231,1.166.666.666.700.000,-1.218.365.000.000.000,181.867.125.000.000.000,33.497.278.000.000.000,C,D,A,B,A,A,B,A,A,A,B,A,A,B,B,A,D,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847914,ADBCCCDAACDAA,BDBDAABBDBABD,ADACDADDCAAAA,CDACCCADADDAC,270915231,1.166.666.666.700.000,-1.372.924.000.000.000,173.228.463.000.000.000,39.381.287.000.000.000,E,D,A,C,A,A,B,A,A,A,B,A,A,A,A,?,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847915,DADCACDDCABBA,ABCACCBADBACA,DBCABCBBBABBB,ADBDAABBDDBCB,270915231,1.166.666.666.700.000,-1.382.361.000.000.000,172.701.007.000.000.000,33.779.814.000.000.000,K,E,A,C,A,A,B,A,A,A,B,A,B,A,A,B,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847916,ABAADDDCBBCDD,BCDBDDCADCCDC,DACBACBDBDBCA,ADCBDDCBBCCDB,270915231,1.166.666.666.700.000,-1.191.100.000.000.000,183.391.029.000.000.000,37.774.215.000.000.000,J,D,A,B,A,A,B,A,A,A,C,B,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847917,CBBCAACDBAADA,CDBCCBBCBDACC,BBBCCAACBAADB,ABABCBCDBACDC,270915231,1.166.666.666.700.000,0.129281000000000,257.190.197.000.000.000,24.176.115.000.000.000,F,D,A,C,A,A,A,A,A,A,A,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847918,BCCBBBBBBDBDA,CCDCABDDABABA,DBDCBCAACBBCB,CCDADBCDBADAC,270915231,1.166.666.666.700.000,1.929.828.000.000.000,357.826.960.000.000.000,16.780.162.000.000.000,E,D,A,B,B,A,A,A,A,A,C,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847919,BACABCBBBDADC,CDDCDCCDDCBDA,DAACDCBACCACC,ACCBADBBCCDAA,270915231,1.166.666.666.700.000,-0.756837000000000,207.662.999.000.000.000,37.560.315.000.000.000,D,D,C,B,A,A,A,A,A,A,B,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847920,BCAABADDABCBD,ABCACBDBDBDCA,CABDCACCABDCC,CCBDCCCCCDDBA,270915231,1.166.666.666.700.000,0.284304000000000,265.854.793.000.000.000,27.580.908.000.000.000,F,D,B,E,A,C,A,A,A,A,A,A,A,A,B,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847921,BACDAACDBDDAC,BABADADBCBCAA,CDDCBDACDCAAB,ACBADCCDACAAD,270915231,1.166.666.666.700.000,0.527428000000000,279.443.560.000.000.000,22.048.350.000.000.000,J,D,C,C,B,A,A,A,A,A,A,C,B,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847922,BCBACDDCDACDC,CCAABDCADDDDA,ABCDBCCDCBACA,DCBAABCDCBABA,270915231,1.166.666.666.700.000,-1.203.693.000.000.000,182.687.177.000.000.000,32.584.165.000.000.000,J,D,B,C,A,A,B,A,A,A,C,A,A,A,B,B,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847923,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847924,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847925,BCCACDDCCACDC,DBACBCDADBDCA,BDACABDDBACBB,CADDAABCCDBAB,270915231,1.030.303.030.300.000,-0.175121000000000,240.176.461.000.000.000,25.549.389.000.000.000,L,C,B,B,A,A,C,A,A,A,A,A,A,B,B,A,D,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847926,BDADACCDBADBB,BCABBDBBBDDDA,ACBCCCBCCBABC,AAAABCBACBDBB,270915231,1.030.303.030.300.000,-0.148766000000000,241.649.503.000.000.000,25.876.974.000.000.000,L,C,B,B,A,A,A,A,A,A,B,A,B,A,A,B,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847927,DDBCDCDDABDCC,AACBACBBDC*DA,CCCDCBBBDCCBC,BAABAABCCDBBA,270915231,1.030.303.030.300.000,-0.130019000000000,242.697.316.000.000.000,27.269.979.000.000.000,F,B,A,C,A,A,A,A,A,A,A,A,B,B,B,B,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847928,CADACCCABCDBA,DBBBDDACCDDAD,ABDBBACCBBBAD,ADADABCCBCDBA,270915231,1.030.303.030.300.000,-1.014.592.000.000.000,193.256.472.000.000.000,35.729.618.000.000.000,C,B,B,C,A,A,A,A,A,A,A,A,B,A,B,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847929,ABAAACBBBBCCB,ACDBBCDDADBAD,CAABADAACAADC,CABADBCDDCCBB,270915231,1.030.303.030.300.000,0.683749000000000,288.180.704.000.000.000,19.568.183.000.000.000,F,B,A,C,A,A,B,A,A,A,A,A,A,B,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847930,CABDAADDBBCCA,ACDDCBDAABCAA,DBACBBACBBAAA,ADBAAABDABCCD,270915231,1.030.303.030.300.000,-0.075042000000000,245.770.109.000.000.000,21.617.252.000.000.000,A,B,A,B,A,B,B,A,A,A,B,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847931,BCCACDDDAAACD,BACDAADDBCDBC,ACAACDDDBCDCC,ABDCDBACCABDA,270915231,1.030.303.030.300.000,1.446.051.000.000.000,330.787.538.000.000.000,23.772.963.000.000.000,L,C,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847932,BBCDAADDBBDAB,BABBADCACBDAA,CCBCBB*CCBCBA,BBCAAADCCBCDC,270915231,1.030.303.030.300.000,0.006865000000000,250.348.082.000.000.000,26.429.526.000.000.000,A,B,B,C,A,A,A,A,A,A,B,A,A,A,B,B,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847933,BCADBCBBBCCDA,BDAADDCADCDDA,BCCDDABACABCD,DDBABCBABCADA,270915231,1.030.303.030.300.000,-0.881638000000000,200.687.581.000.000.000,33.753.936.000.000.000,E,B,B,B,A,A,A,A,A,A,B,A,A,B,B,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847934,ABDAACDDDBDDD,DAAABBCDCCDDD,CCBDBACCDCACC,ADADCBDCCBCDC,270915231,1.030.303.030.300.000,0.785189000000000,293.850.422.000.000.000,19.812.712.000.000.000,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,D,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847935,DABBABDDBDCAA,BCDACBCABDDAB,ADDAABBABDBCA,CDBDADDAACDAC,270915231,1.030.303.030.300.000,-0.481748000000000,223.038.364.000.000.000,32.360.819.000.000.000,L,C,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847936,AADCBADBABADA,ADBDAAADDACAA,BCBDCCADDBCBB,BABABBAABCBAA,270915231,1.030.303.030.300.000,-0.452295000000000,224.684.561.000.000.000,31.687.205.000.000.000,L,C,B,C,A,A,A,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847937,CDAADDCADCDDA,CACDAADDBBADC,ADCBBAAAABDDD,CADCDBACCCADB,270915231,1.030.303.030.300.000,0.859391000000000,297.997.745.000.000.000,21.868.768.000.000.000,A,B,B,C,A,A,A,A,A,A,B,A,A,A,B,B,D,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847938,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847939,BDBAADCCDADAC,CBDADACDACDBB,DBBDACABCCCBB,BCBACBACBBBCD,270915231,1.030.303.030.300.000,-0.865551000000000,201.586.721.000.000.000,31.579.445.000.000.000,L,C,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847940,CDBCDDCADADBA,DABBACDADBCBA,DCBBBDAAACCCD,CBBDDDDCDDCAA,270915231,1.030.303.030.300.000,0.642199000000000,285.858.378.000.000.000,24.481.231.000.000.000,D,B,A,B,A,A,B,A,A,A,C,A,B,A,B,B,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847941,CCACBCDABBCCA,BA*DCCDDBBDBB,ACAACCBDDCCBA,AADCBDACBCCCB,270915231,1.030.303.030.300.000,0.002097000000000,250.081.587.000.000.000,21.974.292.000.000.000,A,B,A,B,B,A,B,A,A,A,B,A,A,B,B,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847942,ABDDBCBBBAADA,BCBACDDCCACCB,AACCABAAAABDB,CDADCBCDCADAC,270915231,1.030.303.030.300.000,0.294127000000000,266.403.824.000.000.000,26.822.225.000.000.000,C,B,A,B,A,A,B,A,A,A,B,A,A,?,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847943,DBDCABDDABABA,BBAADDCADADDB,CABAABCDABDBA,CDCBBDACBDDDA,270915231,1.030.303.030.300.000,0.893705000000000,299.915.634.000.000.000,20.116.823.000.000.000,E,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847944,ACAAACBBBCACA,DBDCDBBDABADA,AAACCDAACADCA,CCAADACDACDBD,270915231,1.030.303.030.300.000,0.830888000000000,296.404.646.000.000.000,17.389.501.000.000.000,C,B,C,C,A,A,A,A,A,A,A,B,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847945,CABACACAACDDD,BCBACDCCCDCCB,ACCBCBDDCAACC,DCCBABDDBCDCC,270915231,1.030.303.030.300.000,0.225014000000000,262.540.937.000.000.000,28.757.106.000.000.000,E,B,B,C,A,A,A,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847946,ABBCCABACABDD,CCDADCBBBAADA,BBBABBBCADCDA,DAADBDBAACBDA,270915231,1.030.303.030.300.000,-0.601628000000000,216.337.992.000.000.000,33.697.317.000.000.000,L,C,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847947,CABACACCACDDD,CBADABDDACABA,CBCBCADDCAADC,BABAACCDDCDDD,270915231,1.030.303.030.300.000,-0.165639000000000,240.706.432.000.000.000,40.590.685.000.000.000,F,B,A,C,A,A,C,B,A,A,C,A,B,A,B,B,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847948,BBAADDCADDDDA,CABACDBACCCBA,CACBBDAAAADCD,ACCBCACDABBAA,270915231,1.030.303.030.300.000,-0.012594000000000,249.260.473.000.000.000,32.014.231.000.000.000,C,B,C,B,A,A,B,A,A,A,B,C,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847949,BCDDAADDBBDDB,ACDDBCBBBCBDA,ACCCDBACCBBDA,DBACBCAACCACB,270915231,1.030.303.030.300.000,1.644.061.000.000.000,341.854.777.000.000.000,18.330.504.000.000.000,F,B,C,B,A,A,A,A,A,A,C,C,A,A,A,A,C,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847950,BCACCCDDCACCC,DABDBADDBCDCD,ACBBBDBCBCABC,ABABAAADDDCCA,270915231,1.030.303.030.300.000,-0.559808000000000,218.675.409.000.000.000,31.947.328.000.000.000,D,B,A,B,B,A,A,A,A,A,B,A,A,A,D,D,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847951,BCCACDCCAABDA,BACAABDDBBCBA,AACBBBCDBCCDC,CADCDDACBAACB,270915231,1.030.303.030.300.000,0.671420000000000,287.491.608.000.000.000,22.883.996.000.000.000,A,B,B,C,A,A,A,A,A,A,B,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847952,BACDAACDBBCDA,CBBCABDDABABA,CBCCDCACCCCAB,CDBABBCAACABB,270915231,1.030.303.030.300.000,0.880091000000000,299.154.716.000.000.000,18.412.833.000.000.000,E,B,B,C,A,B,B,A,A,A,B,A,A,A,B,A,A,4.5,'ABAIXO DA MEDIA'
