ID_AREA,ID_DEPENDENCIA_ADM,TX_RESP_Q017,TX_RESP_Q029,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,C,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,B,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,B,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,?,D,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,D,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,C,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,D,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,B,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,D,4.5,'ABAIXO DA MEDIA'
2,3,A,B,D,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,C,4.5,'ABAIXO DA MEDIA'
2,3,A,A,A,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,A,D,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,A,B,C,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.5,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,B,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,B,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,B,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,B,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,B,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,B,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,D,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,?,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,D,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,C,A,B,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,D,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,B,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,D,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,B,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,B,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,A,A,A,4.4,'ABAIXO DA MEDIA'
2,3,B,A,C,4.4,'ABAIXO DA MEDIA'
2,3,?,?,?,4.4,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,B,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,B,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,E,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,B,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,A,B,B,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,B,D,4.8,'ABAIXO DA MEDIA'
2,3,A,A,B,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,C,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,A,4.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,?,?,?,4.8,'ABAIXO DA MEDIA'
2,3,A,B,A,5.1,'ACIMA DA MEDIA'
2,3,A,B,?,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,B,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,D,5.1,'ACIMA DA MEDIA'
2,3,A,A,C,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,B,C,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,C,B,A,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,A,A,C,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,A,A,D,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,B,A,5.1,'ACIMA DA MEDIA'
2,3,?,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,C,5.1,'ACIMA DA MEDIA'
2,3,A,B,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,C,5.1,'ACIMA DA MEDIA'
2,3,A,A,A,5.1,'ACIMA DA MEDIA'
2,3,A,A,C,5.1,'ACIMA DA MEDIA'
2,3,A,A,D,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,5.1,'ACIMA DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,A,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,A,3.8,'ABAIXO DA MEDIA'
2,3,A,A,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,A,3.8,'ABAIXO DA MEDIA'
2,3,A,B,C,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,B,A,C,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,A,?,D,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,A,A,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,A,3.8,'ABAIXO DA MEDIA'
2,3,A,A,D,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,A,B,D,3.8,'ABAIXO DA MEDIA'
2,3,B,A,D,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,A,D,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,?,?,?,3.8,'ABAIXO DA MEDIA'
2,3,A,B,D,3.8,'ABAIXO DA MEDIA'
2,3,A,A,D,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,3.8,'ABAIXO DA MEDIA'
2,3,A,A,C,4.7,'ABAIXO DA MEDIA'
2,3,B,A,C,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,A,B,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,?,?,?,4.7,'ABAIXO DA MEDIA'
2,3,A,B,C,4.7,'ABAIXO DA MEDIA'
2,3,?,?,?,4.7,'ABAIXO DA MEDIA'
2,3,A,A,C,4.7,'ABAIXO DA MEDIA'
2,3,C,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,B,C,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,?,?,?,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,?,?,?,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,B,C,4.7,'ABAIXO DA MEDIA'
2,3,A,A,C,4.7,'ABAIXO DA MEDIA'
2,3,A,B,?,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,B,D,4.7,'ABAIXO DA MEDIA'
2,3,A,A,A,4.7,'ABAIXO DA MEDIA'
2,3,?,A,A,4.7,'ABAIXO DA MEDIA'
2,3,A,A,C,4.7,'ABAIXO DA MEDIA'
2,3,A,B,D,4.7,'ABAIXO DA MEDIA'
