ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,IDEB,CLASSIFICADOR IDEB
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831251,1,1,9,2,4,DDBBCAADBBA,ADAADBACCCB,BDABAADABAB,AADDCBABACC,1,1,270430231,0.993087173,0.993087173,-1.168.092,0.360837,185.630.874,19.879.724,-0.994646,0.404637,194.371.301,22.616.104,1,A,A,E,F,B,A,B,B,B,B,B,A,A,B,C,F,A,A,C,A,A,A,C,A,A,B,,A,A,A,A,,B,,,,,B,,A,A,B,A,A,C,A,A,B,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831252,1,1,13,6,1,DCCDBDDADAB,DBDACDAADDB,BAABAADBCBB,ABDBBCAAABC,1,1,270430231,0.993087173,0.993087173,-0.848233,0.307689,203.252.982,16.951.622,-1.098.923,0.45456,188.543.016,25.406.417,1,B,B,A,C,E,C,E,B,B,B,C,B,B,E,E,B,B,A,C,A,A,B,C,A,B,A,A,A,A,A,A,,,,A,,,A,,D,C,B,B,B,A,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831253,1,1,2,2,3,BCBCCBCDDCA,CBCDABADADB,AAAAAAABBBC,CCAAADACCBC,1,1,270430231,0.993087173,0.993087173,-0.364098,0.347247,229.925.607,19.131.005,-0.570822,0.357506,218.059.811,19.981.843,1,A,B,D,C,E,A,B,B,B,A,B,B,B,D,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,C,C,C,C,C,B,B,A,B,C,C,A,A,B,B,B,B,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831254,1,1,5,5,6,BBAABDBBAAA,DDBAAAABAAD,AAADCDCADDD,DADDBCCBDDD,1,1,270430231,0.993087173,0.993087173,-1.890.166,0.464233,145.849.389,25.576.157,-0.640309,0.372564,21.417.602,20.823.469,1,B,B,G,F,D,B,A,B,A,B,B,B,A,C,D,D,B,A,B,A,A,B,G,A,A,C,A,A,A,A,B,B,A,C,C,C,C,A,A,,,A,,B,B,A,A,A,,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831255,1,1,4,4,5,BAAACAADBAC,BCABAADAADB,AABBCCBCBCC,CDADCDDBACC,1,1,270430231,0.993087173,0.993087173,-1.779.882,0.432743,151.925.305,23.841.267,-1.156.163,0.415479,185.343.739,23.222.089,1,A,B,B,C,D,C,D,B,B,A,B,B,B,B,D,D,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,B,C,A,C,B,B,A,B,A,B,B,B,A,A,B,A,B,A,A,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831256,1,1,21,7,3,CCDABDAACDD,BACCADACBDC,DCABABBDBDC,DCACCBDDCCD,1,1,270430231,0.993087173,0.993087173,-0.388641,0.346931,22.857.345,19.113.595,0.033247,0.327798,251.822.633,18.321.393,1,B,A,K,C,C,,B,B,A,B,B,A,B,B,C,E,A,A,E,A,B,A,E,A,B,B,A,A,A,A,B,C,C,B,A,B,C,C,C,D,B,B,B,A,A,A,A,B,A,B,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831257,1,1,6,6,7,DABACDABBBA,ABAABCAACAB,DDBBBDDBADA,ACABABDACBC,1,1,270430231,0.993087173,0.993087173,-1.705.181,0.466686,156.040.835,25.711.301,-0.606381,0.373342,216.072.335,20.866.953,1,B,A,B,C,B,C,B,B,A,A,B,A,B,B,C,B,A,A,G,A,,A,B,A,A,A,A,A,A,A,A,B,A,B,B,B,C,C,C,D,A,B,A,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831258,1,1,8,1,3,DBAADDBBDBB,CCDDABADADD,ABBABDDCDDD,CACCBBDCCDC,1,1,270430231,0.993087173,0.993087173,-0.767868,0.351668,20.768.056,19.374.573,-0.559047,0.347051,218.717.943,19.397.488,1,A,F,F,C,E,E,E,E,D,D,B,B,B,D,D,E,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,D,A,D,A,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831259,1,1,3,3,4,**BAABADBDB,BCDDCBACAAB,DCDBBDDCCDC,AAABBCDDAAB,1,1,270430231,0.993087173,0.993087173,-0.80435,0.338597,205.670.644,18.654.447,-0.462034,0.37314,224.140.225,20.855.663,1,B,A,J,D,B,B,A,B,A,A,B,A,B,C,E,E,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,B,B,B,A,C,B,C,A,B,B,A,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831260,1,1,8,1,3,ACBBCDACBAB,BCDBBCCCACD,BCADACACDAD,CBADCDDCDDC,1,1,270430231,0.993087173,0.993087173,-2.241.331,0.421414,126.502.528,23.217.114,-1.589.361,0.496584,161.131.295,27.755.236,1,B,C,L,D,B,B,B,B,A,B,A,A,B,A,C,E,A,A,B,A,A,B,,,A,A,A,B,A,B,A,C,B,A,A,A,,B,B,D,D,A,B,B,B,A,A,A,A,A,,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831261,1,1,18,4,7,AABDDBACCAC,AABDBDDADCB,AADCCCBAACC,BBCCCBDDBBC,1,1,270430231,0.993087173,0.993087173,-1.392.468,0.431206,173.269.245,23.756.589,-0.922861,0.371427,198.383.531,2.075.992,1,B,F,J,D,B,B,B,B,B,B,B,B,B,C,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,C,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831262,1,1,6,6,7,CCCDCADBDCD,CADDDDDCDAD,C*DABACCDBA,CCDACBDACCA,1,1,270430231,0.993087173,0.993087173,-1.383.981,0.369282,173.736.823,20.344.987,-1.808.589,0.499252,148.878.132,27.904.356,1,A,A,C,C,C,C,A,C,B,B,B,B,B,C,B,B,A,B,C,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831263,1,1,5,5,6,ABCBDDAAADA,AABAABABABA,ADACCDBDABA,DDCABADBBDD,1,1,270430231,0.993087173,0.993087173,-1.721.331,0.478086,155.151.077,26.339.365,-0.770912,0.338663,206.876.315,18.928.663,1,A,B,L,D,A,B,D,B,B,A,A,A,B,B,D,C,A,A,C,A,A,A,,A,A,B,A,A,A,A,A,,A,,,,,,,D,,B,A,B,A,A,A,B,A,B,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831264,1,1,17,3,6,DCAABCADABC,DBCABBDABDC,ACBCBDDACCC,DDACACCCADD,1,1,270430231,0.993087173,0.993087173,-1.613.622,0.361792,161.085.128,19.932.338,-0.624108,0.437423,215.081.532,2.444.859,1,B,F,C,C,B,B,A,B,A,B,B,A,B,B,D,D,A,A,G,A,B,A,G,A,A,B,A,A,A,A,A,,,,,,,,,B,B,B,A,A,A,A,D,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831266,1,1,14,7,2,CBCACDBADDB,BCCDCBADDCA,AAAAABDCBBB,CDADAADDBCA,1,1,270430231,0.993087173,0.993087173,-0.10737,0.348563,244.069.616,19.203.508,-0.890063,0.404658,200.216.688,22.617.278,1,B,B,J,D,D,B,C,B,B,A,B,B,A,C,D,F,A,A,C,A,A,A,D,A,A,B,A,A,A,A,A,B,A,A,A,A,A,B,A,B,,B,A,A,A,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831267,1,1,10,3,5,BCDBABBDABB,BCBDADCCABB,CBDACCBACBD,BDCCBCDAAAD,1,1,270430231,0.993087173,0.993087173,-1.515.925,0.356189,166.467.584,1.962.365,-1.473.724,0.473136,167.594.516,26.444.672,1,B,A,E,D,C,B,B,B,A,B,B,C,B,B,C,C,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,C,A,A,C,B,B,B,A,B,C,C,A,A,A,A,A,A,D,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831268,1,1,16,2,5,BCBACAAADAA,BAADABADABB,AAABBACDCCD,CCABADCABCB,1,1,270430231,0.993087173,0.993087173,-1.345.358,0.371849,175.864.694,20.486.412,-0.985425,0.378066,194.886.684,21.130.989,1,B,F,C,C,E,B,C,B,B,A,B,A,B,B,D,D,A,A,F,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,A,A,B,A,C,A,A,D,D,D,D,A,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831269,1,1,15,1,4,DBAACDABDCB,BDDCDAACDAD,BBCABCCCBDD,AADBCDCDDCB,1,1,270430231,0.993087173,0.993087173,0.638521,0.481948,285.163.259,26.552.136,0.350916,0.334662,269.577.893,18.705.038,1,B,B,G,D,D,B,C,B,,B,B,A,C,C,D,C,A,A,E,A,A,C,E,A,A,A,A,A,A,A,A,C,B,B,C,A,B,C,B,B,C,B,B,C,A,A,D,D,D,D,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831270,1,1,19,5,1,BCDCDDCDABA,DBAACDDADCB,BAACCDDCBBA,DBDBCBCCDCD,1,1,270430231,0.993087173,0.993087173,0.317632,0.381673,267.484.405,21.027.649,-0.168427,0.333366,240.550.604,18.632.602,1,A,B,C,C,E,B,C,C,C,A,B,B,A,B,D,E,A,B,,A,A,A,,A,A,C,A,A,A,A,B,,B,,A,,,B,,A,E,B,B,A,A,A,B,B,A,B,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831271,1,1,20,6,2,DCCCBBDABAA,DCBDCAAADCA,DABBCBDBBDB,ADABAADAABD,1,1,270430231,0.993087173,0.993087173,-0.417543,0.303579,226.981.142,16.725.188,0.135903,0.305122,257.560.316,17.053.979,1,B,B,D,C,C,B,B,B,B,A,B,B,B,C,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,A,B,B,B,C,A,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831273,1,1,9,2,4,BCBDAABDCCA,BDDDDCAACAA,ADAAAACDBCB,AADBBCADBAC,1,1,270430231,0.993087173,0.993087173,-0.509305,0.391291,221.925.665,21.557.537,-1.089.472,0.422632,189.071.255,23.621.886,1,A,B,J,F,E,E,E,C,A,A,C,B,A,B,E,E,A,A,E,A,A,C,F,A,A,A,A,A,A,A,A,C,B,A,A,A,C,A,B,D,E,B,A,C,B,B,A,B,A,A,D,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831274,1,1,12,5,7,BCCADCBAABA,CCBADDAADBD,ABCCADBDADA,DDCCABADABC,1,1,270430231,0.993087173,0.993087173,-0.926888,0.340316,198.919.613,18.749.153,-0.928729,0.39283,198.055.555,21.956.183,1,A,F,K,D,C,A,C,B,B,A,A,A,B,C,D,C,A,A,C,A,A,A,B,A,A,C,B,A,A,A,,,B,,,,A,,,A,E,B,C,A,A,A,A,B,A,B,D,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831275,1,1,4,4,5,BDACBBABBBA,BCACDCADABB,.AADCDCDABC,CAADCDDCBCA,1,1,270430231,0.993087173,0.993087173,-0.815929,0.38776,205.032.718,21.363.002,-0.280498,0.319379,234.286.695,17.850.836,1,B,B,F,D,A,A,B,B,A,A,B,B,B,B,C,D,B,A,D,A,A,A,D,A,A,B,A,A,A,A,A,B,A,B,B,A,A,C,C,B,A,B,B,B,B,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831276,1,1,10,3,5,ADCDABADBDC,BCCDDDBDDBA,DCCBCDDDCCC,CBACBDDDBDA,1,1,270430231,0.993087173,0.993087173,0.104366,0.362997,255.734.864,19.998.725,0.181748,0.328628,2.601.227,18.367.784,1,A,B,A,C,D,C,B,C,C,A,B,A,B,B,C,C,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,,B,,,,C,B,,C,E,B,A,A,A,A,B,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603881,1,5,17831277,1,1,11,4,6,ACADDDAACAA,DCCABBDDBAC,ABDCCBBAACC,DCCABCABAAB,1,1,270430231,0.993087173,0.993087173,-1.021.749,0.344099,193.693.402,18.957.571,-13.862,0.472807,172.486.436,26.426.284,1,B,B,A,D,A,A,B,B,A,A,A,A,B,C,C,D,B,A,B,A,A,A,A,B,B,B,A,A,A,B,A,C,A,C,B,B,C,B,C,D,C,B,A,A,B,A,B,B,B,B,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831278,1,1,7,7,1,CADCBDAACBB,DBDACAABDCB,DCABDBDDCCC,ABBABBACBBD,1,1,270430231,1.071.062.907,1.071.062.907,-0.527596,0.369223,220.917.952,20.341.737,0.046918,0.374484,252.586.737,20.930.783,1,B,A,G,D,B,B,B,B,B,A,B,B,B,B,C,E,B,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,B,A,B,B,B,B,A,B,B,C,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831280,1,1,13,6,1,BDDCBBDACBA,ABCACBBBDAB,BDACDACBCBB,BCDDBCAAADD,1,1,270430231,1.071.062.907,1.071.062.907,-0.993528,0.360264,195.248.191,19.848.155,-1.552.043,0.481486,163.217.085,26.911.373,1,B,F,K,E,B,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,,B,,,,,B,,A,C,B,D,A,B,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831281,1,1,5,5,6,BBBBCDDCABB,BDCAC.AAAAA,DDDDCAAAACD,DBDCDCCAABD,1,1,270430231,1.071.062.907,1.071.062.907,-1.773.814,0.419764,152.259.612,2.312.621,-2.003.389,0.521353,137.990.306,29.139.633,1,B,E,D,F,B,A,B,B,B,B,A,A,A,A,C,D,A,A,B,B,B,A,C,A,A,B,B,A,A,A,A,B,B,B,B,B,B,C,C,C,A,B,C,A,A,A,B,A,B,B,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831282,1,1,15,1,4,DABBCAADADA,BCBDDAAACAA,BCBACDABACD,AAAACCCCACC,1,1,270430231,1.071.062.907,1.071.062.907,-1.919.094,0.447788,144.255.648,24.670.147,-1.068.525,0.445616,190.242.031,24.906.516,1,A,B,C,F,A,A,B,C,B,D,D,A,B,C,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,C,C,C,A,B,D,B,B,B,A,C,A,B,B,B,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831283,1,1,3,3,4,ACCDABACBDC,BDDCDDACBDB,CCCCABDACCA,BAAACCBDACB,1,1,270430231,1.071.062.907,1.071.062.907,0.585062,0.389993,282.218.023,21.486.026,-0.093292,0.32157,244.750.074,17.973.296,1,B,B,F,D,B,B,B,B,B,A,A,B,A,B,C,C,A,A,G,A,A,B,E,A,B,A,A,A,A,A,A,C,B,A,A,A,B,A,B,D,A,B,A,C,A,A,A,B,A,C,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831284,1,1,12,5,7,BCCDBDDAADC,CADABAAACBB,CAACADBCBCA,CCCBABADDCB,1,1,270430231,1.071.062.907,1.071.062.907,-1.142.672,0.34581,187.031.347,19.051.836,-0.347206,0.353415,230.558.229,19.753.187,1,A,,H,F,A,B,B,B,A,A,B,A,B,B,C,C,A,A,F,A,A,A,C,A,A,B,A,A,A,A,A,B,A,B,A,B,C,B,B,A,A,B,B,A,B,A,A,A,A,A,A,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831285,1,1,9,2,4,CABADBACABC,DADABACADAB,DADCDABDACC,CACACDACACC,1,1,270430231,1.071.062.907,1.071.062.907,-2.193.582,0.472947,129.133.181,26.056.241,-1.618.977,0.527782,159.475.988,29.498.965,1,A,B,A,D,B,B,B,B,B,B,B,A,B,B,D,C,B,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,D,B,B,A,B,A,A,A,A,A,A,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831286,1,1,17,3,6,DCCBABADBDC,DCABCBBAACD,AACCAADCCAA,BCADBACBCDB,1,1,270430231,1.071.062.907,1.071.062.907,-1.021.334,0.31215,193.716.265,17.197.393,-0.984829,0.410882,194.919.996,22.965.151,1,B,B,C,D,C,B,C,B,B,A,B,A,C,B,D,F,A,A,G,A,A,A,G,B,B,A,A,A,A,A,A,C,B,B,B,C,B,B,B,E,A,A,B,A,B,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831287,1,1,8,1,3,DBDBCDABCDB,BAABBAACADA,CBDBBCBBBBD,AABBAADACCB,1,1,270430231,1.071.062.907,1.071.062.907,-1.384.433,0.340972,17.371.192,18.785.294,-0.35822,0.361863,229.942.631,20.225.365,1,A,B,C,D,C,B,B,B,B,A,B,A,A,B,C,C,A,B,G,B,B,B,G,B,B,A,A,B,A,A,A,B,A,A,B,C,B,B,B,A,A,B,D,A,B,B,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831288,1,1,2,2,3,BABDABAAAAB,ADACACCDCDB,ADAAADCCAAB,ABBABCDCCBC,1,1,270430231,1.071.062.907,1.071.062.907,-1.641.884,0.362096,159.528.079,19.949.086,-0.961688,0.389666,1.962.134,2.177.934,1,A,B,B,D,B,A,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,A,B,C,A,B,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831289,1,1,10,3,5,DCADABACBDB,BCCBDADCABA,DCCBADDACAD,CAADCDCDCBB,1,1,270430231,1.071.062.907,1.071.062.907,-0.529951,0.334084,220.788.207,18.405.811,-0.294864,0.347332,233.483.746,19.413.194,1,A,C,B,C,C,A,B,B,B,A,B,A,B,B,B,D,A,A,G,A,A,C,G,A,B,A,A,A,A,A,B,C,B,B,A,B,C,A,C,D,E,B,B,C,A,A,B,B,A,B,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831290,1,1,19,5,1,BB*ACDBAABB,DBDBCDABDAB,BACBCCDDBCB,ABCBCABADDD,1,1,270430231,1.071.062.907,1.071.062.907,-1.051.136,0.345796,192.074.373,19.051.064,-1.162.639,0.385776,184.981.781,21.561.919,1,B,F,B,C,B,A,B,B,B,A,A,B,A,B,C,E,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,A,C,A,C,C,A,C,A,A,B,,C,B,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831291,1,1,20,6,2,DCDCBBBBBAA,BCADCBADABA,DDBBCADBBDC,ADCBAACABBC,1,1,270430231,1.071.062.907,1.071.062.907,0.181897,0.370086,260.006.307,20.389.282,-0.651592,0.350348,213.545.387,19.581.765,1,B,F,G,C,B,A,B,B,A,A,B,A,A,B,C,C,A,A,G,A,A,A,B,A,A,B,A,A,A,A,A,C,B,A,B,C,C,C,C,D,B,B,C,A,A,A,B,A,B,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831292,1,1,1,1,2,CBBACDBBDDC,BDADACADDCA,ABBBCBACAAD,BACBDACDBAA,1,1,270430231,1.071.062.907,1.071.062.907,-0.92186,0.368778,199.196.623,2.031.722,-1.200.795,0.42944,182.849.153,24.002.401,1,A,B,B,E,B,B,B,B,B,A,B,A,A,B,C,F,A,A,B,B,B,A,E,A,A,A,A,A,A,A,A,C,B,C,B,C,C,B,C,C,A,B,D,A,C,A,B,A,B,A,D,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831293,1,1,20,6,2,DDACBBABDAC,ACBDCBACCAC,DCADCACCBDD,ADACAADCADB,1,1,270430231,1.071.062.907,1.071.062.907,-0.918828,0.340946,199.363.666,18.783.862,-0.68403,0.409663,211.732.352,22.897.019,1,A,F,B,C,C,A,B,B,B,A,B,B,A,C,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,C,C,B,A,A,B,D,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831295,1,1,16,2,5,CADDCDDDDCC,BDADAADBDBA,ADABDADACDA,BACDCDDAACA,1,1,270430231,1.071.062.907,1.071.062.907,-1.361.762,0.366453,174.960.942,20.189.128,-0.991682,0.398935,194.536.965,22.297.406,1,B,B,G,D,D,C,C,B,B,B,A,A,A,B,C,D,A,A,C,A,A,C,C,A,A,C,A,A,,A,A,,A,,,,B,,,A,E,B,D,C,B,A,B,A,B,B,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831296,1,1,21,7,3,BADDDDBDCDB,CDCDADBCCDC,DCCCABDABBC,DDCDABAACBC,1,1,270430231,1.071.062.907,1.071.062.907,-0.858342,0.347278,202.696.043,19.132.713,-0.716589,0.348986,209.912.554,1.950.564,1,A,F,J,D,C,B,B,B,A,A,C,B,C,C,D,F,A,A,E,A,A,A,B,A,A,B,A,A,A,A,A,C,A,A,A,A,B,A,A,D,A,B,A,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831297,1,1,6,6,7,DCDCBDBAADD,CBBBADBCDBB,DCCDCDDABDB,DAACABDBBCC,1,1,270430231,1.071.062.907,1.071.062.907,-1.293.418,0.347659,178.726.243,19.153.703,-0.544496,0.352753,219.531.232,19.716.186,1,A,F,E,D,B,C,E,D,D,A,B,B,C,E,E,F,A,C,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,C,D,E,B,A,A,A,A,A,A,A,A,D,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831298,1,1,18,4,7,BCDCDDACAAC,CBDBADAACAB,BDABADCDACB,ADBBDBDBBBC,1,1,270430231,1.071.062.907,1.071.062.907,-0.069276,0.385962,246.168.342,21.263.944,0.060959,0.308203,253.371.521,17.226.183,1,A,F,D,D,E,B,B,B,A,A,B,A,A,B,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,,B,,,,,,,B,A,B,C,A,A,A,A,A,A,A,B,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831299,1,1,21,7,3,CBDDCDADCDC,DCADABADDDC,BCACDBDBBBC,CCACBADCCBD,1,1,270430231,1.071.062.907,1.071.062.907,-0.435267,0.330995,226.004.667,18.235.628,-0.004011,0.320967,249.740.197,17.939.593,1,A,F,C,F,B,B,A,B,B,A,B,A,A,B,C,C,A,A,G,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831300,1,1,14,7,2,DBCBCDCACBB,BCCBACBACCD,DDAACBCBCAC,ADBDCADBBDD,1,1,270430231,1.071.062.907,1.071.062.907,-1.615.045,0.405629,16.100.673,22.347.466,-1.290.833,0.438124,17.781.672,2.448.777,1,A,F,B,D,B,A,A,B,A,B,C,A,A,B,D,F,A,A,D,A,A,A,C,A,,,A,A,A,A,A,B,B,,,,,B,,A,E,B,D,A,A,A,A,A,A,A,C,4.7,ABAIXO DA MÉDIA
2015,2,27,2704302,1,27036375,3,1,603882,1,5,17831303,1,1,19,5,1,AACCADDACBB,BBDCCCDBBCB,ADADCAACACC,BBADBAAABBD,1,1,270430231,1.071.062.907,1.071.062.907,-1.358.706,0.396183,175.129.307,21.827.054,-1.192.394,0.3713,183.318.705,20.752.821,1,A,A,I,D,B,A,A,A,A,A,A,A,A,B,C,C,A,A,D,A,A,B,D,A,A,C,A,A,A,A,B,C,A,B,A,B,C,C,C,A,B,B,B,A,A,A,A,A,A,A,D,4.7,ABAIXO DA MÉDIA
