ID_ESCOLA,ID_LOCALIZACAO,ID_ALUNO,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q005,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q012,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q038,TX_RESP_Q044,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
27225011,1,17868877,DCCDCBADADC,BDDCDBACBAD,CCABABDCCAD,BAABBDCDDCB,270430231,1.176.992.205,0.950619,0.37461,30.309.669,20.937.825,1,C,C,B,B,A,A,A,A,C,B,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868878,ABCACDDBDDB,BCDDDBBCBDB,ACDABCCCCDD,BABBCDCDCCB,270430231,1.176.992.205,0.034539,0.34229,251.894.846,19.131.385,1,B,B,B,B,A,A,A,A,C,A,A,A,C,'ACIMA DA M?DIA '
27225011,1,17868879,AADDCBABACC,BDDBABAACDC,ABADDADCBDB,DADACBDDACB,270430231,1.176.992.205,-1.166.269,0.404672,184.778.892,2.261.806,1,B,B,C,B,C,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868881,ABDBDABDDCA,BCCACDDDAAC,AAAAAAAADAC,DBCDCADCAAC,270430231,1.176.992.205,-1.656.028,0.472319,157.405.121,26.399.008,1,B,B,B,B,B,A,A,A,C,C,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868883,DBBDCDDBDDB,BCADCAADDCA,CBBCACCADCD,CACAAACBBBC,270430231,1.176.992.205,-0.184461,0.384565,239.654.426,21.494.233,1,C,B,B,A,A,A,B,B,C,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868884,BDBDCBAADAA,BDBADCADABB,BAAAAADB*DD,CBACBDDDADA,270430231,1.176.992.205,-0.174759,0.333101,240.196.694,1.861.779,1,B,B,B,A,A,A,A,A,C,A,A,A,C,'ACIMA DA M?DIA '
27225011,1,17868885,DCDDBBDBBAB,CBDBADAACDC,DCBBCAABBDB,ACABBDBBBCC,270430231,1.176.992.205,-0.2009,0.33937,238.735.612,18.968.179,1,C,B,B,A,A,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868886,BCDCDAACAAB,CBBBDDAADDB,CCABCDCDDCB,BCABDBBDBCC,270430231,1.176.992.205,1.704.382,0.452872,345.226.259,2.531.207,1,B,E,B,B,A,C,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868887,BCCDDDABABB,DCBBBADBBAC,CAACBDCDBDA,DABBCDACCDD,270430231,1.176.992.205,0.512974,0.306885,278.635.692,17.152.517,1,C,B,B,B,A,B,A,A,C,A,B,A,D,'ACIMA DA M?DIA '
27225011,1,17868889,BDDCDCABABA,CCDADDAACAC,ABDDCCDBCCB,BCCACBDCBAA,270430231,1.176.992.205,-0.860372,0.379963,201.876.187,21.237.017,1,C,C,B,B,A,A,A,A,C,C,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868890,BADCDBACBAD,DCBCBBDBBAA,BADBCDADDBB,DADBCBCBADB,270430231,1.176.992.205,0.857765,0.329325,297.906.864,18.406.741,1,D,B,C,B,B,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868891,DABCDBAACCB,CAADDADD*BC,DCCBBDBBCBC,CDCBBCADCDC,270430231,1.176.992.205,-117.791,0.497855,184.128.249,27.826.275,1,B,B,C,B,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868892,BACDCBCDCBA,DCBBABDDBDA,AAABAACBABB,CACBABCCCBD,270430231,1.176.992.205,-0.044878,0.328928,247.456.045,18.384.552,1,C,C,B,B,A,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868893,ADDDABACCBC,DDCCBCBCDBC,AADBCDBDACB,AAACADADADA,270430231,1.176.992.205,0.153035,0.320543,258.517.863,17.915.894,1,B,B,B,A,B,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868894,CCCDABADBDC,DCBCBCDBBCA,CCDDADBCCCD,DAABCCABBDA,270430231,1.176.992.205,-0.194871,0.323641,239.072.587,18.089.049,1,B,B,B,?,A,A,A,A,A,B,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868895,DBAACDAADAB,BDCDABABBDB,ABCBCCCCDCD,BDABBBDACCD,270430231,1.176.992.205,-0.075238,0.366073,245.759.154,20.460.672,1,D,B,B,B,A,C,A,B,C,C,A,A,D,'ACIMA DA M?DIA '
27225011,1,17868896,DCDCBBDBDAC,DBBACDCDDCB,DDBCBADBBDA,ABDCBDBACAD,270430231,1.176.992.205,-0.935718,0.353558,197.664.924,1.976.118,1,B,C,B,B,A,A,A,?,A,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869447,DDCDADADBDC,BCDDDCCAADA,CBACABADCAA,DDDCCDDDACD,270430231,1.148.699.123,-1.033.045,0.397529,192.225.091,22.218.821,1,B,B,B,B,A,B,A,A,B,B,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869449,DBBBCAADBCB,BACADDAAAAA,CCCADDADACD,ADCDBDDBADD,270430231,1.148.699.123,-1.248.482,0.47961,180.183.816,26.806.519,1,B,B,C,B,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869450,BBADDDAAABD,DCBBBBBABAB,CDDDCCADADC,CDACCCCBDAB,270430231,1.148.699.123,-1.824.505,0.570694,147.988.549,31.897.416,1,B,B,B,A,A,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869451,BAADACDCABC,DBCACDBDDBC,DABCCDCCACB,DBCACDBACBD,270430231,1.148.699.123,-0.7605,0.357754,207.458.266,19.995.704,1,A,A,B,B,A,B,A,A,B,A,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869452,DACACBDBBCA,BCADCBAAAAA,DACBCCCABDB,ADABAACCABD,270430231,1.148.699.123,0.085951,0.295871,254.768.382,16.536.919,1,C,A,B,B,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869453,BADADBAABAA,CBADADAACBA,DADACCCDDCA,BDCBAADDDCB,270430231,1.148.699.123,-1.201.383,0.45333,182.816.288,25.337.669,1,C,B,B,B,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869454,BACCDDDDBBB,ACABBCBDCDA,BCAADBDDCBC,DBCABDBDABC,270430231,1.148.699.123,-1.030.897,0.445861,192.345.148,24.920.209,1,B,B,B,B,B,B,A,A,C,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869455,BCACDBACBDB,BACDDDBADBB,AADDCDABACC,AAACDDACBDA,270430231,1.148.699.123,-0.262146,0.332946,235.312.431,18.609.127,1,A,B,B,B,A,A,A,A,B,C,A,B,D,'ACIMA DA M?DIA '
27225348,1,17869456,BBADCDCDABA,DBCBCDDBDDC,BBACCDACCCD,ABBBBBAAADD,270430231,1.148.699.123,-0.78381,0.347877,206.155.415,19.443.655,1,C,C,B,B,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869457,DBBCCBDBBCC,CADDABBCBBA,DACBAABBBAB,BDCAADDDACC,270430231,1.148.699.123,-0.992642,0.422863,194.483.309,23.634.797,1,D,B,B,A,A,A,A,A,B,B,B,B,D,'ACIMA DA M?DIA '
27225348,1,17869459,CBDADCACBAC,ABADADBDADA,BDABAADBCDC,CDADBBBBCAB,270430231,1.148.699.123,-0.964165,0.41333,196.074.955,23.101.976,1,C,B,B,B,B,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869460,CDBDABACBDA,DABCBBABBAA,BBAAABABBAD,DACBDCCCCDD,270430231,1.148.699.123,-0.476294,0.398077,223.343.201,2.224.945,1,C,B,B,B,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869461,CBDABDAACBB,BCCDCBDDDCA,BCABDBABBAC,CAABBADBABA,270430231,1.148.699.123,0.407558,0.296135,272.743.746,16.551.675,1,B,B,C,C,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869462,DCADADAAAAA,BCBDDDADACC,ADACAACDABA,AAACCADDACB,270430231,1.148.699.123,-0.714392,0.334915,210.035.349,18.719.179,1,A,A,B,B,A,A,A,A,B,A,B,A,C,'ACIMA DA M?DIA '
27225348,1,17869463,BDBDCBCACDA,DBCBCAADBDA,CDABADDCAAA,CCCBCBDCCCA,270430231,1.148.699.123,0.351969,0.341932,269.636.748,19.111.375,1,A,A,B,B,B,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869464,DBCCCCDBDCB,CCABCCBDBDA,BBDABCDABAD,BCCBCDBADBD,270430231,1.148.699.123,-0.603339,0.43126,21.624.236,24.104.125,1,C,A,B,C,?,A,A,A,B,A,B,B,C,'ACIMA DA M?DIA '
27225348,1,17869465,BDCCDBADAAB,DCACBBDBBAA,ACDBCDBDBCB,DABBCCDCADB,270430231,1.148.699.123,0.453641,0.320562,275.319.433,17.916.956,1,E,C,B,B,A,B,A,A,B,C,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869466,DCCBBBDBDCD,ABACAAAAAAA,DDBCCADBBBD,CCACCCAACCC,270430231,1.148.699.123,-1.902.259,0.529807,143.642.697,29.612.147,1,?,B,B,B,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869467,ACBDCBAAADA,BCAABDDCABC,AAABAACBBBD,CAABCDCCADA,270430231,1.148.699.123,0.020072,0.317293,251.086.252,17.734.244,1,E,D,B,B,A,A,A,?,C,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869468,BACDCADAADA,CADBBCADCBA,DCACBACBBDC,AABAAADDDDA,270430231,1.148.699.123,-1.221.955,0.417419,181.666.471,2.333.052,1,C,B,B,B,A,A,?,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869469,BCBDABCAAAA,DCCDABADBDC,ADABADDDABA,ACABAADCCDC,270430231,1.148.699.123,0.123565,0.321834,256.870.716,17.988.051,1,B,B,B,B,B,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869470,DACBCAAADDB,BDDCDDADCAC,CBCDBCDADCD,AADBBCDDAAB,270430231,1.148.699.123,-0.601888,0.389312,21.632.346,21.759.554,1,C,B,B,B,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869471,DCBDCBDDCCA,BDDDDBACCDA,CDABADCCCBD,BABCCCCDACC,270430231,1.148.699.123,-0.150846,0.325977,241.533.247,18.219.613,1,C,B,B,B,A,A,A,A,A,A,C,A,D,'ACIMA DA M?DIA '
27225348,1,17869473,BBDBBBACBBB,DBBADACCDCC,BCCADBDBCDC,ABCBBDACDBD,270430231,1.148.699.123,-0.560943,0.349652,218.611.971,19.542.864,1,C,B,B,B,A,A,A,A,C,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869474,BADDDBACCAB,CADAADACCDA,ABDDABCAACD,AADAADDDACD,270430231,1.148.699.123,-2.041.772,0.528028,135.844.991,29.512.714,1,D,C,C,B,A,A,A,B,A,A,B,B,D,'ACIMA DA M?DIA '
27225348,1,17869475,CCDBABBDCDC,ADDCDBAAABB,DDBCBDCDDBC,ADDACDDDBCC,270430231,1.148.699.123,-1.317.276,0.477297,176.338.759,2.667.724,1,C,B,B,B,A,B,A,B,A,C,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869478,DBDBBBDABAA,DBDACADBDDB,BADCCCBBADC,ABCABBABDCC,270430231,1.148.699.123,-0.776302,0.413716,206.575.055,2.312.355,1,E,B,B,A,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869479,BDDCDBACCAC,BCCCDDCDDBA,AABBCDDDDCB,CBACBDCDABA,270430231,1.148.699.123,0.290925,0.346431,266.224.856,19.362.835,1,C,C,B,B,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869480,AADDAACDCAB,ABABAADBDCB,DCABDBDBCBC,DBCAACAAABC,270430231,1.148.699.123,-0.388282,0.417387,228.262.396,23.328.731,1,B,B,B,A,A,A,A,A,B,A,B,B,D,'ACIMA DA M?DIA '
27225348,1,17869481,CBBACDCBDDB,BDDDDBACBDB,BBCBBCBADCC,AADADCDCACB,270430231,1.148.699.123,-1.258.804,0.455969,179.606.895,25.485.169,1,A,C,D,D,A,A,A,A,B,A,B,A,C,'ACIMA DA M?DIA '
27225348,1,17869482,BCCDCBCDDCA,BBCCDDCDADA,CDABADDBDAD,CAACBDCCBDA,270430231,1.148.699.123,1.030.641,0.410811,307.569.306,22.961.183,1,C,B,B,B,A,A,A,A,B,A,A,A,C,'ACIMA DA M?DIA '
27225348,1,17869483,DDBBBCACDCC,CCCCCDCABBC,CDBDCDDDBBB,BBCBACDBBCC,270430231,1.148.699.123,-0.976941,0.409879,195.360.874,22.909.091,1,C,D,C,B,A,A,A,A,C,C,D,D,D,'ACIMA DA M?DIA '
27225348,1,17869484,ACCDCBABDCA,CDDCDDABCAB,ADCDBABCBCC,AADACCDACCC,270430231,1.148.699.123,-1.792.353,0.502099,149.785.599,28.063.482,1,C,B,B,A,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869485,ACADABADCDA,CBDDCBDDBBB,ABACADAACDB,BCDBCDBBCDC,270430231,1.148.699.123,-0.986212,0.410047,194.842.697,22.918.481,1,B,E,C,B,A,A,A,A,B,A,B,B,C,'ACIMA DA M?DIA '
27225348,1,17869487,DBAACDAADDB,ACCDABDDDDA,DBCABBBABBD,AADADADACCD,270430231,1.148.699.123,-1.006.726,0.395334,193.696.121,22.096.138,1,B,B,B,A,A,A,A,A,B,C,B,B,D,'ACIMA DA M?DIA '
27225348,1,17869488,CBBABDAABDD,BDDDCBDDCCA,BCABDBDDBCC,AAABADDBABD,270430231,1.148.699.123,1.170.078,0.383757,315.362.764,21.449.072,1,B,A,B,A,B,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869489,ADDDDAADBAC,DCDBBDDBDAD,BBBAACDBDCB,DDBDCDCBCBB,270430231,1.148.699.123,-1.045.044,0.517947,191.554.439,28.949.264,1,A,C,C,C,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869490,BCDDACBACDC,ABADDCCBDAC,BBCDBABCDDB,DBCACCBBDCB,270430231,1.148.699.123,-1.597.391,0.5227,160.682.479,2.921.492,1,E,B,C,B,A,B,A,A,A,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869491,DCCCBBDBAAC,DCCDCBAAABA,DDDBBAAACDB,AAABBADBABA,270430231,1.148.699.123,-0.45621,0.338373,224.465.742,18.912.455,1,C,A,B,A,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869492,ABDCCCAABBC,BBDAABBDBBC,CBDAAABADAD,DDCDBDDAACA,270430231,1.148.699.123,-1.378.713,0.559841,172.904.902,31.290.817,1,B,B,B,B,A,A,A,A,C,A,A,A,B,'ACIMA DA M?DIA '
27225348,1,17869493,BCDCDAABBBA,CBCADDBACBB,BABBACBCACC,ACCADBDBDCC,270430231,1.148.699.123,-0.83285,0.474443,203.414.456,26.517.724,1,D,E,C,C,B,B,A,A,B,C,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869494,BACBDDDDDBA,DBABCDCDDAB,ACACCDCCBDD,CBCACBBACBD,270430231,1.148.699.123,-0.63236,0.359183,214.620.309,20.075.574,1,A,A,B,B,A,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869496,CCCDCBDCACA,DCABACACADC,BDDACACBDCD,CDCCCBDACDD,270430231,1.148.699.123,-1.140.387,0.428216,186.225.497,23.933.989,1,D,D,C,B,A,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869497,DDABDDDAABC,CBDBABACCCB,DCBBCABABDD,BBDABDBDABC,270430231,1.148.699.123,-0.914193,0.378795,198.868.006,21.171.734,1,D,C,B,A,A,B,A,A,B,C,C,C,D,'ACIMA DA M?DIA '
27225348,1,17869498,BDBDDBAACDB,AAADCBDBDBB,ABACCDADBDB,BCCBABDADAC,270430231,1.148.699.123,-0.442314,0.343925,225.242.422,19.222.769,1,A,B,B,A,A,B,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869499,BCCDABCBDBC,DCDCBDBBBAC,CBACBDCDDDA,DCABCABCBDB,270430231,1.148.699.123,0.186985,0.312948,260.415.408,17.491.392,1,B,A,B,A,A,A,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869500,ADDCDAACDCD,CCACBBDBBDB,ABBDBDADACB,DBCBDCAAADA,270430231,1.148.699.123,-0.67119,0.386236,212.450.009,21.587.629,1,C,C,C,C,A,B,A,A,B,A,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869501,CCADABAABDD,BDCDDDCDABA,CCDBBDBACCC,BAACCCDDBCA,270430231,1.148.699.123,-0.170048,0.340166,240.460.002,1.901.267,1,C,B,B,A,A,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27225348,1,17869502,DABDCCADDCA,BCDDDBAAAAA,ADADAACBBBB,AAAAAABCACB,270430231,1.148.699.123,-0.80536,0.37123,204.950.936,20.748.909,1,C,B,B,A,A,A,A,A,C,A,B,B,D,'ACIMA DA M?DIA '
27225348,1,17869504,DBBACDCBBDC,ACADAAADADA,BBDAABAAACD,AACCAAAABAA,270430231,1.148.699.123,-1.121.191,0.420845,187.298.406,23.522.007,1,B,C,B,B,A,A,A,A,A,C,B,A,D,'ACIMA DA M?DIA '
27225348,1,17869505,CBDCDDAACDC,BDCCCBDAACA,CCCADBDBCDC,ADCABADCCAC,270430231,1.148.699.123,-1.430.733,0.482863,169.997.383,26.988.337,1,B,B,B,A,A,B,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
27225348,1,17869506,DCDACADBACC,ADDADAADBAB,BCDDBCBABDB,AACACDDDBCB,270430231,1.148.699.123,-1.057.399,0.472593,190.863.889,26.414.323,1,B,B,D,B,C,C,A,A,C,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872372,DBCBCACBBCA,ACCBDBADBDB,DBCADCAABBA,DDCBACADCBD,270430231,1.127.950.863,-0.690746,0.471396,211.356.979,2.634.742,1,C,C,B,A,A,A,A,A,C,A,A,A,C,'ACIMA DA M?DIA '
27226301,1,17872373,DBCDCDDADCB,BCBCAAACAAA,BCBABDAADCD,AACBBADAAAC,270430231,1.127.950.863,-1.083.431,0.486398,1.894.089,27.185.917,1,B,A,B,A,B,?,A,A,C,A,B,A,C,'ACIMA DA M?DIA '
27226301,1,17872374,BADCDCACADB,CBDDADAACAB,BBDBBCDDACC,BCCACBDBCBC,270430231,1.127.950.863,-0.625634,0.364238,21.499.624,2.035.811,1,C,B,B,A,A,A,A,A,B,A,C,B,D,'ACIMA DA M?DIA '
27226301,1,17872375,BCADDBACCAA,BACDCDCDABD,AADCABCABCC,DAACCAACACA,270430231,1.127.950.863,-0.939507,0.379788,197.453.148,21.227.235,1,A,B,B,A,A,A,A,A,C,A,A,A,B,'ACIMA DA M?DIA '
27226301,1,17872376,AABDCBACCBD,CBDACACBCDA,BDCDBDDACDC,CDBCACACBCC,270430231,1.127.950.863,-1.444.298,0.495289,169.239.204,27.682.855,1,D,B,D,C,A,A,A,A,C,A,B,A,B,'ACIMA DA M?DIA '
27226301,1,17872377,CDCDABBDADA,ACBACADBABC,CCABCAABCBD,BDACAACCDAD,270430231,1.127.950.863,-1.466.212,0.592486,168.014.379,33.115.422,1,D,B,C,C,A,B,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
27226301,1,17872379,DCACBBDBBAC,BCCDCBCDCDA,DACBCABCADB,AAABADCCABD,270430231,1.127.950.863,0.418405,0.298917,27.335.001,16.707.167,1,C,C,B,B,A,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872380,DBCACDBBDCB,BADCDAABCCB,CDDCBCACBCD,AADACCCCDCC,270430231,1.127.950.863,-1.246.509,0.464213,180.294.091,25.945.945,1,B,B,B,B,A,A,A,A,B,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872382,ACCBDDBDABB,DBBCCDDBDCB,DABBCDCDAAD,BCABBBABBDB,270430231,1.127.950.863,-1.529.829,0.450079,164.458.677,25.155.963,1,D,D,C,C,A,D,A,A,A,C,A,A,A,'ACIMA DA M?DIA '
27226301,1,17872383,BAABDDDABBC,DCBDBCB.AAA,CBADCDBCDCB,BCABDACCDDB,270430231,1.127.950.863,-0.99089,0.401958,194.581.232,22.466.368,1,?,B,B,B,A,A,A,A,C,A,B,B,C,'ACIMA DA M?DIA '
27226301,1,17872384,DDADCBBBDAD,DBACDBDDADA,BDACBACDCAA,CBACBDCBACA,270430231,1.127.950.863,-0.842508,0.361597,202.874.648,20.210.498,1,B,B,B,B,A,A,A,A,B,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872385,CADDADAABAB,ACDDCDAACDA,DDCBABDDCDC,CAABAAAABDB,270430231,1.127.950.863,-0.705201,0.383542,210.549.055,21.437.055,1,C,C,B,D,D,A,A,A,?,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872387,DAADCCCDBCA,BDCCDBACCCB,BAABAACCDCC,CBBCCCCBACC,270430231,1.127.950.863,-1.034.167,0.402815,19.216.238,22.514.268,1,B,A,B,B,A,B,A,A,B,C,A,B,D,'ACIMA DA M?DIA '
27226301,1,17872388,CACDBDAACCB,DCAAABACBDA,BDACABABABC,CCABBBCACDB,270430231,1.127.950.863,-0.55014,0.383126,219.215.776,21.413.804,1,C,B,B,B,A,A,A,A,B,B,B,A,C,'ACIMA DA M?DIA '
27226301,1,17872390,DCCDABADADC,BCCCDDCBDBD,CAABADDCCCB,BAACBDCCBDA,270430231,1.127.950.863,0.603566,0.369103,28.369.909,20.630.026,1,C,B,B,B,A,?,A,A,B,B,A,A,C,'ACIMA DA M?DIA '
27226301,1,17872391,CCDCBBDABAA,DBDDBDAACDB,DABBCDCCADB,DCACCBDDBCC,270430231,1.127.950.863,0.629854,0.33153,285.168.387,18.529.983,1,B,B,B,B,B,A,A,A,C,C,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872393,CCCDADADBDB,BADCDAACBBA,CCCBCDCDCCB,DBDDBBCCCCB,270430231,1.127.950.863,-1.078.818,0.519846,189.666.732,29.055.403,1,B,B,B,B,A,B,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872394,DBCACAAAAAC,ACADBBBCCDB,CADBAAABBAD,DCCACCADABD,270430231,1.127.950.863,-0.783173,0.468938,206.191.019,26.210.036,1,C,B,B,B,A,A,A,A,C,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872395,CADDADDACDA,ACDCABADBDB,BDCABBDDDBC,CCCBCBADCCC,270430231,1.127.950.863,-0.608316,0.392082,215.964.184,21.914.376,1,C,B,B,B,A,A,A,A,B,C,A,A,B,'ACIMA DA M?DIA '
27226301,1,17872396,DBACCACCACB,ABCDCBBADAA,CBCBABCDCDA,CBCDBADBCDA,270430231,1.127.950.863,-1.468.889,0.508928,167.864.755,28.445.171,1,E,B,B,B,A,A,A,A,B,A,A,B,C,'ACIMA DA M?DIA '
27226301,1,17872399,DBCACDCADCC,BDDCDBADBDB,BBBBCBCAAAD,CBDCACDDACA,270430231,1.119.421.934,-0.872722,0.407141,201.185.917,22.756.058,1,D,A,B,B,A,C,A,A,C,A,A,B,B,'ACIMA DA M?DIA '
27226301,1,17872400,DCBDBBADBDB,ADDBDBCBACB,BCCBABADCBD,AADDCCCDACB,270430231,1.119.421.934,-0.366505,0.355255,229.479.563,19.856.029,1,B,A,B,B,A,A,A,A,C,A,B,B,C,'ACIMA DA M?DIA '
27226301,1,17872402,BCBDCBCDDCA,ADCDABACDDC,CDABAACABAD,BCCBABDACCB,270430231,1.119.421.934,0.107886,0.307491,255.994.381,17.186.388,1,C,C,B,B,A,A,A,A,C,A,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872404,DCACADABCCA,ABCACDADABC,ABCABADCBAD,CDADCBBDDDA,270430231,1.119.421.934,-1.755.602,0.50102,151.839.698,28.003.174,1,B,A,B,B,B,B,A,A,A,B,B,A,B,'ACIMA DA M?DIA '
27226301,1,17872405,DCADBBDABCB,BBBACDCDDCC,DCADBDDBBBC,CBBAACBCDAD,270430231,1.119.421.934,-1.018.055,0.426921,193.062.917,23.861.609,1,C,C,C,?,A,C,A,A,A,A,B,B,C,'ACIMA DA M?DIA '
27226301,1,17872406,BAADBDCDABB,CACCBBDAACA,CBACCDCCADA,BCABDBDDCCC,270430231,1.119.421.934,0.500902,0.390178,27.796.096,21.807.957,1,B,B,B,A,A,B,A,A,C,A,A,A,C,'ACIMA DA M?DIA '
27226301,1,17872407,BCDDCBDDBCA,BCCADDBDDDA,ADABAACCBDD,DAACCDBCBDA,270430231,1.119.421.934,-0.122345,0.311403,243.126.234,17.405.039,1,B,B,C,B,A,A,A,A,B,A,B,A,B,'ACIMA DA M?DIA '
27226301,1,17872408,DCDCBBBABAB,CCCADDAACDC,DCCBCDBDADB,ADDADBCDDBC,270430231,1.119.421.934,-0.529371,0.376821,220.376.603,21.061.403,1,C,B,C,B,A,B,A,A,C,C,B,B,B,'ACIMA DA M?DIA '
27226301,1,17872410,CBDABDAACDA,AACDCBDBCCA,DCCADBDBDDD,ADACAAAABBA,270430231,1.119.421.934,-0.985671,0.405106,194.872.934,22.642.317,1,C,B,B,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
27226301,1,17872411,DDCDCDDDACA,ACCDDBBAADA,ADCBCADDADB,DAABCDDADCC,270430231,1.119.421.934,-0.626945,0.475672,214.922.965,26.586.415,1,B,B,B,B,A,A,A,A,B,A,A,A,C,'ACIMA DA M?DIA '
27226301,1,17872412,DBCCCDCBDCB,BADCDAACCAD,CBDABCCCCDD,BADBCDDCDCB,270430231,1.119.421.934,0.34461,0.340538,269.225.436,19.033.462,1,D,E,C,C,B,A,A,A,B,C,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872413,CBDBABDABCB,BBAABADAABC,ABABABDDADB,BCBDDACBBDD,270430231,1.119.421.934,-1.456.293,0.463656,168.568.775,25.914.813,1,D,B,B,A,A,A,A,A,C,A,B,B,B,'ACIMA DA M?DIA '
27226301,1,17872414,ABADCDCDDDB,DCADBBCADCA,ACCADCBCDDA,ADCBDABADDA,270430231,1.119.421.934,-1.967.468,0.571911,139.998.014,31.965.437,1,C,C,B,B,A,B,A,A,?,C,A,A,D,'ACIMA DA M?DIA '
27226301,1,17872415,BBDDDDCDDBD,DBCCCDCBDCB,BBADCDCCCBC,ABDABCACCDD,270430231,1.119.421.934,-0.839929,0.370827,203.018.794,20.726.384,1,C,C,B,B,A,A,A,A,A,A,B,A,D,'ACIMA DA M?DIA '
27226301,1,17872416,BCCDCBCDCCA,BCCCDDCDABA,CAABAADBABC,CAACBDDDBDA,270430231,1.119.421.934,1.027.794,0.406898,30.741.018,22.742.476,1,E,C,C,B,A,A,A,A,B,A,A,A,C,'ACIMA DA M?DIA '
