TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
A,B,A,D,A,A,B,C,B,A,C,B,B,B,C,E,A,A,B,A,A,A,C,A,A,B,A,A,A,A,A,C,B,A,A,C,A,C,C,B,A,B,A,A,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
B,C,D,D,B,B,E,C,C,A,B,B,B,B,C,D,A,A,C,B,B,A,F,A,A,A,A,A,A,A,B,C,A,B,C,B,C,C,C,B,C,B,B,A,A,A,A,A,A,A,D,'ABAIXO DA MÉDIA'
B,A,H,E,C,C,B,B,B,A,A,A,A,B,B,F,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,C,A,C,A,C,A,C,C,A,A,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,?,?,B,A,B,A,A,B,B,A,B,C,B,C,C,B,B,A,B,A,?,B,A,?,A,A,B,B,A,A,B,C,B,C,C,C,A,?,B,B,B,C,B,A,A,A,B,A,?,'ABAIXO DA MÉDIA'
A,B,G,E,C,A,B,B,B,A,A,A,B,B,C,D,B,A,E,A,A,A,D,A,A,A,A,A,A,A,A,C,A,B,A,A,B,A,B,B,B,B,B,C,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,A,C,C,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,A,A,A,B,C,C,A,B,A,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,F,D,C,C,B,B,B,A,B,A,B,B,C,E,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,A,B,A,A,A,B,B,D,B,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,L,C,C,B,B,B,B,A,B,A,A,B,D,D,B,C,A,B,B,B,C,A,A,A,A,A,A,A,A,C,A,C,B,B,C,C,C,C,B,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,L,C,C,B,A,B,A,A,A,B,B,B,D,E,A,A,G,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,B,C,?,C,B,B,C,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,C,K,D,A,A,B,B,A,A,B,A,A,B,C,D,A,A,B,B,B,B,G,A,A,B,A,A,A,A,A,C,A,C,B,A,?,?,?,C,E,B,C,A,B,A,A,A,B,A,B,'ABAIXO DA MÉDIA'
B,B,H,D,C,A,A,B,B,A,B,A,B,C,D,D,A,C,F,A,A,B,G,A,B,A,A,A,A,A,A,C,A,B,B,C,A,B,B,B,A,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,F,D,C,B,C,C,C,A,A,A,A,B,B,E,A,A,B,A,?,B,G,A,A,A,A,A,A,A,A,B,A,B,A,B,A,C,C,E,A,B,A,B,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,I,D,B,A,B,B,A,A,B,B,D,B,C,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,A,B,A,B,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,E,E,E,B,D,E,E,E,D,A,B,D,E,F,A,A,G,A,A,B,G,?,?,A,A,A,A,A,A,C,A,B,A,A,A,B,B,C,E,B,B,C,C,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,K,D,A,B,A,B,B,A,?,B,A,C,D,B,A,A,B,A,A,B,A,A,A,A,?,A,A,A,A,C,A,B,A,C,A,B,C,A,B,B,C,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,A,E,A,A,C,C,B,B,B,B,C,E,D,B,B,A,F,A,A,A,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,A,B,A,B,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,H,E,C,B,B,B,B,B,B,B,C,D,E,E,A,A,F,A,A,A,F,A,A,A,B,A,A,B,A,?,?,?,?,?,?,?,?,?,A,A,A,B,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,C,D,C,B,B,B,B,A,B,B,A,B,C,D,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,C,C,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,C,D,D,B,C,C,B,B,B,A,B,B,D,C,A,A,C,B,B,B,D,A,A,B,A,A,A,A,A,B,A,C,A,B,A,A,B,B,A,B,C,A,B,A,A,B,A,A,A,'ABAIXO DA MÉDIA'
A,B,F,C,B,A,A,B,B,B,B,B,B,B,B,D,C,A,E,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,B,B,B,B,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,D,D,C,B,C,B,B,A,B,B,C,B,C,D,A,A,E,A,A,C,E,A,A,B,A,A,A,A,B,?,?,?,?,?,?,?,?,B,A,B,A,C,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,H,D,C,?,D,B,?,A,C,A,A,C,D,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,C,A,B,A,A,A,A,B,B,C,C,A,A,B,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,I,D,C,B,A,B,B,A,B,B,B,B,C,D,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,C,A,B,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,H,D,C,B,B,B,B,B,B,B,A,B,B,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,A,C,B,B,E,B,B,A,A,A,A,B,A,B,A,'ABAIXO DA MÉDIA'
A,F,C,D,E,B,B,B,A,A,B,A,A,B,B,E,A,A,E,A,A,A,E,A,A,B,A,A,A,A,B,C,A,A,A,C,A,A,C,A,C,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,J,D,B,C,B,B,B,A,B,B,A,B,C,D,A,A,D,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,C,A,A,B,A,C,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,F,D,B,C,B,B,B,A,A,A,B,B,C,D,B,A,D,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,A,C,B,A,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,K,D,B,A,B,B,B,A,B,A,A,B,B,E,A,A,G,A,B,C,G,A,B,A,A,A,B,A,B,C,B,C,A,C,B,B,C,D,E,B,C,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,C,C,C,B,B,B,?,A,A,A,A,B,C,C,A,A,A,B,B,A,C,B,B,A,A,A,A,A,A,B,A,A,A,B,A,C,A,A,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,H,E,C,B,C,B,B,A,B,B,B,C,D,C,A,A,G,B,B,A,G,B,?,A,A,A,A,A,A,B,B,B,?,A,B,C,C,A,A,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,?,F,D,C,B,C,B,B,A,B,A,B,C,C,D,A,?,G,?,A,B,G,A,A,B,A,A,A,A,B,C,B,C,B,B,B,B,C,C,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,A,G,E,C,A,B,B,B,A,B,C,B,C,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,?,?,A,?,?,B,?,B,A,B,D,A,A,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,C,C,D,B,B,A,B,A,A,A,A,A,D,B,D,A,A,B,A,A,B,G,A,B,C,A,A,A,A,A,B,B,C,A,?,B,C,C,A,E,B,C,A,A,B,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,C,F,E,A,B,A,B,A,A,B,A,A,B,C,F,A,A,C,B,A,A,G,A,A,B,A,A,A,A,A,?,?,?,?,?,?,?,?,A,A,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,A,D,E,B,A,B,B,A,A,B,A,A,B,B,D,A,A,E,A,B,A,G,A,B,A,A,A,A,A,A,?,A,?,?,?,C,?,?,A,E,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,F,K,E,C,B,C,B,A,A,C,A,B,B,D,F,A,A,D,A,B,A,B,B,B,A,A,A,A,A,A,C,C,C,C,C,C,C,C,A,E,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,D,E,E,D,B,B,B,A,A,B,A,B,C,E,F,A,A,G,?,A,C,G,A,A,B,A,A,A,A,A,C,B,C,B,B,C,C,C,A,E,A,D,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,D,D,D,B,A,B,B,A,A,A,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,B,B,C,C,C,A,A,B,A,A,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,L,C,E,B,C,B,B,B,B,A,B,B,D,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,?,B,?,A,B,C,C,B,D,A,B,B,A,A,A,A,B,A,B,B,'ABAIXO DA MÉDIA'
A,D,G,D,C,D,B,B,B,A,A,A,B,B,D,D,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,?,B,?,?,?,?,?,A,C,E,B,B,A,A,A,B,A,B,A,A,'ABAIXO DA MÉDIA'
B,B,I,D,B,B,B,A,B,A,B,A,B,B,C,D,B,A,D,A,A,A,C,A,B,B,A,A,A,A,B,?,B,?,?,?,?,B,?,B,E,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,F,G,D,B,B,B,B,A,A,B,A,B,B,C,D,B,A,C,A,A,B,G,B,B,C,B,B,B,B,B,C,B,B,C,A,C,B,B,A,A,B,D,A,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,A,K,C,B,A,A,B,A,A,A,A,A,B,B,F,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,E,A,C,C,C,B,C,A,A,B,A,B,B,C,B,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,C,A,A,A,A,C,C,C,A,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,B,C,C,B,B,B,B,A,A,A,A,B,C,C,A,A,D,A,A,A,E,?,A,A,A,A,A,A,B,B,B,C,?,C,C,C,C,B,E,A,A,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,E,D,E,E,A,E,B,B,B,A,E,D,E,C,A,A,E,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,B,C,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,E,L,D,B,B,B,B,B,A,A,A,A,B,B,C,A,A,B,A,?,B,F,A,A,C,?,A,?,A,A,?,?,A,?,?,?,A,?,D,A,B,C,A,B,A,B,A,B,B,B,'ABAIXO DA MÉDIA'
A,B,F,E,D,C,C,D,B,B,B,B,B,?,C,F,A,A,B,A,A,A,G,B,B,A,A,A,A,A,A,C,A,C,C,C,C,B,C,A,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,F,C,B,B,B,B,A,A,A,A,A,B,C,F,A,A,C,A,A,B,G,A,B,A,A,A,A,A,B,?,B,?,?,?,B,?,?,D,E,B,A,C,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,B,B,C,C,B,B,B,B,A,B,A,B,B,D,B,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,B,B,C,B,C,C,C,D,E,B,A,B,A,A,A,A,A,A,D,'ABAIXO DA MÉDIA'
A,C,G,E,B,A,C,B,A,A,B,A,A,B,C,C,A,A,B,A,A,B,G,A,B,A,A,A,A,A,A,?,?,?,?,?,?,?,?,C,B,B,A,A,B,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
B,E,L,C,B,B,B,A,B,A,A,A,A,B,D,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,B,?,C,?,A,B,A,A,A,A,A,A,A,B,A,B,'ABAIXO DA MÉDIA'
B,B,L,E,C,B,C,B,B,A,C,A,A,B,B,F,C,A,F,A,A,A,G,B,A,B,A,A,A,A,A,?,?,B,?,?,B,?,?,C,D,B,C,A,A,A,B,A,D,A,A,'ABAIXO DA MÉDIA'
A,A,F,D,B,A,A,B,B,A,B,B,B,?,D,D,A,A,G,A,A,A,E,A,B,A,A,A,A,A,B,C,C,B,C,C,C,B,C,E,A,B,?,A,A,A,A,A,A,A,D,'ABAIXO DA MÉDIA'
A,B,L,E,B,D,B,B,B,?,B,A,B,C,C,E,A,B,E,A,?,B,F,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,B,C,A,B,B,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,L,C,C,C,D,A,A,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,A,D,E,B,B,B,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,A,E,D,D,B,C,C,A,B,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,C,A,A,A,A,D,A,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,C,C,F,B,A,A,B,B,A,B,A,A,B,C,E,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,?,A,?,?,?,?,A,?,B,A,B,D,C,C,B,D,D,D,B,?,'ABAIXO DA MÉDIA'
A,A,E,B,B,A,B,A,A,B,A,B,B,B,B,C,B,B,C,A,?,A,?,?,A,B,A,B,A,A,B,A,?,A,?,A,A,?,A,?,D,A,D,C,C,B,D,B,D,B,D,'ABAIXO DA MÉDIA'
B,B,H,D,E,E,D,B,C,A,B,A,C,B,E,C,A,A,F,A,A,A,F,A,A,B,A,A,A,A,A,B,B,C,C,B,B,B,B,A,E,B,?,C,A,A,B,A,B,A,C,'ABAIXO DA MÉDIA'
A,B,H,D,C,A,A,B,B,A,B,A,B,C,D,F,E,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,C,A,B,A,B,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,D,C,D,B,A,A,B,A,B,A,A,B,B,B,B,A,A,E,A,A,B,A,A,A,C,A,A,A,A,A,C,A,C,B,A,C,B,B,A,A,B,D,C,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,D,E,E,B,B,B,B,A,B,A,B,B,?,C,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,?,?,?,?,A,?,?,B,A,A,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,I,E,B,A,B,B,A,A,B,A,A,C,D,F,A,A,C,A,A,B,C,A,?,A,A,A,A,A,A,C,A,A,B,A,B,C,B,A,A,B,C,A,B,A,A,B,B,B,A,'ABAIXO DA MÉDIA'
B,F,A,F,C,B,B,B,A,A,B,A,A,C,C,E,A,A,D,A,A,B,B,B,B,B,A,A,A,A,A,?,B,?,?,?,?,B,?,D,A,A,A,C,C,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,F,I,E,C,B,B,B,A,A,B,A,B,B,C,D,A,A,D,A,A,A,E,A,A,B,A,A,A,B,A,C,B,B,B,B,C,C,C,C,B,B,D,A,B,A,A,B,B,B,B,'ABAIXO DA MÉDIA'
B,E,E,D,C,A,B,B,B,A,B,A,C,B,C,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,C,B,B,A,A,B,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,B,E,D,E,C,D,B,A,C,C,C,D,D,D,D,B,A,D,A,A,B,E,A,B,A,A,B,A,A,A,A,A,A,C,A,B,A,B,D,C,A,A,B,B,B,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,J,D,A,B,B,B,B,A,B,A,A,B,B,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,?,?,?,B,?,C,?,?,B,A,B,A,A,A,A,B,B,B,B,C,'ABAIXO DA MÉDIA'
A,B,A,C,D,A,C,C,A,A,B,A,B,C,C,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,A,B,B,A,A,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,B,C,C,D,B,C,C,C,A,A,A,A,B,D,D,A,A,E,A,A,A,G,B,B,A,A,A,A,A,B,?,?,?,B,?,?,?,C,E,E,B,A,A,A,A,A,B,A,A,B,'ABAIXO DA MÉDIA'
A,F,B,E,C,A,B,B,A,A,B,A,B,B,C,D,A,B,C,A,A,A,B,A,A,B,A,A,A,A,A,C,B,A,A,A,?,A,?,C,A,B,B,C,C,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,G,D,B,A,B,B,A,A,A,A,A,B,D,D,A,A,D,A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,?,A,C,B,B,A,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,I,D,B,B,B,B,B,B,?,A,A,B,C,B,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,A,A,A,A,C,B,B,B,B,A,B,A,C,A,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
B,F,C,C,D,B,B,B,A,B,A,A,A,B,C,D,A,A,G,A,?,A,G,A,B,B,A,B,B,A,B,?,?,?,?,A,?,?,B,A,B,B,A,B,A,A,B,A,A,B,B,'ABAIXO DA MÉDIA'
A,B,J,E,D,A,B,B,A,A,A,B,C,C,E,F,A,A,D,A,A,A,D,A,A,A,A,?,A,A,A,C,C,C,C,B,B,C,C,D,A,B,?,A,?,A,A,B,D,D,B,'ABAIXO DA MÉDIA'
A,B,F,D,B,B,B,B,A,A,A,A,A,B,D,?,E,A,C,A,A,A,D,A,A,A,A,A,A,A,A,?,?,?,A,?,?,A,?,C,E,A,C,A,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
A,F,L,D,B,B,B,B,A,A,B,A,B,B,C,C,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,?,?,?,?,B,?,?,B,A,E,B,C,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,H,D,C,C,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
B,F,E,E,C,?,?,B,A,A,B,B,A,C,C,E,A,C,G,A,A,C,G,A,B,?,A,A,A,A,A,?,A,?,?,?,?,?,C,A,B,B,D,B,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
B,E,J,D,C,B,B,B,A,A,B,A,A,B,C,F,A,A,E,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,C,B,B,A,B,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,E,I,E,B,C,B,B,B,A,B,A,B,C,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,B,C,A,B,E,A,B,A,A,B,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,B,I,C,B,A,B,B,B,A,B,A,B,B,C,E,A,A,F,A,A,A,C,A,B,A,A,A,A,A,A,C,B,B,B,A,C,B,C,B,B,A,A,A,A,A,B,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,J,D,B,B,B,B,A,C,B,B,A,B,C,E,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,B,?,C,A,B,C,C,D,A,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,A,A,C,A,B,B,B,A,A,A,A,B,B,C,E,A,B,G,A,A,A,G,A,A,B,A,A,A,A,B,?,?,?,A,?,?,B,?,B,A,B,D,C,A,A,B,B,B,B,A,'ABAIXO DA MÉDIA'
B,B,K,C,D,B,B,B,B,A,B,A,D,B,C,C,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,C,B,C,C,B,B,C,C,A,B,B,A,C,A,A,A,A,B,B,C,'ABAIXO DA MÉDIA'
A,B,G,D,B,B,B,B,A,A,A,A,B,B,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,C,E,B,C,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,H,D,B,B,B,B,A,A,B,A,A,B,C,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,C,C,C,A,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,J,D,B,C,B,B,B,B,A,B,A,B,D,F,A,A,B,A,A,A,F,A,A,A,A,A,A,A,A,?,B,?,?,?,?,B,?,C,C,B,A,C,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,B,C,B,B,B,B,B,A,A,B,A,B,B,C,B,A,A,G,B,B,A,G,B,B,A,A,A,A,A,A,?,?,?,?,C,?,B,?,B,B,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,A,F,E,C,B,D,E,D,D,E,A,B,D,B,E,C,D,A,B,A,B,A,B,A,A,B,A,B,A,A,C,A,C,B,A,B,C,C,C,A,B,B,B,A,B,A,B,B,B,'ABAIXO DA MÉDIA'
A,C,C,F,A,A,B,B,B,A,A,A,A,B,B,D,A,A,A,B,B,B,G,B,B,B,B,A,A,A,B,A,?,?,?,?,C,?,?,E,A,B,B,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,?,L,D,D,B,B,?,B,B,B,B,A,B,C,F,A,B,G,B,A,A,G,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,A,A,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,C,C,D,A,A,B,C,B,A,A,A,B,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,B,?,?,?,B,B,?,?,?,C,B,B,C,A,A,A,A,B,B,B,B,'ABAIXO DA MÉDIA'
B,C,F,E,C,B,B,B,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,B,?,?,E,E,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,F,C,D,E,A,B,B,A,B,A,B,A,B,B,F,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,?,?,?,A,?,?,A,?,C,C,B,A,C,B,A,A,A,B,A,C,'ABAIXO DA MÉDIA'
A,F,A,D,C,B,A,B,A,B,A,A,B,C,D,C,A,A,G,A,A,A,G,B,B,A,A,A,A,A,A,B,A,A,A,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,L,D,E,D,E,C,C,A,B,C,B,C,E,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,A,A,A,B,B,A,A,A,B,D,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,?,E,C,A,C,C,A,B,B,B,B,B,C,B,E,?,B,A,?,A,C,A,A,A,A,A,A,A,A,A,?,?,?,?,?,B,?,A,B,?,A,A,B,B,A,C,B,B,C,'ABAIXO DA MÉDIA'
B,C,G,D,B,A,B,B,B,B,B,A,A,B,C,C,A,?,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,C,B,B,A,E,B,A,A,A,A,A,A,B,A,B,'ABAIXO DA MÉDIA'
A,D,G,D,C,B,B,B,B,A,B,A,A,B,C,C,B,A,G,A,A,B,G,A,A,A,A,A,A,A,B,A,A,C,C,C,A,A,A,E,E,B,D,C,A,A,A,B,A,A,A,'ABAIXO DA MÉDIA'
A,B,D,C,D,B,B,B,B,B,B,B,B,B,E,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,?,?,A,A,?,B,?,C,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,F,C,D,C,B,B,B,B,A,A,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,A,C,C,C,A,A,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,F,K,D,A,A,A,B,B,B,B,A,B,C,C,E,A,A,B,A,A,A,A,B,B,C,A,A,A,A,A,B,A,B,B,B,B,B,B,A,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,F,G,C,D,B,B,B,B,B,B,A,B,B,C,F,A,A,A,B,A,C,A,B,B,A,A,A,B,A,A,C,B,B,A,C,A,A,C,A,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,F,L,F,C,B,B,A,A,A,A,A,A,B,C,E,A,A,A,A,A,A,E,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,A,D,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,J,D,C,A,B,B,B,A,B,A,A,B,D,D,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,K,C,B,B,B,B,B,A,B,A,A,B,C,D,B,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,B,D,A,B,A,A,B,B,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,G,C,C,A,B,C,A,A,A,A,A,B,C,C,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,?,?,B,?,?,?,B,?,A,A,B,B,A,A,A,A,A,B,B,B,'ABAIXO DA MÉDIA'
B,E,L,C,A,B,D,C,B,A,A,A,A,B,D,F,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,A,C,B,A,C,A,E,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,A,D,C,A,B,B,B,A,B,E,A,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,C,C,C,A,A,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,F,L,C,B,B,B,B,B,A,A,A,A,B,C,B,A,A,F,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
