ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847818,1,1,14,7,2,CAACBDDDABABA,BDAADCCADDBDA,ADDABBBDADDBB,DCCABCAABCABA,1,1,270915231,1.156.250.000.000.000,-0.188993000000000,0.534907,239.401.122.000.000.000,29.897.197.000.000.000,1,A,C,J,D,B,A,A,B,B,A,A,A,A,B,D,C,A,A,E,A,A,A,C,A,A,A,A,A,A,A,A,C,B,C,B,?,?,A,B,B,B,B,D,E,B,B,B,A,A,A,B,B,A,B,A,C,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847819,1,1,20,6,2,CCBBACBBBBADA,CADAADCADACBA,DAADACAAABBDC,DDBCACBACA*BB,1,1,270915231,1.156.250.000.000.000,-0.897870000000000,0.652927,199.780.337.000.000.000,36.493.610.000.000.000,1,B,B,I,C,D,C,B,C,C,A,A,B,B,C,E,F,A,B,G,A,A,A,C,A,A,B,A,A,B,A,B,C,C,C,C,B,A,B,C,B,C,A,D,A,A,A,C,A,A,B,D,D,B,D,D,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847820,1,1,15,1,4,BBDACDDCCCCDD,BDCCDADDBCDAA,DAAADDDDBCADC,CCBCDCACBBADB,1,1,270915231,1.156.250.000.000.000,0.485148000000000,0.438838,277.080.432.000.000.000,24.527.677.000.000.000,1,B,A,H,C,B,B,B,B,B,B,B,B,B,B,D,F,A,A,B,A,B,A,C,A,B,A,A,A,A,A,A,C,B,B,B,B,B,A,B,B,A,A,D,E,B,A,A,A,A,A,B,A,A,B,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847821,1,0,8,1,3,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847822,1,0,9,2,4,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847823,1,0,12,5,7,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847824,1,1,3,3,4,CDCCCCADCBDCA,BBDBABDCBBCDB,CBBDDABCCCDAB,BBDBCAACAABBB,1,1,270915231,1.280.000.000.000.000,0.150053000000000,0.379061,258.351.192.000.000.000,21.186.602.000.000.000,1,B,C,K,D,C,B,B,B,A,B,B,A,A,B,E,E,A,A,A,B,B,B,G,B,B,B,?,A,A,A,A,B,B,B,C,C,C,B,B,C,C,B,B,C,B,C,A,B,A,A,B,B,A,B,B,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847825,1,1,18,4,7,BADDADCDBBDDC,DCDCABDDABAAA,CBCCDBACCBBDB,CCBDBBCDDCDDB,1,1,270915231,1.280.000.000.000.000,1.195.966.000.000.000,0.359993,316.809.705.000.000.000,20.120.847.000.000.000,1,B,D,L,D,B,B,B,B,A,A,A,A,A,B,D,E,A,A,D,A,A,A,A,B,B,A,A,A,A,A,B,C,B,C,C,C,C,C,B,C,C,C,B,B,B,B,A,B,A,A,B,C,B,C,C,B,D,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847826,1,1,10,3,5,CAAAADDDCBCDD,CAAAABCCCCDCA,ACCDCAACCBABA,CBBDACACDDADC,1,1,270915231,1.280.000.000.000.000,-0.272389000000000,0.541733,234.739.926.000.000.000,30.278.718.000.000.000,1,A,?,D,D,B,B,B,B,B,A,B,A,A,B,E,F,A,A,D,A,A,B,C,B,B,C,A,A,A,A,A,A,A,A,A,A,B,B,C,C,C,B,A,E,B,B,A,B,A,B,B,A,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847827,1,1,21,7,3,DCDCABDDABABA,DCBDBCDDABACD,CCDADBCAADDCC,CDADACDCDCDBC,1,1,270915231,1.280.000.000.000.000,1.592.391.000.000.000,0.334398,338.966.821.000.000.000,18.690.283.000.000.000,1,A,B,K,C,C,B,B,B,A,A,A,A,B,B,C,B,A,B,A,B,B,B,C,A,A,C,A,A,A,A,B,C,C,B,C,C,C,C,C,C,C,B,D,E,B,A,B,A,A,B,B,A,A,A,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847828,1,1,20,6,2,BBABACBBBCDDA,BAAAACCADAAAA,AADDCDBACBDDA,DDBCBDCBBCDDA,1,1,270915231,1.280.000.000.000.000,-0.811102000000000,0.630011,204.630.002.000.000.000,35.212.781.000.000.000,1,A,?,K,D,B,B,B,B,A,A,B,A,A,B,D,F,A,A,B,A,A,A,C,A,A,A,A,A,A,A,A,B,B,B,?,A,B,B,B,B,B,C,C,A,B,B,A,B,A,A,A,A,A,A,A,A,B,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847829,1,1,8,1,3,BCCACBACBDCBD,DBCDACAAABCBA,CDBBBBCCDABDC,BACCBCADBDCCA,1,1,270915231,1.280.000.000.000.000,-1.168.833.000.000.000,0.573591,184.635.584.000.000.000,32.059.336.000.000.000,1,A,B,D,E,B,A,B,B,B,B,A,A,A,B,C,C,B,A,B,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,C,A,A,B,C,A,B,C,B,B,B,A,B,A,A,B,A,B,B,B,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847830,1,1,4,4,5,BABDAACDCCDAC,CABACDCACCDDB,CBBCDAACCCCDA,BCBDBDCCCDDAA,1,1,270915231,1.280.000.000.000.000,0.518054000000000,0.394257,278.919.625.000.000.000,22.035.942.000.000.000,1,A,B,A,C,B,A,B,B,A,A,A,A,A,B,D,F,A,A,C,A,A,A,A,B,B,A,A,A,A,A,A,A,B,B,B,A,B,A,B,C,C,B,B,A,B,B,A,B,A,A,B,A,A,B,A,C,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847831,1,1,5,5,6,CBBADDBDACDBD,DDBBACBBBCACC,CDADADDDCDADD,DAACADCADAACC,1,1,270915231,1.280.000.000.000.000,0.383443000000000,0.398407,271.395.903.000.000.000,22.267.895.000.000.000,1,A,B,J,E,B,B,A,B,A,A,A,A,A,B,C,C,A,A,B,B,B,A,C,A,A,?,A,A,A,A,A,C,B,C,C,C,B,B,C,C,C,C,E,E,B,C,A,A,B,A,D,D,A,A,A,C,D,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847832,1,0,7,7,1,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847833,1,1,2,2,3,CCCCBACADACBC,CDAACBDDCBDCB,ACCAAAAABADAB,CABDCCBBDBAAA,1,1,270915231,1.280.000.000.000.000,-0.148096000000000,0.503822,241.686.951.000.000.000,28.159.784.000.000.000,1,A,C,H,E,B,B,B,B,A,A,A,A,A,B,C,E,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,B,C,A,C,B,B,E,E,B,A,A,B,A,A,A,A,A,A,A,A,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847834,1,0,21,7,3,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847835,1,1,15,1,4,ACBDCDDCBADBD,BDCCAACDBBDAA,CACDBBDCBDAAC,ACDDBDBBABDAB,1,1,270915231,1.280.000.000.000.000,-1.050.033.000.000.000,0.506082,191.275.592.000.000.000,28.286.101.000.000.000,1,B,B,B,C,B,B,B,C,B,A,B,B,B,D,D,C,A,A,E,A,A,A,D,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B,A,A,A,A,B,A,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847836,1,1,19,5,1,CABADACAD.CDA,BABCCDCADCCDB,CCAADCCCDDBDD,DCCCDBDDDADAC,1,1,270915231,1.280.000.000.000.000,-0.512478000000000,0.543878,221.320.793.000.000.000,30.398.608.000.000.000,1,B,B,I,E,B,B,B,B,B,A,B,A,A,B,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847837,1,1,14,7,2,CDBDACCDACABA,BDCCACCDDADDC,CCAABBADBDCBC,ACCBDBAAACBDC,1,1,270915231,1.280.000.000.000.000,0.520951000000000,0.406802,279.081.545.000.000.000,22.737.111.000.000.000,1,A,B,K,D,A,B,A,B,A,A,A,A,B,B,D,F,A,A,C,A,B,A,E,A,A,B,A,A,A,A,A,?,?,?,?,?,?,B,B,B,C,A,B,D,A,A,A,A,A,A,B,A,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847838,1,0,1,1,2,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847839,1,0,6,6,7,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847840,1,1,9,2,4,DDAADCCADADAA,BDBABACDCACAB,DDADBABABDCCD,CACDCDBBDCDBD,1,1,270915231,1.280.000.000.000.000,-1.385.604.000.000.000,0.617744,172.519.748.000.000.000,34.527.150.000.000.000,1,B,B,C,D,D,B,A,B,A,A,B,C,B,C,D,E,C,B,F,A,A,B,E,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,D,D,B,B,C,B,B,A,B,B,A,B,B,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847841,1,1,1,1,2,BCCBCDBCDDCBC,ADACDCCADADAA,AADDCBDCBBDBC,DAAABBAABABCA,1,1,270915231,1.280.000.000.000.000,-0.284177000000000,0.505244,234.081.067.000.000.000,28.239.263.000.000.000,1,B,C,F,E,B,B,B,B,A,A,B,A,A,C,D,C,A,B,E,A,A,B,G,B,B,B,A,A,A,A,B,?,?,?,?,B,?,?,C,C,B,A,B,C,B,B,A,B,A,A,C,B,A,C,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847842,1,1,13,6,1,DBDBBCBBBBBDA,BCAACDDCCACDD,AABCAABACBBDA,DDBADDCCBCCDC,1,1,270915231,1.280.000.000.000.000,-0.013401000000000,0.490859,249.215.368.000.000.000,27.435.252.000.000.000,1,A,A,J,D,C,B,C,B,B,A,B,B,B,C,C,E,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,A,A,A,A,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847843,1,1,11,4,6,BBDDAACDBBADB,ADBBBCBBDCADA,ABCCDDACCACDA,DBDCBCAACCBCC,1,1,270915231,1.280.000.000.000.000,1.925.928.000.000.000,0.301581,357.608.980.000.000.000,16.856.064.000.000.000,1,A,A,E,D,C,A,B,B,B,A,B,A,A,B,D,F,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,C,A,B,C,B,C,C,C,C,C,C,A,A,B,C,A,B,A,A,A,B,A,A,A,C,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847844,1,1,8,1,3,CCAACDDCCCBAC,DDADACDADCDDD,ABADCBCCBCCDC,CACDDDACDBCAB,1,1,270915231,1.280.000.000.000.000,0.160449000000000,0.447846,258.932.249.000.000.000,25.031.155.000.000.000,1,B,C,B,C,C,B,B,B,B,A,B,A,B,B,D,B,A,C,F,A,A,B,G,B,B,B,B,A,A,A,A,C,B,C,C,A,A,A,B,C,C,A,B,B,B,B,A,B,A,A,A,A,B,B,A,A,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847845,1,1,16,2,5,CDACDDCCDBDDA,CACACABDCCDBA,CCDCBDACBBCAD,CACCCADDCADCB,1,1,270915231,1.280.000.000.000.000,0.247919000000000,0.744519,263.821.151.000.000.000,41.612.900.000.000.000,1,B,A,D,D,B,B,A,B,B,A,A,A,A,B,D,F,A,A,A,B,B,A,D,A,A,A,A,A,A,A,B,B,A,B,B,A,B,A,B,B,A,A,C,C,B,B,A,B,A,A,A,A,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847846,1,0,4,4,5,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847847,1,0,9,2,4,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847848,1,1,17,3,6,DBBDBCDDDBACA,CDABDCBBACBCA,CDABAAACADCBA,DAABABBACBADD,1,1,270915231,1.280.000.000.000.000,-0.666849000000000,0.529092,212.692.638.000.000.000,29.572.184.000.000.000,1,B,?,J,F,A,A,A,B,A,A,A,A,A,B,B,F,A,A,G,A,A,A,G,B,B,A,A,A,A,A,A,C,B,B,C,B,C,A,B,C,C,B,C,A,B,B,A,B,A,A,D,D,B,B,A,C,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847849,1,1,7,7,1,CADCABCDBBABA,BCCACDDCCACBC,CDDDABADADABC,BCABCBCDBCCDC,1,1,270915231,1.280.000.000.000.000,0.532708000000000,0.378279,279.738.671.000.000.000,21.142.894.000.000.000,1,B,A,F,C,B,B,B,B,B,A,B,A,A,B,C,D,A,A,A,B,?,A,A,B,?,B,A,A,A,A,A,B,B,C,B,B,C,B,B,C,C,B,B,B,B,C,A,A,A,A,A,B,A,B,B,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847850,1,1,6,6,7,DDAADCBBBAADA,BCADABDDBBABA,CACCACAACACDD,CDADBBADDDC*.,1,1,270915231,1.280.000.000.000.000,0.207155000000000,0.440246,261.542.756.000.000.000,24.606.374.000.000.000,1,A,A,K,E,B,B,B,B,A,A,A,A,A,B,C,B,A,A,B,?,?,B,A,B,B,B,A,A,A,A,B,C,A,?,C,C,A,A,B,C,B,C,E,A,B,A,A,B,A,A,A,A,A,B,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847851,1,1,3,3,4,DACDBCDDDBADA,BACDAACDBBDDB,CCADBCBCAADAB,BABCBBACDCDCC,1,1,270915231,1.280.000.000.000.000,0.392227000000000,0.402087,271.886.861.000.000.000,22.473.578.000.000.000,1,B,B,B,D,B,C,B,B,A,A,B,C,A,C,D,F,A,A,?,A,A,A,?,A,A,B,A,A,A,A,A,C,A,B,B,B,C,B,B,C,C,B,A,C,B,?,A,A,A,A,A,A,A,B,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847852,1,1,20,6,2,BCCBBCBABCBDA,BBCCDDCBDADDA,ABDCBDAACCBDB,CABABCAAACCAD,1,1,270915231,1.280.000.000.000.000,1.327.208.000.000.000,0.321658,324.145.126.000.000.000,17.978.214.000.000.000,1,A,B,G,C,C,A,B,B,A,A,B,B,C,C,D,E,A,A,F,A,A,B,C,A,B,A,A,A,A,A,A,?,?,?,?,?,?,?,C,B,B,C,D,B,B,B,B,A,A,A,B,?,A,B,A,B,D,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847853,1,1,5,5,6,BBAACDCADCDCC,BDBAACBBBCBDC,CCCDCAACDBCDD,ADDCCABADCBCA,1,1,270915231,1.280.000.000.000.000,-0.105833000000000,0.517314,244.049.128.000.000.000,28.913.884.000.000.000,1,A,C,H,E,C,A,C,C,B,A,B,B,D,C,D,E,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847854,1,1,2,2,3,BDCADCCADAAAD,DABAACDACCDBA,ABCBBC.ABDCBA,CBCDCABADDACA,1,1,270915231,1.280.000.000.000.000,-0.270123000000000,0.560957,234.866.578.000.000.000,31.353.193.000.000.000,1,B,B,B,C,B,C,C,B,B,A,B,A,A,B,C,D,A,A,C,A,A,C,A,B,B,A,A,A,A,A,B,C,B,B,C,B,C,C,B,B,C,B,B,B,B,B,A,A,A,A,B,B,A,B,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847855,1,0,10,3,5,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847856,1,0,11,4,6,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847857,1,1,7,7,1,DBDCABDDABDBA,BCBACDDCCAADC,DCCBDCCAACADD,BBCBCBDDBACAC,1,1,270915231,1.125.000.000.000.000,0.403461000000000,0.465159,272.514.756.000.000.000,25.998.819.000.000.000,1,B,B,E,C,B,A,A,B,B,A,A,A,A,B,D,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,B,C,B,B,C,C,A,A,B,C,C,B,A,C,B,A,C,A,A,A,B,A,A,B,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847858,1,1,17,3,6,CADABDBDABDBA,DDBBDCBBBBCAD,CCBABAADDBDCC,BAABACACCBABA,1,1,270915231,1.125.000.000.000.000,-0.161132000000000,0.683974,240.958.338.000.000.000,38.228.899.000.000.000,1,B,B,C,C,B,B,B,B,B,B,A,A,A,B,E,E,A,A,B,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,A,B,B,C,B,C,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847859,1,1,13,6,1,BBBBBCCBBBADA,BCCCADDCBCBDB,CDCCDBAADBDDB,DDCACBCDBCACC,1,1,270915231,1.125.000.000.000.000,0.730759000000000,0.394418,290.808.203.000.000.000,22.044.940.000.000.000,1,A,B,C,C,B,B,B,B,B,A,B,A,A,B,D,C,A,A,D,A,A,B,F,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847860,1,1,10,3,5,CBACBBDCDBAAB,CADBBBAABCCCA,CBCCDADCA*ACC,ACCDAACDADBAB,1,1,270915231,1.125.000.000.000.000,-0.017311000000000,0.44964,248.996.829.000.000.000,25.131.426.000.000.000,1,A,C,E,D,B,A,B,B,A,A,A,A,A,B,E,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,B,?,?,?,?,B,B,B,A,B,E,B,B,A,B,A,A,A,B,B,A,B,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847861,1,1,11,4,6,BAADBACDBBACB,DDAACCBBBDACA,AABCCBCADCABC,BAACBBAAABABC,1,1,270915231,1.125.000.000.000.000,-0.640000000000000,0.603932,214.193.291.000.000.000,33.755.165.000.000.000,1,B,B,E,C,C,C,B,C,A,A,B,B,B,B,C,D,A,A,B,A,A,A,C,A,A,A,A,A,A,A,A,C,B,B,B,C,B,B,B,B,C,B,B,C,A,B,A,B,A,A,B,A,B,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847862,1,1,3,3,4,DBBDBCDDABBAD,BBCCACDDBBBAB,CCBDAAACBCCCC,ABCCDDBCCBBDA,1,1,270915231,1.125.000.000.000.000,0.621831000000000,0.40806,284.719.963.000.000.000,22.807.423.000.000.000,1,A,C,A,D,?,B,B,B,?,A,A,A,A,B,C,E,A,A,?,A,A,B,?,B,?,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,C,B,A,C,A,?,A,B,A,B,B,A,A,B,A,A,D,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847863,1,1,8,1,3,B*AACDDCCACDC,DCCCBCDDDBBCD,BCCDDBCDBDDCC,CCBDBCBCBCCCA,1,1,270915231,1.125.000.000.000.000,0.652948000000000,0.405336,286.459.165.000.000.000,22.655.173.000.000.000,1,B,B,D,C,B,B,B,B,A,A,A,A,A,B,D,F,A,A,A,B,A,A,C,A,A,A,A,A,A,A,B,B,B,B,B,C,A,B,C,C,C,C,D,B,B,B,A,B,A,A,B,A,?,C,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847864,1,0,2,2,3,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847865,1,1,6,6,7,ADBBBBBBBBAAA,DBACABDDDBBAA,ABCDABAACBDBA,DCDADBBADCDBB,1,1,270915231,1.125.000.000.000.000,0.387164000000000,0.454955,271.603.878.000.000.000,25.428.494.000.000.000,1,A,B,G,C,D,B,C,C,A,A,B,B,C,B,D,C,A,B,F,A,A,A,G,A,A,A,A,A,A,A,B,C,B,B,A,A,C,A,B,C,C,?,C,A,A,C,A,A,A,B,B,A,B,C,A,B,C,4.8,'ABAIXO DA MEDIA'
