ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868581,1,1,2,2,3,BABACBDAACD,DAADBBADADB,BDADDADBAAD,BCBCBCACCBB,1,1,270430231,0.996646625,0.996646625,-1.265.809,0.328044,180.247.316,18.073.047,1,B,A,F,D,C,C,B,B,B,A,B,B,A,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,C,B,C,B,C,C,B,E,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868582,1,1,18,4,7,ACCDCBAABCB,CBBBCBAABDA,BADDABDCACC,DACBABDBABC,1,1,270430231,0.996646625,0.996646625,-1.539.268,0.440119,16.518.154,24.247.636,1,B,A,H,D,C,B,B,B,A,A,B,A,A,B,C,D,A,A,B,A,A,A,G,B,B,A,A,A,B,A,B,C,B,B,B,A,C,B,C,B,B,B,B,B,A,A,A,B,B,B,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868583,1,1,14,7,2,CBDCBDAACDB,CABDCBADCAA,CAABCCDBCBB,AAABCACDACB,1,1,270430231,0.996646625,0.996646625,-0.274614,0.321866,234.855.581,1.773.268,1,B,B,K,F,B,B,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,B,D,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868584,1,1,10,3,5,ACADABACBDC,BCCDDDCAABA,ACBCDBDACCD,AAACADBCBCA,1,1,270430231,0.996646625,0.996646625,0.127993,0.392956,257.036.555,21.649.267,1,B,B,G,D,B,B,C,B,B,A,A,A,A,B,C,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868585,1,1,7,7,1,ACCDDDBBCDC,DBABCDADDDB,DBABABDBCCC,DBDBBCACBCD,1,1,270430231,0.996646625,0.996646625,-100.869,0.356203,194.412.866,19.624.421,1,B,A,H,D,C,A,B,B,B,A,A,A,B,D,E,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,D,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868586,1,1,15,1,4,DBBACDDBDDC,BDDDDCACACB,ABCABBABBBD,CAABCCBDCCB,1,1,270430231,0.996646625,0.996646625,0.161947,0.411825,258.907.195,22.688.824,1,A,A,B,D,D,C,D,B,B,A,A,A,A,B,C,E,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,B,C,B,C,C,B,C,C,B,B,C,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868587,1,1,9,2,4,BDADCBADDCA,BDDBDBACBCD,CACBAADABAD,CAACCCCDACB,1,1,270430231,0.996646625,0.996646625,-0.080649,0.344817,245.541.765,18.997.128,1,B,B,C,E,C,B,B,C,A,A,A,A,A,B,C,F,A,A,C,A,A,C,G,A,A,A,A,A,A,A,B,C,A,B,B,B,B,C,C,B,B,B,C,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868588,1,1,8,1,3,DDCACDABCCB,BDCDBACDCDA,CBDAACBABBD,CDBCCCCBCBD,1,1,270430231,0.996646625,0.996646625,-1.354.661,0.368981,17.535.216,20.328.404,1,A,B,B,C,D,C,C,B,A,B,B,C,C,D,D,F,A,A,F,A,A,B,E,?,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,B,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868589,1,1,21,7,3,ABDBADAABBB,DCAAAAAACBB,DDAAABDBCBC,CBBCBBDCCBB,1,1,270430231,0.996646625,0.996646625,-1.488.063,0.376197,168.002.595,20.725.958,1,B,A,D,C,C,A,B,B,B,A,B,E,B,D,C,E,A,A,F,A,A,C,G,A,A,A,A,A,A,A,A,C,B,B,A,B,B,B,B,A,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868590,1,1,1,1,2,DBBACDCBDCB,BCCDCBBDDAA,DBCACCACABD,ADADAACCCAD,1,1,270430231,0.996646625,0.996646625,0.228997,0.402934,262.601.205,22.198.989,1,B,B,E,C,B,C,C,B,B,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A,A,B,A,C,B,A,B,B,B,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868591,1,1,12,5,7,BCACDCBDDBD,CBDBCDAABDB,DBACBDDCACB,BCCBABDBCCC,1,1,270430231,0.996646625,0.996646625,-0.387947,0.335573,228.611.685,18.487.845,1,B,B,H,D,D,C,B,B,B,A,B,A,B,C,C,C,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,A,E,B,A,C,A,A,B,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868592,1,1,12,5,7,BCCCBDCDABC,CABCADBACAB,C.BC*AACCAB,BDBAABDACAC,1,1,270430231,0.996646625,0.996646625,-0.538014,0.350543,22.034.399,19.312.593,1,A,E,K,C,C,A,C,C,B,B,B,A,B,D,D,D,A,A,D,A,A,A,E,A,A,A,A,A,A,A,A,C,B,B,A,A,B,B,B,D,A,B,A,C,A,A,A,B,A,B,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868593,1,1,8,1,3,DBBACDDBDCB,BDDDADABBDC,ABBABAABBAD,CCACCBCACBD,1,1,270430231,0.996646625,0.996646625,0.016816,0.396069,25.091.144,21.820.773,1,B,B,G,D,C,C,B,B,B,A,B,B,A,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,B,B,B,B,B,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868594,1,1,9,2,4,BBBDCBDDBBA,BBDABBABBBB,ADABAACBBBA,BADBBCBBCCC,1,1,270430231,0.996646625,0.996646625,-0.781013,0.321574,206.956.357,17.716.593,1,B,B,K,C,A,B,C,B,B,A,B,B,B,C,C,E,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,B,B,A,B,B,B,B,A,A,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868595,1,1,11,4,6,BADCDBACBAB,CCCCBBDCCAA,BAABCCDDDCB,DAABDACCADB,1,1,270430231,0.996646625,0.996646625,-0.219129,0.350176,237.912.437,19.292.373,1,B,B,I,D,E,B,C,B,B,A,C,A,C,C,D,E,A,A,E,A,A,C,F,A,A,A,A,A,A,A,A,B,A,A,B,B,C,B,C,B,C,B,B,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868596,1,1,6,6,7,DCCCBBBBBAB,CDAABDAADBB,DACCCADBBDB,DCBAADDBBAC,1,1,270430231,0.996646625,0.996646625,-0.544476,0.311465,219.987.976,17.159.654,1,B,B,F,D,B,B,B,B,B,A,B,B,A,B,C,E,A,C,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868597,1,1,10,3,5,DACAABACBBB,BACCADBDABA,CCCBBDADDD.,BBCCBDDCACB,1,1,270430231,0.996646625,0.996646625,-0.515039,0.365081,22.160.976,2.011.354,1,A,B,F,E,C,B,B,B,B,A,A,A,A,B,C,F,A,A,G,A,A,B,G,B,B,A,A,A,A,A,A,C,B,B,B,B,C,C,B,A,A,B,C,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868598,1,1,14,7,2,CBCDDDAACDB,CDADCBDDDCA,BDACDBDBCBA,BAABABCCBBD,1,1,270430231,0.996646625,0.996646625,0.151216,0.359183,258.315.988,19.788.599,1,B,B,J,D,D,B,C,B,B,A,B,A,B,B,D,D,A,A,E,A,A,C,F,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,D,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868599,1,1,17,3,6,DCCDABACBDC,CCACBBDBBAA,BDBCABDCCCC,DCADBCCBADB,1,1,270430231,0.996646625,0.996646625,0.633737,0.392359,284.899.692,21.616.377,1,A,E,A,E,D,B,B,B,A,A,B,B,B,C,D,E,A,C,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,A,A,C,C,C,C,C,A,B,C,A,A,A,C,B,C,B,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868600,1,1,19,5,1,BDCBDDBDDBB,DBBBCBCBDCD,BBACADCCBBA,ABCACDACDCD,1,1,270430231,0.996646625,0.996646625,-0.90111,0.373446,20.033.981,20.574.396,1,B,A,A,C,B,B,B,B,B,A,B,A,A,B,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,B,B,A,B,B,C,B,A,B,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868601,1,1,16,2,5,BCCDCBCDCCA,BDCBDDCDABB,ADABAACBBDD,CACCCDBCBCA,1,1,270430231,0.996646625,0.996646625,0.434262,0.412985,273.909.944,22.752.732,1,A,E,G,D,C,B,C,B,B,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,B,C,B,B,B,A,B,C,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868602,1,1,15,1,4,DBAACDDDD*.,BDDDDDACDDB,CCCBCAADADD,AAACBCBCACC,1,1,270430231,0.996646625,0.996646625,-0.14123,0.358173,242.204.154,19.732.955,1,A,B,E,C,C,B,B,B,B,A,B,B,B,B,C,C,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,C,A,B,C,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868603,1,1,6,6,7,DCDCBBDBBAA,CBDACDAABDB,DCABBCCBBDB,DCBBDBDBBBC,1,1,270430231,0.996646625,0.996646625,0.431604,0.41136,273.763.506,22.663.206,1,A,B,J,D,B,A,B,B,B,A,B,B,A,C,C,D,A,A,B,A,A,C,G,A,A,B,A,A,A,A,A,C,A,C,C,C,C,C,C,B,B,B,A,C,A,A,A,A,A,B,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868604,1,1,13,6,1,DACCBBDBBAC,DAAACDCCDCB,DDABCCDBBDA,ABCABCACACD,1,1,270430231,0.996646625,0.996646625,-0.39546,0.324408,228.197.769,17.872.728,1,B,B,L,C,C,A,B,B,B,A,B,B,B,B,D,D,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,B,A,B,C,C,B,B,B,A,B,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868605,1,1,11,4,6,BDDADBAABCB,DCABCBDABDA,DADBCCCAACC,DDBCCABCBDB,1,1,270430231,0.996646625,0.996646625,-0.912625,0.343359,19.970.541,18.916.802,1,B,B,C,D,C,B,C,B,B,A,B,A,B,C,D,F,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,B,C,A,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27224775,3,1,605044,2,5,17868606,1,1,16,2,5,BBDDABABCAA,BCAAADDACBA,AAAAAADADBD,CBACCDCDADB,1,1,270430231,0.996646625,0.996646625,-1.083.761,0.327785,190.276.952,18.058.778,1,A,F,B,C,C,C,C,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,A,B,B,A,A,A,A,A,A,C,A,C,B,A,B,C,C,B,E,B,B,A,A,A,A,B,A,B,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868848,1,1,16,2,5,CDDDBABDADD,BACCDADAADB,AABDBACBDCD,ADCBAACCACB,1,1,270430231,102.986.818,102.986.818,-1.667.179,0.416432,158.134.493,22.942.639,1,A,B,H,F,B,A,A,B,A,A,A,A,A,B,B,F,A,A,G,A,B,A,G,B,B,B,B,A,A,A,A,B,A,A,B,C,C,C,C,A,B,B,?,A,B,B,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868850,1,1,3,3,4,CCBCABBDBDC,CDADCBACCDD,CBACBBCACDD,CADACBDDDCC,1,1,270430231,102.986.818,102.986.818,-1.091.748,0.36002,189.836.921,19.834.712,1,B,B,K,D,B,A,B,B,A,A,B,A,A,D,D,F,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,C,B,B,B,B,C,C,B,B,B,B,C,A,B,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868851,1,1,21,7,3,CDDDADDAADA,DDD*ACBDDDB,ABDBDBDCCBC,CCBCCBDCDDB,1,1,270430231,102.986.818,102.986.818,-1.281.366,0.333179,179.390.228,18.355.952,1,B,B,D,E,B,E,B,B,B,B,A,A,A,B,B,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,C,A,A,B,C,A,C,C,A,D,B,C,A,B,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868852,1,1,4,4,5,BDDADCACBAA,BCCCDDADABA,BAABCDDDACB,CBACCDDDBDA,1,1,270430231,102.986.818,102.986.818,0.523696,0.437482,278.837.164,24.102.355,1,A,B,C,C,B,B,B,B,A,A,B,B,B,B,B,E,A,A,D,A,A,A,E,A,A,A,A,A,A,A,A,C,B,B,C,A,B,C,C,A,A,B,B,C,A,A,B,A,B,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868853,1,1,19,5,1,DCDBDDDABBA,DCACBAABACB,CDDBACCDACA,CDBBDBCABDD,1,1,270430231,102.986.818,102.986.818,-1.684.397,0.385516,157.185.895,21.239.373,1,B,A,C,C,B,B,A,C,B,A,B,A,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,C,B,C,B,C,A,A,B,C,B,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868854,1,1,15,1,4,DBBACDDDDCB,BDDDDBACDAA,BBCBCBABDDD,AADABDDCBBB,1,1,270430231,102.986.818,102.986.818,0.099818,0.400031,255.484.299,22.039.053,1,B,A,A,C,B,B,B,B,A,A,A,A,C,B,C,E,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,C,B,?,A,B,C,C,C,A,B,B,B,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868855,1,1,1,1,2,DBAACDDBDDB,BCCDCBDDCCA,DBDBCCCCCBD,CBABAADBBCD,1,1,270430231,102.986.818,102.986.818,0.646025,0.442235,28.557.668,24.364.213,1,A,B,G,D,C,B,B,B,B,A,A,A,A,B,C,E,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,B,B,B,B,A,C,B,C,C,A,A,A,C,A,A,A,A,B,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868856,1,1,11,4,6,BADDDBABCDB,DCACBBDBABC,BBDBCDBDACB,DDCBBCCCBDB,1,1,270430231,102.986.818,102.986.818,-0.58693,0.335793,217.649.043,18.499.966,1,A,B,H,D,B,A,B,B,A,A,A,A,A,B,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,C,B,C,A,C,C,C,C,C,E,B,B,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868857,1,1,14,7,2,BBABDDABCCB,BBBAAAAACBB,DACCCBDBBBC,AABAAACBCCB,1,1,270430231,102.986.818,102.986.818,-1.791.863,0.399326,151.265.232,22.000.212,1,B,A,G,D,A,A,B,C,A,A,C,A,C,C,D,D,A,A,D,A,B,A,G,A,B,B,B,B,B,A,B,B,A,A,B,C,C,B,C,A,A,B,C,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868858,1,1,2,2,3,DBCBCBAABDA,CCCAADADBDA,ADABAACDBAA,DABCBBADBBC,1,1,270430231,102.986.818,102.986.818,-0.953391,0.312647,197.459.474,17.224.775,1,B,B,F,D,B,B,B,B,B,A,B,A,A,C,D,F,A,A,C,B,B,B,E,A,A,A,A,A,A,A,A,C,A,B,A,C,B,C,B,B,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868859,1,1,18,4,7,BCDDBBACCBD,CCDBADBBDAB,AADCCBCDDCC,DBDBBBDBCCC,1,1,270430231,102.986.818,102.986.818,-1.142.807,0.335408,187.023.909,18.478.755,1,B,B,K,C,C,B,A,B,A,A,B,A,B,B,C,D,A,A,D,A,A,B,G,A,A,B,A,A,A,A,B,B,A,A,B,A,B,A,C,C,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868860,1,1,9,2,4,BBADCBBCDAA,AADDDBACABB,ADABAAAABBB,AABBCDDDBCB,1,1,270430231,102.986.818,102.986.818,-0.751771,0.338584,208.567.398,18.653.731,1,A,B,H,F,C,B,C,C,C,A,A,A,B,C,D,F,A,?,G,A,A,B,E,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,C,D,B,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868861,1,1,17,3,6,CCDDABACBDC,CCCCBBDBBAA,CCCBCBDCCCD,CABBCCCCADB,1,1,270430231,102.986.818,102.986.818,0.399718,0.372661,272.006.799,20.531.148,1,A,B,J,D,B,B,B,B,B,A,A,A,B,B,C,D,A,A,G,A,A,A,D,A,A,B,A,A,A,A,B,C,B,A,A,A,C,C,B,A,A,B,C,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868862,1,1,8,1,3,DBBCCDCCDDB,DDADABBCBDB,ABBAACACCBD,BAACBDDBBBC,1,1,270430231,102.986.818,102.986.818,-0.663801,0.348121,213.413.961,19.179.157,1,B,B,C,D,C,A,B,B,C,C,A,A,A,B,C,B,A,A,A,A,A,A,A,B,B,C,A,A,A,A,B,C,B,B,C,C,C,B,C,D,C,B,B,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868863,1,1,7,7,1,BBACDDACBAA,DBAACDAADCB,BAABABDBCDC,DBBACCCABAD,1,1,270430231,102.986.818,102.986.818,-0.902565,0.354938,200.259.649,19.554.728,1,B,B,K,D,B,A,C,C,A,A,A,A,A,B,C,F,B,A,C,A,A,A,B,A,A,B,A,A,A,A,A,?,A,?,?,?,A,?,?,A,B,B,D,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868864,1,1,6,6,7,BBDBAADAACB,CACABAAAABD,DDBBCAABCDA,ACCDDBDDDDC,1,1,270430231,102.986.818,102.986.818,-186.044,0.421458,147.487.094,23.219.538,1,A,B,F,E,D,C,C,C,C,A,C,B,D,C,E,F,A,A,F,A,A,A,E,A,A,B,A,A,A,A,A,B,A,B,A,A,B,A,C,D,E,B,C,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868865,1,1,10,3,5,ACCDABACBDC,ADCCDDCDABA,CCABCCDACCB,CACCBDDCBDA,1,1,270430231,102.986.818,102.986.818,0.884809,0.497586,298.732.093,27.413.686,1,A,B,A,C,B,D,D,C,B,B,C,A,A,B,D,E,A,A,B,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,A,A,C,B,C,C,A,B,A,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868866,1,1,13,6,1,AABBCBBDBCB,DABCBDACCBA,DDADDACDDCD,CCDCACDBDBD,1,1,270430231,102.986.818,102.986.818,-2.155.031,0.444177,131.257.085,24.471.205,1,B,B,G,D,B,A,B,B,B,A,A,A,A,B,D,D,A,A,B,A,A,B,G,A,A,A,A,A,A,A,B,C,B,C,B,A,C,B,A,E,B,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868867,1,1,1,1,2,DBBACACCDDB,DBACABBCBAA,CCCDABABABD,AABAAAADDCB,1,1,270430231,102.986.818,102.986.818,-1.272.902,0.320424,179.856.538,17.653.236,1,B,C,D,C,A,A,C,B,B,A,B,B,B,B,D,D,A,A,E,A,A,A,A,B,A,B,A,A,A,A,A,B,A,C,A,B,C,C,B,A,B,B,A,C,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868868,1,1,20,6,2,CCDCDBBBABD,BCADDBABBAA,DACBCADCCDB,BDABAACCBBD,1,1,270430231,102.986.818,102.986.818,-0.917524,0.356804,199.435.507,19.657.532,1,A,A,D,D,C,B,A,B,?,A,B,B,B,B,D,D,A,A,C,A,A,A,D,A,A,A,B,A,A,A,A,?,?,?,A,?,?,B,?,A,E,B,A,B,A,B,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868869,1,1,12,5,7,BCCDBDDDDBB,CBDBDDAADAA,CBACCDDCBDA,BCCBCDDBCCD,1,1,270430231,102.986.818,102.986.818,-0.655469,0.33431,213.872.999,18.418.262,1,A,F,H,D,C,A,B,B,B,A,A,A,A,B,C,D,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,B,B,A,B,A,C,C,C,D,A,B,B,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868870,1,1,21,7,3,CBDDDDAACDB,BCCDABACBDC,DCABBBABBCC,CCCBABDCCCD,1,1,270430231,102.986.818,102.986.818,0.997401,0.479507,304.935.165,26.417.653,1,B,B,D,C,D,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,C,B,B,B,D,A,B,A,C,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605053,1,5,17868871,1,1,2,2,3,DBAAAAAAAAA,ABABBCBAABA,AAAAAAABABD,BABCCACACDB,1,1,270430231,102.986.818,102.986.818,-2.347.136,0.483688,120.673.375,26.647.998,1,B,F,K,D,C,A,C,C,A,A,B,A,B,B,C,B,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,A,C,A,A,C,C,C,D,D,B,B,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605054,2,5,17868873,1,1,19,5,1,BCDABDBDBBD,DBBACDCDDCB,AACCCDADBDA,DBBDCCDADCD,1,1,270430231,1.176.992.205,1.176.992.205,-0.618045,0.333538,215.934.813,1.837.573,1,B,C,G,E,B,B,B,B,A,A,A,A,A,B,C,E,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,C,A,B,A,C,C,C,C,A,A,B,C,A,B,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605054,2,5,17868874,1,1,17,3,6,ABCDABABABC,ACDCBBDBDAB,DCDCABDACCD,DAABCBCC*DB,1,1,270430231,1.176.992.205,1.176.992.205,-0.321733,0.34511,232.259.637,1.901.327,1,B,B,B,D,B,A,B,B,B,A,B,A,A,B,C,C,A,A,D,A,A,B,G,?,?,A,A,A,A,A,A,B,A,A,B,C,C,A,C,D,A,B,A,A,B,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27225011,3,1,605054,2,5,17868875,1,1,10,3,5,CCACABBDABB,BBDADDADAAB,CCCDDCBCCCD,DBADCCDBADC,1,1,270430231,1.176.992.205,1.176.992.205,-156.469,0.375974,163.780.956,20.713.672,1,B,C,L,D,B,B,B,B,A,A,A,A,A,B,B,C,A,A,D,A,A,A,B,B,A,B,A,A,A,A,A,?,B,B,?,?,C,C,C,E,E,B,A,A,B,A,A,A,A,A,D,'ACIMA DA M?DIA '
