ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873484,1,1,14,7,2,CAAADDAAB*B,DDBDDDCDDA.,DCAACBADBAB,BABBAADCACA,1,1,270430231,1.02986818,1.02986818,-1.126482,0.341998,187.923308,18.84182,-0.723676,0.397229,209.516445,22.202054,1,A,B,E,D,B,B,B,B,B,A,A,A,A,B,C,D,A,A,E,A,A,A,E,A,A,C,A,A,A,A,B,C,B,C,B,B,C,B,C,C,E,B,C,A,A,A,B,B,B,B,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873485,1,1,11,4,6,BDDDDCABAAC,DCCBCDDAACB,BADACDBBACB,DAADAAACADC,1,1,270430231,1.02986818,1.02986818,-1.233857,0.388827,182.007659,21.421787,-0.368133,0.395834,229.388571,22.124084,1,A,B,I,E,D,A,C,B,B,A,B,B,B,B,D,D,A,A,E,A,A,A,C,A,A,B,A,A,A,A,A,,B,,,,,,,D,A,B,A,C,A,B,A,B,A,B,A
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873486,1,1,10,3,5,DCDBBCCCABC,BCBADDDBBAC,DABDBBCACBA,CCCDDDDCABB,1,1,270430231,1.02986818,1.02986818,-1.831811,0.38866,149.064362,21.412586,-1.459504,0.425937,168.389305,23.80661,1,B,B,B,D,A,B,B,B,A,A,B,B,B,B,C,E,A,A,E,A,A,B,C,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,A,B,B,A,C,A,A,A,A,A,A,A
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873487,1,1,8,1,3,DBAACCCBDCB,ABBAABADB.A,BBDABCCAADC,ACABBADCCCB,1,1,270430231,1.02986818,1.02986818,-0.928056,0.367947,198.855264,20.271438,-0.100735,0.364626,244.334067,20.379796,1,A,B,E,D,C,B,B,B,B,A,B,A,B,C,C,D,A,A,D,A,A,A,A,B,B,B,A,A,A,B,A,C,A,B,A,B,B,A,C,D,E,A,C,A,A,A,A,B,A,A,C
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873488,1,1,2,2,3,BCDDCBCACCA,ACCDABADBDC,BBABAADBBBA,BCABABDBCCB,1,1,270430231,1.02986818,1.02986818,0.491785,0.428474,277.079079,23.606074,0.227684,0.313707,262.69017,17.533815,1,B,F,E,E,C,B,B,C,A,A,A,A,A,B,C,C,A,A,G,A,A,B,G,A,B,B,A,A,A,A,B,C,A,A,A,B,B,C,C,B,B,B,C,A,A,A,A,A,A,A,A
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873489,1,1,19,5,1,BCDCDA.DABD,D*DACACAD.C,BDBDCDDBBCB,CBCDBABACBD,1,1,270430231,1.02986818,1.02986818,-1.246849,0.406232,181.291886,22.380687,-1.178371,0.381344,184.102483,21.314204,1,B,B,K,D,A,B,B,B,B,A,A,A,A,B,B,D,A,A,D,A,A,B,G,A,B,B,A,A,A,A,A,C,B,B,B,C,B,C,C,D,B,B,B,A,B,A,A,C,B,C,A
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873490,1,1,21,7,3,DADDBDDCDBC,DCADDCBBBAD,BDCDBBDDBAB,DCCDBADDDDC,1,1,270430231,1.02986818,1.02986818,-2.079433,0.448872,135.422033,24.729868,-1.120101,0.428076,187.359329,23.926164,1,A,B,F,F,A,A,B,B,B,B,B,A,A,B,B,F,A,A,C,A,B,A,G,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,A,A,C,A,C,B,A,A,B,B,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873491,1,1,16,2,5,CBCDCBCCABA,BDAADDBADBA,BBABDAABBDD,DDDD*DDCAAC,1,1,270430231,1.02986818,1.02986818,-0.743391,0.318887,209.02908,17.568557,-1.326341,0.430996,175.832095,24.08937,1,B,B,E,E,C,B,B,B,A,A,B,A,A,B,D,E,A,A,G,B,B,A,G,A,A,C,B,B,B,B,A,C,B,C,B,A,B,B,B,D,B,B,A,A,B,A,A,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873492,1,1,20,6,2,DCDABBDABAB,DCBDCCDACCA,DCCBCCBBABB,BCABBDDBABD,1,1,270430231,1.02986818,1.02986818,-0.679622,0.293175,212.542329,16.151997,-0.129813,0.344958,242.70883,19.280506,1,A,B,C,D,B,B,C,B,A,A,A,A,A,C,C,C,A,A,,A,A,B,G,A,B,A,A,A,A,A,A,C,B,C,B,C,,,,B,A,B,A,C,B,A,A,B,A,B,C
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873493,1,1,5,5,6,BBDADDADABA,CCCCCBBCCBB,CBACBDDCBDA,DACCCCACADB,1,1,270430231,1.02986818,1.02986818,-0.972247,0.331912,196.420633,18.286148,0.437027,0.31477,274.390837,17.593228,1,A,A,H,E,B,A,B,B,B,,B,A,B,B,B,F,A,A,A,B,B,B,G,B,B,B,A,A,A,A,A,C,A,C,C,C,B,B,B,C,E,A,C,A,B,A,B,B,A,B,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873494,1,0,15,1,4,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873495,1,1,13,6,1,DCCDBBDDBDA,DBBBCDAADCB,DDCDBADBBDB,BCDBAAACCCB,1,1,270430231,1.02986818,1.02986818,-0.751448,0.307754,208.585193,16.955203,-1.465112,0.443486,168.075861,24.787465,1,B,B,C,C,C,B,C,B,B,A,B,A,B,B,C,E,A,A,B,A,B,A,B,A,B,B,,B,B,B,A,C,B,B,A,C,B,B,B,B,A,B,C,A,A,A,A,B,B,B,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873496,1,1,17,3,6,BBABABACBDD,DABCBADABB.,BBBBCDCDCCB,DBCCBCCCBBC,1,1,270430231,1.02986818,1.02986818,-0.880647,0.3098,201.467185,17.067924,-1.347494,0.516086,174.649805,28.845248,1,B,B,F,E,A,A,C,C,B,,B,B,C,B,D,E,A,B,C,B,B,A,C,B,B,A,B,A,A,A,A,B,A,B,A,A,C,A,B,D,D,B,D,C,C,A,A,C,,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873497,1,1,1,1,2,DBAACDBBDDB,ADCDADCCCCC,CBBBADCADBD,BDAB*BBABCD,1,1,270430231,1.02986818,1.02986818,-1.093006,0.360812,189.767614,19.878346,-0.741124,0.389135,208.541235,21.749661,1,A,B,E,D,C,B,B,B,B,A,B,A,B,C,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,A,A,A,,,A,D,E,B,B,C,A,A,C,A,A,D,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873498,1,1,3,3,4,CCDBCBACAAB,BCDDDCABDAC,ABBDACABCBB,ABDCCCDCAAC,1,1,270430231,1.02986818,1.02986818,-1.43404,0.413127,170.978904,22.760556,-1.399392,0.476355,171.749104,26.62459,1,A,B,F,E,C,B,C,B,B,A,B,A,A,C,D,F,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,,A,,,,A,,,E,E,B,C,A,A,A,A,A,A,A,A
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873499,1,1,12,5,7,BCCDCDADABB,BADCADACCAB,ABCCBBBDACB,DCCABBDACBB,1,1,270430231,1.02986818,1.02986818,-1.025012,0.344005,193.513632,18.952392,-1.471284,0.456793,167.730893,25.531224,1,B,B,I,E,B,A,B,B,A,A,B,A,A,B,B,C,A,A,B,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,B,A,B,C,C,D,A,B,C,A,A,A,A,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873500,1,1,17,3,6,ACCDABABBDC,DCACBBDBBAB,BADCDBAACDB,CAAAAABBBBA,1,1,270430231,1.02986818,1.02986818,0.267917,0.357795,264.745438,19.71213,-1.553544,0.479291,163.13319,26.78869,1,B,B,E,D,C,B,B,B,B,A,B,A,A,B,A,F,A,A,G,B,B,C,G,A,A,B,A,A,A,A,B,C,C,C,C,C,C,C,C,A,A,B,C,C,A,A,D,D,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873501,1,1,6,6,7,BABBCBDADDB,CDCDADBABBB,CDACAABCDDB,BBDBABDBDDB,1,1,270430231,1.02986818,1.02986818,-1.398639,0.347084,172.929264,19.122025,-1.118617,0.414647,187.442273,23.175586,1,B,B,I,D,B,B,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,C,D,A,A,C,A,A,A,A,B,B,B,B,C,C,C,C,C,A,A,B,B,C,A,A,D,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873502,1,1,9,2,4,BDCDCBDDDCA,BDDCDBACBAD,ADDDAADBCDA,ABDDBDCDBCC,1,1,270430231,1.02986818,1.02986818,0.39087,0.40958,271.519333,22.56514,-1.02542,0.441021,192.65127,24.64969,1,B,B,B,D,B,B,B,B,B,B,B,A,A,B,B,B,A,A,F,A,A,B,G,B,B,A,A,A,A,A,A,,A,,,B,B,B,,A,B,B,A,C,B,A,A,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873503,1,1,4,4,5,BAADAAABABC,DABCBCAABCB,BACABCDDBAB,DDDDADDADDD,1,1,270430231,1.02986818,1.02986818,-2.112624,0.50639,133.59343,27.898728,-1.423671,0.48961,170.392095,27.365443,1,A,A,E,E,A,D,B,B,B,B,A,D,D,B,E,D,A,A,F,A,A,B,G,A,A,A,A,A,A,A,B,,A,,,,,A,,D,E,B,B,C,C,A,A,C,B,C,C
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873504,1,1,18,4,7,BDDDDBACBAC,CBCDDCACCDB,BADBCDBDCCB,BCCBBBDBBAC,1,1,270430231,1.02986818,1.02986818,-0.093558,0.40678,244.830565,22.410878,0.114327,0.295517,256.354383,16.517133,1,A,B,F,E,D,B,B,B,B,B,B,A,D,C,D,E,A,A,C,A,A,A,B,A,A,B,A,A,A,,A,C,B,,C,C,C,A,C,C,E,B,B,C,B,A,B,B,B,B,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873505,1,1,7,7,1,DADBCAAACCC,ABAAAABDDDA,DDCACCADBBC,ACDABCABACC,1,1,270430231,1.02986818,1.02986818,-1.820676,0.40838,149.677827,22.499028,-1.387741,0.512013,172.400306,28.617598,1,A,B,H,E,B,A,B,C,C,A,B,B,B,C,B,D,A,A,C,A,B,B,B,A,A,A,A,A,A,A,A,B,,A,,,,C,,A,A,A,A,A,B,A,B,A,A,B,C
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873506,1,1,16,2,5,BDBBABDACDB,CDADADABBBC,DDABAADBDCB,CBDDDCDDACA,1,1,270430231,1.02986818,1.02986818,-1.911471,0.412351,144.675625,22.717803,-0.79729,0.388725,205.401987,21.726745,1,B,C,C,D,C,B,B,B,B,B,A,A,A,B,C,F,A,A,A,A,B,A,G,A,B,A,A,A,A,A,B,C,B,,C,C,C,C,C,C,C,B,C,A,B,A,A,A,A,A,C
