@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
A,C,D,G,D,B,C,B,B,B,B,B,?,B,D,D,?,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,C,A,A,A,A,A,D,A,A,A,A,B,A,B,B,A,A,A,'ABAIXO DA M�DIA'
A,C,C,F,C,D,C,C,B,A,C,A,A,C,B,E,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,C,A,C,A,B,A,D,A,A,A,A,B,A,A,B,B,B,A,'ABAIXO DA M�DIA'
A,B,H,F,C,B,B,B,A,C,C,?,A,B,C,F,A,A,C,A,?,A,D,A,?,A,A,B,A,A,A,A,?,?,?,?,?,?,?,D,?,A,C,A,?,?,?,?,?,?,C,'ABAIXO DA M�DIA'
B,B,I,D,C,B,B,B,B,A,B,A,A,B,B,D,A,A,B,A,A,B,D,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B,B,D,A,B,A,A,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
A,B,H,E,C,B,B,B,B,A,B,A,A,B,C,B,A,A,G,B,A,B,G,B,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,D,D,B,C,A,B,A,A,B,A,A,A,'ABAIXO DA M�DIA'
A,D,E,E,C,C,B,B,B,A,B,A,B,B,D,D,A,B,G,B,B,C,G,?,A,A,A,A,A,A,A,B,B,A,?,A,?,C,B,C,B,B,D,A,B,A,A,B,A,B,B,'ABAIXO DA M�DIA'
A,?,K,F,A,D,A,B,A,A,B,A,A,B,B,C,A,A,B,A,A,A,?,?,B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,C,B,C,C,B,B,B,A,A,B,A,B,B,C,C,A,A,D,A,A,A,B,A,A,A,A,A,A,A,A,B,A,C,B,A,B,A,C,C,E,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,H,D,B,B,B,C,A,A,B,B,B,B,D,D,A,A,C,B,B,A,B,A,A,B,A,A,A,A,A,C,B,C,B,A,?,B,?,C,B,A,A,C,B,B,B,B,B,B,B,'ABAIXO DA M�DIA'
B,F,L,C,D,C,C,B,B,A,C,A,B,B,C,F,A,A,E,A,A,B,C,A,B,A,A,A,A,A,A,B,A,B,A,A,B,C,C,A,B,B,B,A,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,A,C,C,B,C,B,B,A,A,B,A,A,C,D,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,C,A,C,A,B,A,B,C,D,A,B,A,C,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
A,C,J,D,B,B,B,B,A,A,A,A,A,B,B,A,A,A,B,A,A,B,C,A,A,A,A,A,B,A,A,B,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
A,F,G,D,A,B,A,B,A,A,B,A,B,C,C,F,A,A,B,A,A,A,C,A,A,C,A,B,A,A,A,A,A,C,B,B,C,A,B,C,D,A,C,A,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,D,H,D,B,C,B,B,B,A,B,A,A,B,C,F,A,A,B,B,B,A,A,A,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,C,A,A,D,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,B,B,C,D,C,C,B,B,B,B,A,A,B,C,E,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,C,A,B,C,A,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
A,B,D,D,B,B,B,B,A,A,A,A,A,B,B,?,?,A,?,A,A,A,A,A,A,?,?,A,A,A,A,?,A,?,?,?,?,?,?,?,?,A,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,E,F,A,B,B,B,A,A,B,A,A,B,C,D,A,A,E,A,A,A,D,A,A,A,A,A,A,A,A,A,B,A,?,A,A,A,C,D,A,B,A,C,B,A,A,B,A,B,A,'ABAIXO DA M�DIA'
B,B,B,C,E,B,A,B,A,A,B,A,C,B,A,C,A,A,G,A,A,A,B,A,A,A,A,A,A,A,A,A,A,?,A,A,A,?,?,A,A,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,C,E,B,B,B,C,C,A,C,A,A,C,D,F,A,A,G,A,A,A,G,A,A,B,A,B,A,B,A,?,B,?,?,?,B,?,?,E,D,B,C,A,B,A,B,A,B,B,D,'ABAIXO DA M�DIA'
B,C,B,D,C,B,A,B,A,A,A,A,A,B,C,E,A,A,G,A,A,A,G,A,A,A,A,?,A,A,A,?,B,?,?,?,B,?,?,C,E,B,B,A,B,A,B,C,B,C,B,'ABAIXO DA M�DIA'
B,C,L,D,E,C,C,B,B,B,A,A,A,B,C,A,A,A,D,A,A,B,D,A,B,B,A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,B,A,A,B,A,B,B,B,B,B,'ABAIXO DA M�DIA'
A,B,D,?,B,B,B,A,B,A,B,B,B,B,D,D,A,A,E,A,A,A,E,A,A,B,A,A,A,?,?,B,?,?,?,?,B,?,?,B,A,B,D,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,E,D,B,B,A,B,B,B,B,B,B,B,D,E,C,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,B,?,B,?,A,A,B,C,A,A,A,B,A,A,A,C,'ABAIXO DA M�DIA'
A,B,D,D,B,?,C,B,B,A,B,A,A,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,D,E,B,B,A,C,A,?,B,B,A,C,'ABAIXO DA M�DIA'
A,B,G,D,E,E,C,B,B,B,B,A,C,B,E,E,A,A,F,A,A,B,G,A,B,B,A,A,A,A,A,B,A,?,A,A,B,B,C,A,E,B,A,A,A,A,A,A,B,A,A,'ABAIXO DA M�DIA'
A,C,J,D,C,B,B,B,A,B,B,A,B,B,D,C,A,A,E,A,A,B,G,B,B,A,A,?,?,A,A,A,B,B,A,A,C,A,C,C,D,A,D,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,G,D,B,C,C,B,B,A,B,A,B,B,D,C,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,?,?,?,?,A,?,A,?,B,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,C,C,C,C,D,B,B,B,B,B,A,A,C,D,E,A,A,D,A,A,B,D,A,A,B,A,A,A,B,A,?,A,?,?,?,?,A,?,B,C,B,B,B,C,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,D,C,B,D,C,B,B,A,B,A,A,C,C,?,A,A,E,A,A,B,D,A,A,B,A,A,A,A,A,?,A,?,A,?,?,?,?,B,E,B,A,C,A,A,B,A,B,A,B,'ABAIXO DA M�DIA'
B,A,E,D,E,C,C,C,C,B,B,B,B,C,D,D,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,A,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,A,C,B,A,B,A,A,B,B,A,C,B,A,E,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,?,?,?,B,?,?,B,?,D,E,B,C,A,A,A,B,A,B,A,B,'ABAIXO DA M�DIA'
B,C,L,C,C,B,A,B,A,A,B,A,A,B,C,E,A,A,B,A,A,B,E,A,A,B,?,A,A,A,A,C,A,A,C,A,C,B,C,D,A,B,B,C,A,A,?,A,A,B,D,'ABAIXO DA M�DIA'
B,E,C,C,D,B,C,B,B,A,A,A,A,B,D,F,A,A,F,A,A,C,F,A,A,C,A,A,A,A,A,?,A,?,?,?,?,B,?,A,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,J,D,C,D,B,B,B,A,B,A,B,C,D,B,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,?,?,?,?,?,?,?,?,A,A,A,A,A,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,B,A,C,B,B,B,B,B,B,A,A,A,B,C,D,A,A,B,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,A,B,B,B,B,B,B,A,C,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
A,C,I,E,E,B,C,B,A,B,A,A,A,B,D,F,A,A,G,A,B,A,G,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,F,F,E,C,C,B,?,A,A,B,A,B,B,C,B,A,C,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,C,A,A,B,A,A,B,B,B,C,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,D,D,C,A,B,B,A,A,A,B,A,B,C,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,D,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,E,D,B,C,B,C,B,B,B,C,D,C,D,C,B,A,E,A,A,B,G,A,B,A,A,A,A,A,A,C,A,C,B,B,B,A,B,B,E,B,C,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,E,D,D,D,C,B,B,A,B,A,A,B,C,C,A,A,E,A,A,A,G,A,A,C,A,A,A,A,A,C,B,B,A,A,B,A,C,A,E,B,A,A,A,A,B,A,A,A,A,'ABAIXO DA M�DIA'
B,B,H,D,B,E,B,B,B,A,B,B,B,B,E,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,L,C,B,B,B,B,B,B,A,A,A,B,B,C,A,A,G,A,B,B,G,B,A,A,A,A,A,A,A,B,?,A,A,C,A,C,C,A,C,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,I,D,C,B,B,B,B,A,B,C,B,B,C,D,B,A,F,A,A,A,G,A,A,A,A,A,A,A,B,C,A,B,A,B,B,B,C,A,E,B,B,A,A,A,A,A,B,A,D,'ABAIXO DA M�DIA'
A,B,H,D,C,?,A,B,A,A,A,A,A,B,C,C,A,A,C,A,A,A,C,A,A,B,A,A,A,A,B,C,B,B,B,C,A,B,B,C,B,B,A,A,?,B,A,A,B,A,B,'ABAIXO DA M�DIA'
A,B,K,D,C,A,A,B,B,A,B,A,B,C,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,C,A,C,B,C,B,B,B,B,A,A,A,B,A,B,A,C,'ABAIXO DA M�DIA'
A,B,F,D,D,C,E,B,A,A,A,B,B,C,D,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,E,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,C,C,C,C,B,C,A,A,B,B,A,B,C,D,A,A,G,A,A,A,G,A,A,C,?,A,A,A,A,?,B,?,?,?,?,B,?,A,A,A,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,A,K,D,C,B,C,B,A,A,A,A,A,B,C,C,A,A,G,A,A,A,G,A,?,A,A,A,A,A,A,C,B,C,C,C,A,A,B,A,B,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,A,C,C,B,C,B,A,B,B,C,B,C,C,D,A,A,F,A,A,B,F,A,B,B,A,A,A,A,A,A,A,B,A,A,B,C,B,D,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,C,D,D,E,C,B,B,B,A,C,A,B,C,C,D,A,A,E,A,B,B,G,A,B,B,B,A,A,A,B,B,A,?,A,A,B,B,C,A,B,B,C,C,A,A,B,B,A,A,C,'ABAIXO DA M�DIA'
B,C,A,C,C,A,B,B,A,A,B,A,A,B,D,E,A,A,B,A,A,B,G,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,B,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,D,D,B,A,B,B,A,A,B,A,A,B,B,C,A,A,D,A,A,A,C,A,B,B,A,A,A,A,A,C,A,B,B,C,A,C,C,D,E,B,C,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,B,C,C,A,B,B,B,A,A,A,B,B,C,C,A,A,F,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,C,C,B,C,C,A,B,A,B,A,A,A,A,A,B,B,'ABAIXO DA M�DIA'
A,B,C,D,C,B,B,B,B,A,B,B,B,B,C,B,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,A,A,B,B,B,A,A,A,B,A,B,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,A,E,E,C,C,B,C,A,A,B,A,A,C,B,C,A,A,D,A,A,B,G,B,B,B,A,A,A,A,A,A,A,C,A,B,C,B,B,D,A,B,A,A,B,A,A,B,A,B,C,'ABAIXO DA M�DIA'
B,A,J,H,C,B,A,C,D,A,B,A,A,B,E,F,A,A,G,A,A,B,G,A,A,B,A,B,A,A,B,C,A,?,?,B,C,B,A,D,E,B,C,A,C,A,C,A,C,A,C,'ABAIXO DA M�DIA'
A,F,E,D,B,A,B,B,B,A,B,A,A,B,C,F,A,A,G,A,A,C,G,A,A,B,A,A,A,A,A,C,B,B,B,C,B,B,B,A,E,B,C,A,A,A,B,A,B,A,A,'ABAIXO DA M�DIA'
A,B,G,E,D,B,B,B,B,A,B,A,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,C,D,B,A,A,B,B,B,A,B,A,B,'ABAIXO DA M�DIA'
A,B,G,D,E,E,E,D,C,B,B,B,B,C,E,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,E,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,B,L,C,C,C,A,B,A,A,A,B,A,B,C,D,A,A,E,A,A,A,G,A,A,A,A,A,A,A,B,?,B,?,?,?,C,?,B,A,E,B,B,A,A,A,B,B,A,A,B,'ABAIXO DA M�DIA'
B,F,H,G,B,A,B,B,B,A,A,A,A,C,D,E,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,E,B,B,A,A,A,B,A,B,A,D,'ABAIXO DA M�DIA'
A,C,H,D,C,B,B,B,B,A,B,A,A,B,C,C,A,A,B,B,B,C,G,A,B,C,A,A,A,A,A,?,B,?,?,?,B,?,?,A,E,B,C,A,A,B,B,B,B,B,B,'ABAIXO DA M�DIA'
B,B,C,C,B,A,B,B,A,A,A,A,A,B,B,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,A,B,C,A,C,B,A,C,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,A,E,D,C,D,C,A,B,B,A,A,C,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,B,J,E,D,B,C,B,B,A,B,B,B,B,C,D,A,A,G,A,A,A,G,A,A,A,B,B,B,B,A,C,A,C,A,C,B,B,C,B,E,B,B,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,J,D,E,A,B,C,C,A,B,A,C,B,D,F,A,A,G,A,A,B,G,A,B,A,A,A,A,A,A,C,B,B,B,A,C,B,B,A,E,B,A,A,A,A,B,A,A,A,D,'ABAIXO DA M�DIA'
A,B,L,C,D,B,E,C,D,E,B,C,C,D,D,F,A,A,G,A,A,C,G,A,A,B,A,A,A,A,A,C,A,B,A,C,B,B,A,E,E,B,B,B,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,C,H,D,C,B,B,B,B,A,B,A,A,B,B,A,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,B,B,C,?,?,A,A,A,B,B,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,L,H,B,A,B,B,A,A,B,A,C,B,B,D,A,A,G,A,A,A,G,A,?,A,A,A,A,A,A,A,C,C,C,C,C,A,A,C,A,B,D,A,C,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,G,D,B,B,A,B,A,A,B,B,B,B,B,C,A,A,G,A,A,B,G,A,B,B,A,A,A,B,B,?,B,?,?,?,?,B,?,B,B,A,B,A,A,A,A,B,A,?,A,'ABAIXO DA M�DIA'
A,B,B,C,E,C,E,C,B,B,C,D,E,D,E,D,B,A,E,A,A,B,F,A,A,A,A,A,A,A,A,C,A,A,A,B,?,A,B,B,E,B,B,B,A,A,A,B,A,B,D,'ABAIXO DA M�DIA'
B,B,J,D,D,D,D,B,B,B,B,B,D,E,E,D,A,A,F,A,A,A,E,A,A,B,A,A,A,A,A,B,B,B,B,A,B,A,A,D,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,B,E,E,C,C,B,B,A,A,B,B,B,C,D,B,B,E,A,A,A,G,B,B,A,A,A,A,A,A,C,A,A,C,B,C,A,A,D,E,B,C,C,?,A,B,B,A,B,C,'ABAIXO DA M�DIA'
A,F,J,D,D,A,B,B,A,A,B,A,B,B,C,D,A,A,F,A,A,A,C,A,B,A,A,A,B,A,B,C,C,C,C,C,C,C,C,B,E,B,C,A,A,A,B,A,B,A,C,'ABAIXO DA M�DIA'
B,B,E,D,B,B,B,B,B,A,B,A,A,B,B,D,A,B,F,A,A,B,E,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,B,C,A,A,A,A,A,D,B,B,'ABAIXO DA M�DIA'
B,F,H,D,C,A,B,C,A,B,A,A,A,B,D,C,A,A,G,A,A,A,G,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,E,B,A,B,A,A,B,A,B,A,D,'ABAIXO DA M�DIA'
B,D,A,D,D,C,C,B,B,A,B,A,A,B,C,?,A,A,E,A,A,C,C,A,A,B,A,B,A,A,B,C,B,A,C,A,C,B,B,C,A,B,B,C,B,A,B,A,B,A,B,'ABAIXO DA M�DIA'
A,B,E,F,C,B,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,C,C,B,B,C,B,C,B,A,B,B,A,C,A,B,A,B,A,D,'ABAIXO DA M�DIA'
A,B,J,D,C,B,B,C,B,A,A,A,B,B,C,F,A,A,G,A,A,?,G,?,?,A,A,A,A,A,A,C,B,B,A,C,C,B,C,D,A,B,B,B,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,C,I,E,B,B,A,B,B,A,B,A,B,B,?,E,A,A,E,A,A,B,G,A,?,A,A,A,A,A,A,?,?,B,?,?,?,B,?,D,A,A,A,A,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,F,K,C,C,A,C,B,B,B,B,A,B,B,C,B,A,A,F,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,D,B,A,A,A,A,B,A,B,A,D,'ABAIXO DA M�DIA'
B,B,J,D,C,A,B,B,A,A,B,A,A,B,C,F,A,A,F,A,A,B,G,A,A,B,A,A,A,A,A,?,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,D,'ABAIXO DA M�DIA'
B,B,G,D,C,B,C,B,B,A,B,B,B,C,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,A,C,A,A,A,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,K,E,D,B,C,C,B,A,A,A,A,B,B,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,C,B,A,C,B,C,B,B,C,B,B,A,C,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,E,J,D,B,B,B,B,B,A,A,A,A,B,B,C,A,A,B,A,B,B,G,B,B,A,A,A,A,A,B,C,B,C,B,C,C,B,B,E,A,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,F,H,D,B,B,A,B,B,B,A,A,B,C,E,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,C,D,E,C,B,B,B,A,B,B,D,C,E,E,A,A,G,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,B,K,E,B,B,A,C,A,B,B,B,E,B,B,E,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,?,?,?,B,?,?,B,?,A,B,B,D,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,E,D,C,B,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,C,B,C,C,C,B,B,E,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,F,I,D,E,A,C,B,B,A,C,B,B,C,D,E,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B,A,B,A,B,B,A,A,A,B,A,A,A,D,'ABAIXO DA M�DIA'
B,F,C,C,D,B,E,B,B,A,A,A,A,C,C,D,A,A,D,A,A,B,B,B,B,A,A,A,A,A,A,?,?,?,B,?,?,B,?,B,A,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,E,D,D,C,C,B,A,B,B,A,A,C,C,D,A,A,E,A,A,B,G,B,B,A,A,A,A,A,A,?,A,?,?,?,?,A,?,D,A,B,A,A,B,A,B,D,A,A,C,'ABAIXO DA M�DIA'
B,B,K,C,C,B,B,B,A,A,B,A,A,B,C,E,A,A,G,A,A,B,G,A,A,A,A,B,A,A,A,?,A,?,?,?,?,A,?,A,A,B,A,B,A,?,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,H,G,A,A,B,B,B,A,B,B,B,B,C,E,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,C,B,C,A,A,A,A,A,A,A,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,J,D,B,A,B,B,A,A,B,A,A,B,B,D,A,A,G,A,A,B,G,A,A,A,A,A,A,B,B,C,A,A,A,?,C,A,A,D,A,B,A,A,A,A,A,A,B,A,D,'ABAIXO DA M�DIA'
A,B,J,E,C,B,B,B,A,A,A,A,A,B,C,C,A,A,B,A,A,B,C,A,A,A,A,A,A,A,A,B,A,C,A,C,C,C,B,B,B,B,B,A,A,A,B,A,A,A,D,'ABAIXO DA M�DIA'
A,?,C,C,A,A,A,B,B,A,B,A,B,B,C,C,B,A,B,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,F,D,A,A,B,B,B,A,B,A,B,B,?,E,A,A,D,A,A,A,F,A,A,A,A,A,A,A,B,C,A,B,B,B,C,B,C,B,A,B,A,C,B,A,B,A,B,A,D,'ABAIXO DA M�DIA'
B,F,K,D,B,B,B,B,A,A,B,A,B,A,B,B,A,A,C,A,A,B,G,A,A,B,A,A,A,A,A,C,B,C,C,C,C,C,C,D,A,B,C,A,A,A,B,B,B,B,C,'ABAIXO DA M�DIA'
B,B,C,D,A,B,B,?,A,A,B,A,A,C,D,E,A,A,C,A,A,B,G,A,B,A,A,A,A,A,A,B,C,C,A,A,C,C,B,E,E,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,J,E,C,B,B,B,A,A,B,A,A,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,B,A,C,A,C,A,C,C,B,B,A,C,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,J,E,C,C,A,C,B,B,B,B,B,B,D,D,A,A,D,A,A,B,B,A,A,A,A,A,A,A,A,?,?,C,B,A,A,B,C,A,B,B,A,A,B,B,?,?,?,?,?,'ABAIXO DA M�DIA'
A,B,J,F,D,B,B,B,B,B,A,B,B,C,E,F,A,C,G,A,A,A,F,A,A,B,A,A,A,A,A,B,A,B,B,B,C,B,C,D,A,B,A,C,C,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,B,L,E,C,A,A,B,B,A,B,A,B,B,C,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,A,A,B,A,C,B,C,A,A,A,B,A,B,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,H,G,B,C,B,C,B,A,B,A,A,B,D,F,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,C,A,A,B,C,A,B,B,A,A,B,A,B,A,A,A,A,'ABAIXO DA M�DIA'
A,B,J,E,B,B,B,B,B,A,B,B,B,C,C,C,A,A,B,A,A,A,F,A,A,B,A,A,A,A,A,C,A,A,A,A,C,C,B,D,E,B,A,A,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,A,K,C,B,B,B,B,B,B,B,A,B,B,C,D,A,A,G,A,A,A,A,B,A,C,A,A,A,A,A,C,B,B,A,C,B,C,C,A,E,B,A,A,A,A,C,B,A,B,B,'ABAIXO DA M�DIA'
A,B,G,D,B,B,B,B,B,B,A,B,A,B,C,A,B,A,B,A,A,B,A,A,B,B,B,?,A,B,B,B,A,C,A,B,C,B,A,A,A,A,D,B,C,A,D,C,B,D,A,'ABAIXO DA M�DIA'
A,B,G,G,E,C,A,B,E,B,B,B,B,B,D,E,A,A,C,B,B,A,F,A,B,A,A,A,A,A,A,C,B,C,B,A,B,B,C,B,A,B,B,C,C,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,B,A,D,C,B,D,B,A,A,B,A,B,B,D,E,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,?,C,B,B,C,A,C,C,A,B,A,C,B,A,B,A,A,B,B,'ABAIXO DA M�DIA'
A,A,F,C,D,A,C,D,B,B,B,B,C,C,C,C,A,A,G,A,B,A,G,A,B,C,A,A,A,A,A,C,C,C,B,C,C,C,C,C,C,B,A,C,A,A,A,B,C,B,C,'ABAIXO DA M�DIA'
B,B,D,D,A,B,B,B,A,A,B,A,A,B,D,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,B,C,B,B,B,C,A,B,?,C,A,B,B,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,D,C,E,A,B,B,B,B,B,A,B,B,C,E,A,A,B,A,A,A,B,A,?,B,A,A,A,A,A,C,B,B,B,C,C,C,C,A,A,B,C,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,C,D,C,C,B,B,B,A,A,A,B,B,D,E,A,A,G,B,B,A,F,A,A,B,A,A,A,A,A,B,A,A,A,A,C,B,C,D,A,B,A,B,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
A,B,L,E,D,?,B,B,A,A,B,A,A,B,C,D,A,A,G,A,A,B,G,A,A,C,A,A,A,A,B,C,B,B,B,C,C,C,B,A,D,B,B,A,?,B,?,?,A,A,C,'ABAIXO DA M�DIA'
A,B,J,G,B,B,B,B,A,B,A,A,B,B,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,B,B,A,C,B,A,C,B,C,A,B,A,A,D,B,B,C,B,D,A,C,B,'ABAIXO DA M�DIA'
A,A,F,E,B,C,B,B,B,C,B,C,B,B,D,C,B,A,F,A,A,A,G,B,B,C,A,A,A,A,A,C,A,B,A,B,B,A,B,B,A,A,D,?,C,B,C,D,B,A,A,'ABAIXO DA M�DIA'
A,A,J,D,E,D,B,B,B,A,B,A,B,C,C,F,A,A,F,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,A,C,C,A,B,A,E,B,A,A,A,A,B,A,A,A,B,'ABAIXO DA M�DIA'
