ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_ALUNO,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,ESTRATO_ANEB,PESO_ALUNO_LP,PROFICIENCIA_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q017,TX_RESP_Q029,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2,27044289,3,1,604386,1,17847747,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604386,1,17847748,.............,.............,.............,.............,270915231,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847749,BADDACCDDAABB,BCDDBCDDCBABD,ACABDCCDABBDA,CBCCAAAABAAAA,270915231,1.222.222.222.200.000,0.037830000000000,252.069.172.000.000.000,19.023.959.000.000.000,B,K,D,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847750,ADAADDCADADBC,DCDCBADDCBACA,DBACBDAAABCDD,CBDACADBA*BCA,270915231,1.222.222.222.200.000,0.171541000000000,259.435.761.000.000.000,19.075.085.000.000.000,B,A,D,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847751,BCDCCADDBCCCB,BBDDADBBABCCB,ACDCBBCBCADAD,BBCCBCACDACBA,270915231,1.222.222.222.200.000,-1.141.365.000.000.000,187.103.354.000.000.000,21.834.216.000.000.000,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847752,DDDCBABDCCDCD,DAADDCBABDCCB,ABCCDCBDCDBCB,BACACABABBBDC,270915231,1.222.222.222.200.000,-1.197.201.000.000.000,184.027.161.000.000.000,22.236.673.000.000.000,C,H,E,A,A,A,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847753,DCABADBBABDBB,CDBCDACBDCBDB,DACDDCCACDBAC,DBCCBCCBCDCDA,270915231,1.222.222.222.200.000,-0.989791000000000,195.454.075.000.000.000,23.169.073.000.000.000,A,B,E,A,B,D,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847754,DAADADDDDBBBB,BCDADDCADDDDD,CCCABCCDACDDD,ADDDBDAAAAADC,270915231,1.222.222.222.200.000,-0.195488000000000,239.214.899.000.000.000,17.072.221.000.000.000,B,E,C,A,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847755,BADCACCDBBDDC,CBDACBCCAADDC,DBDCCDAACBBBC,CCBDAACCCDABC,270915231,1.222.222.222.200.000,0.022710000000000,251.236.160.000.000.000,22.020.872.000.000.000,B,J,D,B,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847756,BCDBACBBBBBDC,BCBBBBBDDDBBD,AAADBABCAAACA,CABBBBACABCAB,270915231,1.222.222.222.200.000,-0.728064000000000,209.873.496.000.000.000,19.651.803.000.000.000,B,B,B,A,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847757,BDBBBCBBBBAAA,BCCACDCCBACDC,AAADCCBAAABDA,BDBCCBDABDDCC,270915231,1.222.222.222.200.000,0.491358000000000,277.055.555.000.000.000,19.732.184.000.000.000,?,C,D,A,A,C,4.8,'ABAIXO DA MEDIA'
2,27044289,3,1,604387,1,17847758,CAAABABACCDCB,ACDABBCDAADBD,CCBDCACDBBADD,CCABCAADBCBAB,270915231,1.222.222.222.200.000,-0.280305000000000,234.542.045.000.000.000,19.873.223.000.000.000,B,G,C,A,A,A,4.8,'ABAIXO DA MEDIA'
