ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829328,1,1,13,6,1,DDB*BBBDACC,DBABCDCBAAC,DDCDCABBBBC,ACCCDCBDDDA,1,1,270430231,1.127.950.863,-1.916.612,0.527079,142.840.475,29.459.672,1,A,C,E,F,B,B,A,C,B,A,B,A,A,B,D,F,B,A,C,A,A,A,B,A,A,C,?,?,A,A,A,?,?,?,B,?,C,?,?,D,A,B,C,A,B,A,B,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829329,1,1,12,5,7,BCCDADDDCAC,AABDBDAADAA,BDCCCADCACB,BDCCABDBBAC,1,1,270430231,1.127.950.863,-1.092.389,0.38214,188.908.217,21.358.694,1,A,C,D,E,C,B,D,B,A,A,B,A,A,C,C,D,A,A,B,A,A,A,F,A,A,B,A,A,A,A,A,C,B,C,C,C,B,B,C,A,A,B,A,A,C,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829330,1,1,18,4,7,BDBADAADAAD,CACBBDAACAA,AAABCACCACC,DCABABDBCDB,1,1,270430231,1.127.950.863,-0.786473,0.416001,206.006.574,23.251.264,1,A,B,C,D,C,A,A,B,B,A,A,A,A,B,C,D,A,A,G,A,B,B,G,A,B,A,A,B,A,A,A,?,A,?,?,?,?,?,?,B,?,B,B,?,C,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829331,1,1,11,4,6,AAADABACBAB,DAABDCDAABA,AABDDBCAABC,ABACDAAABBA,1,1,270430231,1.127.950.863,-2.217.638,0.555339,126.015.431,31.039.189,1,B,F,L,C,B,A,A,B,B,B,A,A,A,B,B,D,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829332,1,1,4,4,5,BADCDBACBBB,BCCADACCCDA,AADABDCDACB,CBACCCDDAAA,1,1,270430231,1.127.950.863,-0.544648,0.349161,219.522.736,19.515.421,1,B,A,C,C,C,B,B,B,B,A,B,B,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,C,B,A,C,B,B,A,E,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829333,1,1,15,1,4,DBBACDDCDCB,BDDADAACADC,ABBBACCCBDD,AADAACDDCAC,1,1,270430231,1.127.950.863,-0.855497,0.440863,202.148.662,24.640.859,1,A,B,D,D,D,B,D,B,B,A,B,E,D,D,D,D,A,B,F,A,A,B,G,A,A,B,A,A,A,A,A,?,?,?,?,?,?,?,?,A,E,B,B,C,B,A,C,C,B,B,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829334,1,1,10,3,5,ADCBABABBCC,ADAABADADAA,BABDBBBCCBD,BBACAADDBCB,1,1,270430231,1.127.950.863,-1.007.684,0.381747,193.642.576,21.336.728,1,B,B,C,D,C,B,C,B,A,A,B,A,B,B,C,F,A,A,B,B,B,A,C,A,A,B,A,A,A,A,A,?,B,?,?,?,?,?,B,A,B,B,B,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829335,1,1,9,2,4,ACADADCDDBA,BCDADBAABDB,CAADDACBBCB,DADCCDDABCC,1,1,270430231,1.127.950.863,-110.715,0.473932,18.808.319,26.489.163,1,B,B,B,C,?,C,A,B,B,B,B,A,A,B,B,C,A,B,G,A,A,C,A,?,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829336,1,1,19,5,1,ACCCDDBBDBA,DBBACBCDDAD,DBACCDDDABB,CBCACDCCBCD,1,1,270430231,1.127.950.863,-0.700999,0.358607,210.783.915,2.004.338,1,A,C,I,E,C,B,B,B,A,A,B,A,A,B,C,D,A,C,B,A,A,B,E,?,?,A,A,A,A,A,A,C,B,B,A,A,B,C,C,B,E,B,A,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829337,1,1,4,4,5,BCDADBACCAB,BAADDAADABA,BAAAADCCCCC,CBACBDCDBDB,1,1,270430231,1.127.950.863,-0.248967,0.367006,236.049.036,2.051.282,1,A,B,A,D,D,B,B,B,B,A,B,A,A,C,C,B,A,B,D,A,A,B,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,B,?,B,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829338,1,1,2,2,3,DCBDCBAACAA,BCDBABADADA,CAABAADBABD,ACCBCBAACCD,1,1,270430231,1.127.950.863,0.482661,0.331103,276.941.428,18.506.117,1,A,F,I,E,C,B,B,B,A,A,A,B,C,C,D,F,A,A,B,A,A,A,B,A,A,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829339,1,1,17,3,6,DBBDABADBDB,CCBCCBABBBB,CCADBBDDCCD,DCCCCBCCADC,1,1,270430231,1.127.950.863,0.349771,0.367571,269.513.896,20.544.399,1,A,A,L,C,D,B,C,D,C,A,C,B,A,D,E,F,A,B,E,A,A,A,F,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829340,1,1,7,7,1,CAAAABDCCAB,ABAACAAADCB,CCCCABDBDBD,BBDABDBABDD,1,1,270430231,1.127.950.863,-0.933378,0.370796,197.795.712,20.724.652,1,B,B,K,D,D,C,C,B,B,A,A,A,B,B,D,F,A,A,E,A,A,B,F,A,A,B,A,A,A,A,A,?,?,?,B,?,?,A,?,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829341,1,1,1,1,2,DBDACBAADCB,ACCDCBDAACA,CBCAAAAAADD,AAAADADDDAA,1,1,270430231,1.127.950.863,-1.154.403,0.385226,18.544.211,21.531.178,1,B,D,J,D,?,E,B,B,B,A,A,B,B,B,C,C,A,A,G,A,A,A,B,A,B,C,A,A,A,A,A,B,A,C,A,B,B,C,C,A,D,B,B,C,C,A,B,A,B,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829343,1,1,5,5,6,BABDBDABABB,DCBCBBDBBCC,BBADBDCDBCA,DDCCCABBADB,1,1,270430231,1.127.950.863,-0.27656,0.346509,234.506.799,19.367.195,1,B,B,D,D,D,B,B,B,B,A,A,A,A,C,C,E,A,A,D,A,A,B,B,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,A,A,B,B,B,A,A,A,?,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829344,1,1,14,7,2,CBDAADAACDB,DCCDCBADACA,BDAADBDBCAC,BAAAAADBBBB,1,1,270430231,1.127.950.863,-0.453252,0.348041,224.631.072,19.452.822,1,A,A,H,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,?,B,?,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829345,1,1,3,3,4,DDABAABCADC,ACDDCBAABBD,DCBCCACBDBC,AACDCDBBCAC,1,1,270430231,1.127.950.863,-1.667.116,0.588743,156.785.387,32.906.217,1,B,?,F,D,C,B,B,B,B,B,B,A,B,B,C,E,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,B,B,A,A,B,A,B,B,B,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829346,1,1,16,2,5,BACDCBAACAA,BCBDADCBDBA,CAAAAACCACA,AAACCDDDACA,1,1,270430231,1.127.950.863,-0.306287,0.326309,232.845.288,1.823.817,1,B,B,H,D,B,B,B,B,B,A,B,B,A,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,?,C,A,A,B,A,B,B,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829347,1,1,20,6,2,DCCBBABAABD,CADCDDDAABB,DDABDBCCCDB,BBADDACCBAB,1,1,270430231,1.127.950.863,-0.939386,0.413007,197.459.911,23.083.923,1,A,F,L,C,E,D,B,B,B,B,C,B,C,C,D,E,A,A,F,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,D,C,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829348,1,1,8,1,3,CDCDCCCADAA,DCABABADBAB,DCDB.CCADAD,CBAABAAADCD,1,1,270430231,1.127.950.863,-1.373.842,0.587165,173.177.153,32.818.019,1,B,A,D,E,A,E,C,C,A,B,C,B,A,B,C,B,A,A,C,A,A,A,F,A,A,A,B,B,A,A,A,?,B,?,?,?,A,?,?,A,A,A,C,A,A,A,A,B,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603815,1,5,17829349,1,1,6,6,7,BBBABCABBBB,DCBCBDBAABB,DCCCBACADBB,ABCAAD*CCCB,1,1,270430231,1.127.950.863,-1.822.325,0.513552,148.110.395,28.703.617,1,B,B,B,C,A,A,B,B,B,B,B,A,A,C,D,E,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,?,?,?,?,?,?,?,?,A,A,B,D,B,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829352,1,1,18,4,7,ADACCCBABDA,CCDAADDACDC,AADCCDDDBCB,BCABDBDBBBC,1,1,270430231,1.127.950.863,0.114138,0.301569,25.634.382,16.855.393,1,A,B,C,F,B,B,A,B,B,A,B,A,C,B,C,D,A,A,C,A,A,B,E,A,A,A,A,A,A,A,A,?,?,?,?,B,C,?,?,B,E,?,C,C,A,?,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829353,1,1,5,5,6,BCABDDADDBC,DBCCBCDBBDC,DAACACDCCCA,DDBBBCDBBDD,1,1,270430231,1.127.950.863,-0.616288,0.322184,21.551.861,18.007.614,1,B,B,D,D,D,B,B,B,A,A,A,A,A,B,C,E,A,A,D,B,B,B,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829354,1,1,17,3,6,CCCBABADBDC,DCCCBBDBBAB,DCCBBBDACAB,DCCBDCDCADB,1,1,270430231,1.127.950.863,-0.184471,0.350803,239.653.867,19.607.196,1,B,B,G,D,C,B,B,B,B,A,A,A,A,B,B,C,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829355,1,1,11,4,6,BDDADCACBDB,DCCABBBBBAB,ACABCDBDDAB,DACBCACBCDC,1,1,270430231,1.127.950.863,0.375932,0.321446,270.976.096,17.966.365,1,B,B,D,C,D,B,B,B,A,A,A,A,B,B,C,C,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,?,B,B,B,B,B,A,E,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829356,1,1,12,5,7,BBADDDDAADB,DADDDADACAB,ADACBBDCACA,BADBDBDABBD,1,1,270430231,1.127.950.863,-0.454064,0.349563,224.585.687,1.953.789,1,B,B,J,D,C,B,B,C,B,B,B,C,C,B,D,E,A,A,B,A,B,A,F,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,B,B,C,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829357,1,1,19,5,1,BABDADADDBA,DBAACDCADDB,BAACBDCDACA,DDADDABADDD,1,1,270430231,1.127.950.863,-0.523326,0.354111,220.714.473,19.792.088,1,B,B,I,D,D,C,B,B,B,B,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,C,C,C,B,C,B,C,B,A,A,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829358,1,1,1,1,2,DBDACDCBDDB,BBCBCDCADCB,CCCABBACADD,BAABAABDCDC,1,1,270430231,1.127.950.863,-0.873325,0.377241,201.152.214,21.084.878,1,B,B,A,C,B,B,A,A,A,A,A,A,A,B,C,D,A,B,F,A,A,B,F,A,A,A,A,A,A,A,A,?,?,?,B,?,?,?,B,C,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829359,1,1,8,1,3,DBACCDCABDC,BCDDBBBDBAB,CBBDBCCCACB,ACDCCACACCC,1,1,270430231,1.127.950.863,-0.570017,0.443488,218.104.804,24.787.577,1,A,B,I,D,C,A,B,B,A,A,B,B,A,B,C,B,A,A,A,B,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,D,A,B,B,A,A,A,C,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829360,1,1,13,6,1,DCACBCDCDDB,DBDACDAADDB,DDDCBBDBBBD,BDBCBDBCBDD,1,1,270430231,1.127.950.863,-1.421.168,0.453481,170.531.993,25.346.109,1,B,B,I,D,E,B,D,C,A,A,B,B,A,B,C,D,A,A,C,A,A,B,F,A,A,A,A,A,A,A,B,C,B,C,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829362,1,1,1,1,2,DBBACDDCDAB,DBBBCBDDACA,ABBBCBCCCCC,CAABBCDBCCD,1,1,270430231,1.127.950.863,-0.457181,0.429074,224.411.471,23.981.945,1,A,B,B,C,C,C,?,C,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,B,C,E,B,A,C,A,A,B,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829363,1,1,6,6,7,BDACACCDACA,CCABBCBADBA,DCAACCDBDCC,AACADCBCAAB,1,1,270430231,1.127.950.863,-1.820.462,0.531194,148.214.522,29.689.669,1,B,?,H,F,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,C,A,A,A,A,A,C,?,?,?,?,B,?,?,A,A,A,D,?,B,C,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829364,1,1,4,4,5,ABDCABADBBB,CAADDADACBB,ADDDCCABCAD,ADCABCCBDAD,1,1,270430231,1.127.950.863,-194.123,0.550165,141.464.517,30.750.003,1,A,F,I,E,?,B,B,B,A,A,A,A,A,B,B,D,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,?,?,?,?,A,?,?,?,B,B,A,C,A,B,A,B,A,B,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829365,1,1,10,3,5,BCADADBBADC,CBACDDBBCDB,BBCABBCBCCC,CCBDCCDCADB,1,1,270430231,1.127.950.863,-1.483.084,0.482906,167.071.364,2.699.074,1,B,B,C,E,B,B,B,B,B,A,A,A,A,B,B,D,C,A,C,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,B,B,C,B,B,A,D,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829366,1,1,2,2,3,BCCDCBBDCCA,DBABDBBCBDC,AACBAADBBBD,CCABABDCCDD,1,1,270430231,1.127.950.863,0.308038,0.336648,267.181.342,1.881.604,1,A,B,B,C,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,D,A,A,C,A,A,B,A,B,C,A,B,B,C,B,C,C,A,D,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829367,1,1,21,7,3,CBDADDAADAB,CCCDABADBDA,BCABCBDBBDC,CCCDABDCCCB,1,1,270430231,1.127.950.863,0.11632,0.29895,256.465.777,16.709.011,1,B,C,G,D,E,B,D,C,C,A,B,B,B,C,D,F,A,A,G,A,B,A,C,A,A,A,A,A,A,A,A,C,A,B,A,A,C,B,C,A,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829368,1,1,7,7,1,BAABDAABACD,ABDCBDDDDAA,AADBAADDCBD,CBDDDDBADCA,1,1,270430231,1.127.950.863,-1.737.163,0.475115,152.870.297,26.555.283,1,B,F,A,D,D,C,C,B,A,A,B,B,A,B,C,C,A,B,G,A,A,B,C,A,A,A,A,A,?,A,A,C,?,?,?,?,A,?,?,C,E,B,B,C,B,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829369,1,1,3,3,4,DBACABACBDC,BDDDDDACAAB,CDBCBDBDCCA,BAACCCCCCCB,1,1,270430231,1.127.950.863,-0.871285,0.413499,201.266.234,23.111.422,1,B,C,A,C,A,A,A,C,C,B,B,A,A,B,C,D,A,A,F,A,A,B,B,A,A,A,A,A,A,A,A,?,?,?,?,A,A,?,?,E,E,B,D,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829371,1,1,14,7,2,CBBDCDDACDB,CDBACBAACBA,BCACCBBBBBB,ADABAACBBBD,1,1,270430231,1.127.950.863,-0.17632,0.306814,240.109.446,17.148.549,1,B,A,B,C,?,B,C,B,B,A,A,A,A,B,C,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,C,B,A,C,A,A,A,A,A,A,C,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829372,1,1,9,2,4,BCDDCBCDDCA,ADDCDAACBBB,BDABAADCBBA,BAAACDDDCCB,1,1,270430231,1.127.950.863,-0.083095,0.318237,245.320.008,17.787.007,1,A,A,J,D,C,B,B,B,B,A,A,A,A,B,B,B,A,A,D,A,A,B,F,A,B,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,A,B,B,A,A,A,A,A,A,A,D,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829373,1,1,20,6,2,CCDCBBDBBAB,BACDCBCDCCA,DACBCBCACDC,BDABAACBBBD,1,1,270430231,1.127.950.863,0.078506,0.31345,254.352.264,1.751.945,1,A,B,J,D,C,D,C,B,B,A,B,A,B,B,C,F,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,A,B,B,B,C,D,E,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036049,3,1,603816,2,5,17829374,1,1,2,2,3,BCBCCADDACA,CAABABADBDB,CAABCACBCCD,CDCCCBBCCBC,1,1,270430231,1.127.950.863,-0.785861,0.398376,20.604.078,22.266.162,1,A,B,H,D,B,A,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,C,A,A,A,B,A,A,B,A,B,A,A,C,B,A,?,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829377,1,1,9,2,4,BACDCBDADCA,BDCCDCACADD,ADABAACCBCD,BADDBCCCACB,1,1,270430231,1.109.088.809,-0.825902,0.387238,203.802.796,21.643.633,1,B,B,J,D,D,B,E,B,C,A,C,A,B,B,C,C,A,A,G,A,A,B,G,B,B,A,A,A,A,A,A,B,B,A,A,B,A,B,B,C,B,B,A,A,A,A,A,B,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829378,1,1,3,3,4,DBCCABADBDC,BCCBDCCCAAB,DCCBADDDCCD,BADBCDCCCCB,1,1,270430231,1.109.088.809,0.253542,0.319884,264.135.434,17.879.061,1,A,E,A,C,C,A,B,B,B,A,A,A,A,B,C,B,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,C,C,B,B,C,C,B,A,B,C,A,A,A,A,B,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829379,1,1,19,5,1,BCDDDDAAABA,DBAACDDBDDB,CBACBDDCBDA,ABDDCCCACCD,1,1,270430231,1.109.088.809,0.114909,0.357339,256.386.913,19.972.509,1,A,C,I,D,C,A,B,B,?,B,B,A,B,E,E,D,B,A,G,A,?,A,G,A,A,B,A,B,A,A,A,?,A,?,?,?,C,?,?,B,E,B,C,A,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829380,1,1,5,5,6,BCBCDBBADBA,DCBCCAAAADA,DCBDCDCBDDA,CDCBDACCCCC,1,1,270430231,1.109.088.809,-1.528.039,0.566501,164.558.724,3.166.306,1,A,B,D,D,E,B,B,B,A,A,B,B,A,B,C,B,A,A,B,A,A,A,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,D,B,A,B,B,A,A,A,A,A,A,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829381,1,1,12,5,7,BCDDAADAABC,CADBDDAACBB,DAACBDCCBDA,DCABABBBBBC,1,1,270430231,1.109.088.809,0.377456,0.305624,271.061.276,17.082.037,1,B,B,B,D,D,B,D,B,B,A,B,B,D,B,D,F,A,C,G,A,A,C,G,A,A,A,A,A,A,A,A,C,B,A,B,A,B,A,B,D,A,B,B,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829382,1,1,8,1,3,DBBACDDBDCB,ACCDABACBDC,ABCABACCADD,ACCDABDDCBA,1,1,270430231,1.109.088.809,-0.28405,0.319379,234.088.165,17.850.836,1,B,B,D,C,B,A,B,B,B,A,B,B,C,B,C,D,A,A,E,A,A,A,E,A,B,A,A,A,A,A,A,C,B,C,B,C,B,C,B,A,E,B,B,B,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829384,1,1,13,6,1,DCACCBDBDBB,DBBCCCDADDB,DDBBCBACBDB,ABBCBCBCCDD,1,1,270430231,1.109.088.809,0.039118,0.341665,252.150.777,19.096.452,1,A,B,C,C,C,B,B,D,D,A,B,A,A,B,D,F,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829385,1,1,21,7,3,BABADBBABBD,CCABDCBAABA,DDDBABDDADB,ACAABCCCCBD,1,1,270430231,1.109.088.809,-1.240.502,0.457135,180.629.836,25.550.339,1,B,C,J,D,C,B,B,C,A,A,B,C,A,C,?,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,B,C,A,B,A,A,B,A,A,A,B,A,B,C,A,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829386,1,1,11,4,6,BCDADBACAAB,DCACBBAABBB,AADCCDDDAAB,DCBBCABBADB,1,1,270430231,1.109.088.809,-0.270502,0.339071,234.845.395,18.951.468,1,B,E,I,D,C,A,B,B,A,A,A,A,A,B,C,F,A,A,G,B,B,B,G,B,B,A,A,A,A,A,A,B,B,B,A,A,B,B,C,A,B,A,C,C,B,A,A,A,A,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829387,1,1,1,1,2,DBBACDCADCB,ABBDCBCACAA,CBBABDACBBD,CAABCACBBAD,1,1,270430231,1.109.088.809,-0.251711,0.33762,235.895.667,18.870.368,1,A,E,J,D,B,B,B,B,B,A,B,B,B,C,C,D,A,A,G,A,A,C,G,A,A,A,A,A,A,A,B,?,?,?,?,B,?,B,?,D,A,B,?,C,A,A,B,A,B,A,B,'ACIMA DA M?DIA '
2015,2,27,2704302,1,27036065,3,1,603817,2,5,17829388,1,1,18,4,7,BDCDBAACADA,CCCAACDDBBA,BACBCDBDACC,ACAAADDACCA,1,1,270430231,1.109.088.809,-0.708545,0.460786,210.362.152,25.754.402,1,A,B,A,D,B,B,B,B,B,?,B,B,A,A,C,C,B,A,B,A,A,A,B,?,B,A,A,A,A,A,A,?,B,?,?,?,?,?,?,C,C,B,A,A,C,A,A,B,C,A,D,'ACIMA DA M?DIA '
