ID_PROVA_BRASIL,ID_UF,ID_MUNICIPIO,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_SERIE,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,TX_RESP_Q058,TX_RESP_Q059,TX_RESP_Q060,TX_RESP_Q061,TX_RESP_Q062,TX_RESP_Q063,TX_RESP_Q064,TX_RESP_Q065,TX_RESP_Q066,TX_RESP_Q067,TX_RESP_Q068,TX_RESP_Q069,TX_RESP_Q070,TX_RESP_Q071,TX_RESP_Q072,TX_RESP_Q073,TX_RESP_Q074,TX_RESP_Q075,TX_RESP_Q076,TX_RESP_Q077,TX_RESP_Q078,TX_RESP_Q079,TX_RESP_Q080,TX_RESP_Q081,TX_RESP_Q082,TX_RESP_Q083,TX_RESP_Q084,TX_RESP_Q085,TX_RESP_Q086,TX_RESP_Q087,TX_RESP_Q088,TX_RESP_Q089,TX_RESP_Q090,TX_RESP_Q091,TX_RESP_Q092,TX_RESP_Q093,TX_RESP_Q094,TX_RESP_Q095,TX_RESP_Q096,TX_RESP_Q097,TX_RESP_Q098,TX_RESP_Q099,TX_RESP_Q100,TX_RESP_Q101,TX_RESP_Q102,TX_RESP_Q103,TX_RESP_Q104,TX_RESP_Q105,TX_RESP_Q106,TX_RESP_Q107,TX_RESP_Q108,TX_RESP_Q109,TX_RESP_Q110,TX_RESP_Q111,TX_RESP_Q112,TX_RESP_Q113,TX_RESP_Q114,TX_RESP_Q115,TX_RESP_Q116,TX_RESP_Q117,TX_RESP_Q118,TX_RESP_Q119,TX_RESP_Q120,TX_RESP_Q121,TX_RESP_Q122,TX_RESP_Q123,TX_RESP_Q124,TX_RESP_Q125
2015,27,2704302,27036049,3,1,603816,5,1,B,F,A,H,E,C,B,A,A,H,C,J,G,F,D,A,B,A,B,B,C,A,D,A,A,B,B,B,B,C,C,C,A,B,B,B,B,C,B,B,A,A,B,C,C,B,C,D,C,C,F,D,C,D,E,C,C,B,B,C,D,D,D,D,D,D,C,C,B,A,B,B,B,B,B,A,A,A,A,A,A,B,A,A,B,B,B,B,B,B,B,B,D,C,B,A,A,A,E,A,C,A,B,F,C,D,F,F,D,D,E,F,E,E,E,F,F,D,E,F,F,F,E,E,E
2015,27,2704302,27226603,3,1,605189,5,1,B,C,A,B,D,A,A,A,A,C,C,C,D,C,D,A,C,A,C,D,D,A,A,A,A,C,C,C,B,C,B,D,B,C,C,C,B,B,B,C,B,B,A,D,D,C,C,D,C,C,C,C,D,E,E,E,E,B,B,A,B,C,B,A,A,B,B,B,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,A,B,D,C,B,A,A,A,E,A,C,A,F,F,C,D,F,F,E,D,F,F,E,F,F,F,F,E,E,F,F,F,F,F,F
2015,27,2704302,27226603,3,1,605188,5,1,B,B,C,G,B,B,B,C,E,G,C,G,D,C,C,A,A,A,A,C,D,A,E,A,B,D,D,D,C,C,D,D,B,B,C,C,B,B,C,B,B,A,A,C,D,D,D,D,B,D,F,E,C,E,D,E,D,D,D,D,D,D,D,C,D,D,D,D,C,B,B,B,B,B,B,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,D,D,D,B,A,A,E,A,D,A,A,F,C,D,F,F,F,C,E,F,F,E,E,F,E,F,E,F,F,F,E,E,E
2015,27,2704302,27226603,3,1,605186,5,1,B,B,C,G,B,B,B,C,E,E,C,E,D,C,C,A,A,A,A,C,D,D,E,A,B,D,D,D,C,C,D,D,B,B,C,C,B,B,C,B,A,A,A,C,D,D,D,D,B,D,F,E,C,E,E,E,D,D,D,D,D,D,D,C,D,D,D,D,C,B,B,B,A,B,B,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,D,D,D,A,A,A,E,A,D,A,B,F,C,D,F,F,F,F,E,F,F,E,E,E,E,E,E,F,F,F,E,F,E
2015,27,2704302,27226603,3,1,605187,5,1,A,C,B,D,D,B,C,A,A,C,C,C,C,C,C,A,C,A,A,C,D,E,B,A,B,C,A,A,A,A,A,C,B,C,C,C,B,C,C,C,B,C,B,D,D,C,D,D,A,A,B,B,B,E,B,C,B,B,B,A,B,B,B,A,A,B,C,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,D,D,D,C,A,B,D,A,B,A,B,F,C,E,F,F,F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
2015,27,2704302,27224775,3,1,605043,5,1,B,D,A,D,D,C,B,C,E,F,A,H,G,D,D,A,C,A,B,C,E,E,E,E,C,C,A,A,A,C,B,C,B,C,C,B,B,C,C,C,B,C,C,D,D,D,D,D,A,A,H,A,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,B,D,A,C,C,A,A,E,A,D,A,A,F,C,D,F,F,E,D,F,F,E,F,F,E,E,E,E,F,E,E,E,E,E
2015,27,2704302,27224775,3,1,605044,5,1,B,D,A,D,D,C,B,C,E,G,A,G,G,D,E,A,B,A,B,C,E,E,E,E,C,B,B,B,B,C,C,C,B,C,C,C,B,C,C,C,B,C,C,D,D,D,D,D,A,A,H,A,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,A,A,A,A,A,A,B,,B,B,B,B,B,B,B,B,D,C,C,A,A,A,E,A,D,A,A,E,C,D,F,F,E,D,F,F,E,E,E,E,D,D,E,F,F,F,E,F,F
2015,27,2704302,27224775,3,1,605044,5,1,B,D,A,D,D,C,B,C,E,G,A,G,G,D,E,A,B,A,B,C,E,E,E,E,C,B,B,B,B,C,C,C,B,C,C,C,B,C,C,C,B,C,C,D,D,D,D,D,A,A,H,A,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,B,D,C,C,A,A,A,E,A,D,A,A,E,C,D,F,F,E,D,F,F,E,E,E,E,D,D,E,F,F,F,E,F,F
2015,27,2704302,27036235,3,1,603856,5,1,B,D,B,G,C,B,B,C,E,H,A,H,F,D,B,A,C,B,A,B,D,D,A,D,A,B,A,A,A,A,B,D,B,B,C,C,B,B,C,C,B,B,A,D,D,A,C,D,A,A,H,E,E,E,E,E,E,C,C,C,C,C,C,B,C,D,D,D,B,A,B,B,B,B,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,D,D,C,C,A,B,E,A,E,A,A,F,C,D,E,E,E,D,E,F,F,F,F,F,F,F,E,E,F,F,E,E,E
2015,27,2704302,27036235,3,1,603854,5,1,B,C,C,G,B,B,D,C,E,H,A,H,D,C,A,A,C,B,A,C,D,C,A,D,A,C,C,C,C,C,C,C,B,C,C,B,B,B,C,C,B,B,B,D,D,A,A,D,A,A,C,B,C,E,C,E,D,B,B,A,B,C,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,D,D,C,B,B,C,E,A,D,A,D,D,C,C,F,F,E,C,A,F,F,E,E,F,F,D,E,F,F,F,E,F,E
2015,27,2704302,27036235,3,1,603855,5,1,B,D,B,I,B,D,C,A,A,H,C,H,G,D,F,A,C,B,A,B,D,D,A,A,A,B,B,B,C,D,D,D,A,B,C,C,B,C,C,C,B,B,A,C,D,A,A,D,A,A,H,E,C,E,E,D,D,C,C,D,D,D,D,D,D,D,D,D,D,A,B,B,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,D,D,D,C,A,A,E,A,C,A,A,F,C,D,E,E,E,D,F,F,F,F,E,E,E,E,E,F,F,F,E,F,F
2015,27,2704302,27036235,3,1,603857,5,1,B,C,C,G,B,B,D,C,C,H,A,I,D,C,A,A,C,B,A,C,D,B,A,A,A,C,C,C,C,C,C,C,B,C,C,B,B,B,C,C,C,C,B,D,D,A,A,D,A,A,C,B,C,E,C,E,D,B,B,A,B,C,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,D,D,C,B,B,C,E,A,C,A,B,C,B,C,F,F,E,C,A,F,F,E,E,F,F,D,E,F,F,F,E,F,E
2015,27,2704302,27036413,3,1,603895,5,1,B,E,C,G,E,C,B,C,C,I,A,I,G,D,C,A,B,B,A,D,E,E,E,E,A,D,D,D,D,D,D,D,B,C,C,C,B,C,C,C,B,B,B,D,B,D,C,D,C,D,F,D,C,E,E,D,D,C,C,D,C,B,B,B,C,C,C,C,B,A,B,B,B,B,B,A,A,A,A,B,B,A,B,A,B,B,B,B,B,B,B,B,D,C,C,C,A,B,D,A,C,A,A,E,C,D,F,F,E,C,F,F,F,F,E,F,F,E,E,E,E,F,F,F,F
2015,27,2704302,27036413,3,1,603896,5,1,B,D,B,G,D,B,B,C,C,E,A,F,G,C,C,A,C,B,B,D,E,E,E,E,C,C,C,C,B,B,D,D,B,C,C,C,B,B,C,C,B,B,B,D,D,D,D,D,C,D,F,E,C,E,E,E,D,D,C,D,D,D,D,D,D,D,D,D,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,D,C,C,B,A,B,D,A,D,A,A,E,C,D,F,F,E,E,F,F,F,E,E,F,F,F,E,F,F,F,F,F,F
2015,27,2704302,27034755,3,1,603737,5,1,B,F,A,B,A,B,B,C,C,I,A,J,G,E,F,A,B,B,A,D,E,D,E,E,A,C,C,C,B,B,D,D,B,C,C,C,B,C,B,B,B,B,B,C,D,D,C,D,C,C,F,D,B,D,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,B,A,B,E,A,C,A,A,F,C,D,F,F,F,E,F,F,F,E,E,E,E,D,E,E,F,F,E,D,D
2015,27,2704302,27034755,3,1,603737,5,1,B,F,A,B,A,B,B,C,C,J,C,J,G,F,E,A,B,B,A,D,E,D,E,E,A,C,C,C,B,B,D,D,B,C,C,C,B,C,B,B,B,B,B,C,D,C,D,D,C,C,F,D,B,D,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,B,A,B,E,A,C,A,A,F,C,D,F,F,F,E,F,F,F,E,E,E,E,D,E,D,F,F,E,D,D
2015,27,2704302,27034755,3,1,603738,5,1,B,D,A,D,D,B,B,C,E,G,A,H,E,E,E,A,C,B,A,B,C,A,A,D,B,C,B,B,C,D,B,C,B,C,B,B,B,C,C,C,B,C,C,C,D,D,C,C,A,A,F,D,B,C,C,D,C,B,C,B,C,C,C,C,C,C,C,C,C,B,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,C,C,A,B,E,A,C,B,A,F,C,C,F,F,D,C,C,F,D,F,F,F,E,D,E,F,F,F,E,E,D
2015,27,2704302,27034755,3,1,603738,5,1,B,D,A,D,D,B,B,C,E,G,A,H,E,E,E,A,C,B,A,B,C,A,A,D,B,C,B,B,C,D,B,C,B,C,B,B,B,C,C,C,B,C,C,C,D,D,C,C,A,A,F,D,B,C,C,D,C,B,C,B,C,C,C,C,C,C,C,C,C,B,B,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,C,C,A,B,E,A,C,B,A,F,C,C,F,F,D,C,C,F,D,F,F,F,E,D,E,F,F,F,E,E,D
2015,27,2704302,27216179,3,1,604662,5,1,B,C,B,D,C,B,B,C,E,H,A,I,E,B,B,B,C,C,A,C,B,A,A,A,A,C,C,C,C,C,C,C,B,C,C,C,B,B,A,B,A,B,A,C,D,C,C,C,B,B,H,A,A,E,E,E,A,C,C,C,C,C,C,C,C,C,C,C,C,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,D,D,C,B,A,A,E,A,D,A,A,F,C,C,F,F,F,D,F,F,F,D,D,F,F,F,F,E,F,F,F,E,F
2015,27,2704302,27216179,3,1,604662,5,1,B,C,B,D,C,B,B,C,E,H,A,I,E,B,B,B,C,C,A,C,B,A,A,A,A,C,C,C,C,C,C,C,B,C,C,C,B,B,A,B,A,B,A,C,D,C,C,C,B,B,H,A,A,E,E,E,A,C,C,C,C,C,C,C,C,C,C,C,C,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,D,D,C,B,A,A,E,A,D,A,A,F,C,C,F,F,F,D,F,F,F,D,D,F,F,F,F,E,F,F,F,E,F
2015,27,2704302,27216179,3,1,604661,5,1,B,C,G,D,C,C,B,C,E,E,C,E,E,C,C,A,C,A,C,D,C,A,A,E,A,B,B,B,B,B,B,D,A,A,A,A,A,B,C,C,A,C,C,C,D,C,C,C,A,A,H,E,C,E,E,D,A,B,C,C,D,D,C,C,C,D,D,C,C,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,D,D,C,A,A,A,E,A,D,A,B,F,C,C,F,F,E,C,F,F,F,C,C,F,F,C,C,E,F,F,C,F,E
2015,27,2704302,27216179,3,1,604661,5,1,B,C,G,D,C,C,B,C,E,E,C,E,E,C,C,A,C,A,C,D,C,A,A,E,A,B,B,B,B,B,B,D,A,A,A,A,A,B,C,C,A,C,C,C,D,C,C,C,A,A,H,E,C,E,E,D,A,B,C,C,D,D,C,C,C,D,D,C,C,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,D,D,C,A,A,A,E,A,D,A,B,F,C,C,F,F,E,C,F,F,F,C,C,F,F,C,C,E,F,F,C,F,E
2015,27,2704302,27230139,3,1,605245,5,1,B,E,C,D,D,B,D,A,A,H,C,H,G,C,C,A,B,C,B,C,A,A,A,A,A,D,D,A,C,D,D,D,B,C,C,B,B,B,B,B,C,B,B,C,C,A,C,A,A,A,F,A,B,C,A,A,B,A,D,B,B,C,B,B,B,D,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,B,B,A,B,B,B,B,B,D,D,D,C,A,A,E,A,C,F,F,F,C,D,F,F,D,C,E,F,D,,,,,,,E,E,E,D,D,E
2015,27,2704302,27230139,3,1,605244,5,1,A,C,B,F,B,B,B,A,A,F,A,F,D,D,D,A,C,C,A,B,E,D,A,A,C,D,D,A,B,B,B,B,B,C,C,C,C,C,C,C,C,C,A,D,A,A,C,A,A,A,A,E,C,E,D,D,C,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,27,2704302,27230139,3,1,605245,5,1,B,E,C,D,D,B,D,A,A,H,C,H,G,C,C,A,C,C,B,C,A,A,A,A,A,D,D,A,C,D,D,D,B,C,B,B,B,B,B,B,C,B,B,C,C,A,C,A,A,A,F,A,B,C,A,A,B,A,D,B,B,C,B,B,B,D,B,A,A,A,A,A,A,B,,A,A,A,B,A,A,B,B,A,B,B,A,B,B,B,B,B,D,D,D,C,A,A,E,A,C,F,F,F,C,D,F,F,D,C,E,F,D,F,E,D,D,E,D,,,,,,
2015,27,2704302,27230139,3,1,605244,5,1,A,C,B,F,B,B,B,A,A,F,A,F,D,D,D,A,C,C,A,B,E,D,A,A,B,D,D,A,B,,B,B,B,C,C,C,C,C,C,C,C,C,A,D,D,A,C,D,A,A,A,E,C,E,D,D,C,B,B,B,B,B,B,B,B,D,D,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,D,D,D,D,A,B,D,B,D,B,B,B,C,D,F,E,D,D,D,F,E,E,E,E,E,E,E,F,F,F,F,E,F
2015,27,2704302,27036200,3,1,603847,5,1,B,D,A,H,D,C,B,C,E,D,A,I,D,D,D,A,C,A,C,B,D,E,A,D,A,C,C,C,C,D,C,D,B,B,C,C,B,B,B,B,A,B,B,C,C,C,D,D,B,C,F,A,D,D,D,D,D,C,C,C,C,C,C,B,C,C,C,C,C,B,B,B,B,B,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,D,C,B,A,A,C,E,A,C,A,B,D,C,D,E,F,E,D,D,F,F,D,D,E,E,D,D,E,E,F,F,F,F
2015,27,2704302,27036200,3,1,603848,5,1,B,C,B,D,D,B,B,C,B,G,C,G,G,D,D,A,C,A,C,B,D,D,E,A,A,C,C,A,A,A,B,D,B,B,C,C,C,B,B,C,B,C,B,C,D,C,D,D,B,B,H,B,B,C,B,C,C,B,C,B,B,C,C,C,B,D,D,D,C,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,B,C,C,C,A,A,B,E,A,D,A,A,D,C,D,F,F,D,C,A,F,F,E,E,E,E,E,E,F,F,F,F,F,D
2015,27,2704302,27036200,3,1,603849,5,1,B,D,A,D,D,B,B,A,A,F,C,F,D,D,A,A,C,A,C,B,A,A,A,A,A,C,C,A,A,A,C,D,B,B,B,C,B,B,B,B,B,B,B,C,D,B,D,C,B,B,H,B,B,C,B,C,C,B,C,B,B,C,C,C,B,D,D,D,C,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,B,D,D,C,A,A,B,E,A,D,A,A,D,C,D,F,F,D,C,A,F,F,E,E,E,E,E,E,F,F,F,F,F,D
2015,27,2704302,27226298,3,1,605154,5,1,B,C,C,D,C,D,B,C,E,C,A,H,D,D,C,D,C,B,A,C,D,D,D,D,C,C,C,C,C,C,D,D,B,C,C,C,B,C,C,C,B,B,B,D,D,C,C,C,A,A,G,E,D,E,E,E,D,C,C,C,C,B,B,B,D,D,D,D,D,A,B,B,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,B,B,B,D,D,D,C,A,A,D,A,C,A,C,D,C,C,F,F,E,D,A,F,E,D,D,F,F,D,E,F,F,F,E,E,E
2015,27,2704302,27226298,3,1,605153,5,1,A,C,C,H,C,D,B,D,E,F,C,F,D,C,D,A,C,A,C,C,A,D,A,A,A,B,B,B,C,B,B,D,B,B,C,B,C,B,C,C,B,A,A,C,D,C,C,D,A,A,B,A,C,C,D,D,A,B,B,A,B,B,B,B,A,C,B,C,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,D,D,D,A,A,A,E,A,C,A,C,D,C,C,F,F,E,C,E,F,F,E,E,D,D,B,C,E,E,E,C,E,D
2015,27,2704302,27226298,3,1,605153,5,1,A,C,C,H,C,D,B,D,E,F,C,F,D,C,D,A,C,A,C,C,A,D,A,A,A,B,B,B,C,B,D,D,B,B,C,B,C,B,C,C,B,A,A,C,D,C,C,D,A,A,B,A,C,C,D,D,A,B,B,A,B,B,B,B,A,C,B,C,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,D,D,D,A,A,A,E,A,C,A,C,D,C,C,F,F,E,C,E,F,F,E,E,D,D,B,C,E,E,E,C,E,D
2015,27,2704302,27226298,3,1,605154,5,1,B,C,C,D,C,D,B,C,E,C,A,H,D,D,C,D,C,B,A,C,D,D,D,D,C,C,C,C,C,C,D,D,B,C,C,C,B,C,C,C,B,B,B,D,D,C,C,C,A,A,G,E,D,E,E,E,D,C,C,C,C,B,B,B,D,D,D,D,D,A,B,B,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,B,B,B,D,D,D,C,A,A,D,A,C,A,C,D,C,C,F,F,E,D,A,F,E,D,D,F,F,D,E,F,F,F,E,E,E
2015,27,2704302,27230392,3,1,605256,5,1,B,D,D,D,C,D,B,C,E,E,C,E,E,C,C,A,C,A,C,C,D,D,A,A,A,C,C,C,A,C,D,D,B,C,B,B,C,B,C,C,B,B,A,D,D,B,D,D,D,D,H,A,C,D,C,D,C,D,C,C,C,C,C,C,C,C,C,C,C,A,B,A,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,C,A,B,E,A,C,B,B,D,C,C,F,F,F,E,F,E,E,F,E,E,F,E,F,F,F,F,E,F,E
2015,27,2704302,27230392,3,1,605257,5,1,B,C,B,D,C,D,B,C,E,E,C,E,C,C,C,A,C,A,C,C,D,D,A,A,A,C,C,C,C,C,D,D,B,C,B,B,C,B,C,C,A,B,A,C,D,B,C,D,C,C,H,A,C,A,A,D,C,D,C,C,C,C,C,C,C,C,C,C,C,A,B,B,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,C,A,B,E,A,C,B,B,E,C,C,E,F,E,E,F,F,F,F,F,E,E,E,F,F,F,F,E,F,E
2015,27,2704302,27230392,3,1,605256,5,1,B,D,B,D,C,D,B,C,E,E,C,E,E,C,C,A,C,A,C,C,D,D,A,A,A,C,C,C,A,C,D,D,B,B,B,B,C,B,C,C,B,B,A,D,D,B,D,D,D,D,H,A,C,D,C,D,C,D,C,C,C,C,C,C,C,C,C,C,C,A,B,A,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,C,A,B,E,A,C,B,B,D,C,C,F,F,F,E,F,E,E,F,E,E,F,E,F,F,F,F,E,F,E
2015,27,2704302,27230392,3,1,605257,5,1,B,C,B,D,C,D,B,C,E,E,C,E,C,C,C,A,C,A,C,C,D,D,A,A,A,C,C,C,C,C,D,D,B,C,B,B,C,B,C,C,A,B,A,C,D,B,C,D,C,C,H,A,C,A,A,D,C,D,C,C,C,C,C,C,C,C,C,C,C,A,B,B,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,C,A,B,E,A,C,B,B,E,C,C,E,F,E,E,F,F,F,F,F,E,E,E,F,F,F,F,E,F,E
2015,27,2704302,27036286,3,1,603865,5,1,B,D,A,D,D,B,B,C,E,E,C,E,E,E,E,A,B,A,B,A,B,D,C,B,A,D,A,D,C,D,D,D,B,B,C,C,B,B,B,B,B,B,B,C,C,C,C,D,C,C,F,E,D,E,E,E,E,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,27,2704302,27036286,3,1,603864,5,1,B,D,B,H,C,C,B,A,A,I,C,I,F,D,E,A,C,A,C,C,B,B,A,A,A,C,A,A,A,A,C,D,B,B,C,C,B,B,B,C,B,B,A,D,C,C,D,D,B,D,F,E,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,D,D,D,D,A,A,E,A,D,A,A,F,C,D,F,F,D,E,F,F,E,E,D,D,D,D,D,E,F,F,E,E,E
2015,27,2704302,27230155,3,1,605247,5,1,B,D,B,H,E,B,B,C,E,G,A,I,F,E,E,A,C,B,A,B,A,D,A,D,C,B,C,C,B,A,C,D,A,B,B,C,A,B,C,B,A,B,B,C,D,C,C,C,B,B,H,E,E,E,E,D,C,C,D,D,D,D,C,C,C,D,D,D,D,A,B,B,B,B,A,A,A,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,D,D,C,A,A,B,E,A,C,A,A,F,C,D,B,B,C,C,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E
2015,27,2704302,27230155,3,1,605246,5,1,B,D,B,F,D,C,B,C,E,E,A,F,F,C,C,E,C,C,B,B,B,A,A,A,A,C,C,C,C,C,D,D,B,A,C,C,B,B,C,C,A,B,B,C,C,C,C,D,A,A,A,B,A,D,E,C,C,B,C,B,B,B,B,A,B,B,C,B,C,A,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,D,D,C,C,A,B,E,A,B,A,B,E,C,D,E,E,E,C,E,F,F,D,D,F,D,D,F,F,F,F,E,F,E
2015,27,2704302,27230155,3,1,605247,5,1,B,D,B,H,E,B,B,C,E,G,A,I,F,E,E,A,C,B,A,B,A,D,A,D,C,A,C,C,B,A,C,D,B,B,B,C,A,B,C,B,A,B,B,C,D,C,C,C,B,B,H,E,E,E,E,D,C,C,D,D,D,D,C,C,C,D,D,D,D,A,B,B,B,B,A,A,A,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,D,D,C,A,A,B,E,A,C,A,A,F,C,D,B,B,E,E,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E
2015,27,2704302,27230155,3,1,605246,5,1,B,D,B,F,D,C,B,C,E,E,A,F,F,C,C,E,C,C,B,B,B,A,A,A,A,C,C,C,C,C,D,D,B,A,C,C,B,B,C,C,A,B,B,C,C,C,C,D,A,A,A,B,A,D,E,C,C,B,C,B,B,B,B,A,B,B,C,B,C,A,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,D,D,C,C,A,B,E,A,B,A,B,E,C,D,E,E,E,C,E,F,F,D,D,F,D,D,F,F,F,F,E,F,E
2015,27,2704302,27230120,3,1,605243,5,1,B,E,A,D,E,C,B,C,E,G,A,H,D,B,F,D,C,C,A,D,C,C,E,D,A,A,B,C,A,C,C,D,B,C,C,C,C,B,B,B,B,C,C,D,D,B,C,C,B,C,F,E,B,B,C,D,D,B,C,C,C,C,C,C,C,D,D,C,C,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,C,C,B,B,B,C,D,B,A,B,B,E,C,C,E,F,F,C,F,F,E,F,E,E,E,F,F,C,F,C,F,E,F
2015,27,2704302,27230120,3,1,605243,5,1,B,E,A,D,E,C,B,C,E,G,A,H,D,C,B,D,C,C,A,D,C,C,E,D,A,A,B,C,A,C,C,D,B,C,C,C,C,B,B,B,B,C,C,D,D,B,C,C,B,C,F,E,B,B,C,C,D,B,C,C,C,C,C,C,C,D,D,C,C,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,C,C,B,B,B,C,D,B,A,B,B,E,C,C,E,F,F,C,F,F,E,F,E,E,,E,D,F,F,C,F,E,F
2015,27,2704302,27230120,3,1,605241,5,1,B,C,A,H,C,B,B,C,F,H,B,K,D,D,D,A,C,A,C,C,B,A,A,A,A,C,C,C,C,C,D,D,A,A,A,A,A,C,B,C,B,C,B,D,D,C,D,D,A,A,F,B,C,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,D,D,D,B,A,B,E,A,C,A,A,E,C,C,E,E,F,F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F
