Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_N·meros,Cidade,UF,Ganhadores_14_N·meros,Ganhadores_13_N·meros,Ganhadores_12_N·meros,Ganhadores_11_N·meros,Valor_Rateio_15_N·meros,Valor_Rateio_14_N·meros,Valor_Rateio_13_N·meros,Valor_Rateio_12_N·meros,Valor_Rateio_11_N·meros,Acumulado_15_N·meros,Estimativa_Premio,Valor_Acumulado_Especial,outros1,outros2
11,1,25,18,13,22,14,21,6,9,8,3,12,5,4,22.744.690,0,VIT?RIA,SP,DF,343,12085,162152,1005030,1.956.783,83,1.755,36,20,8,4,0,1.700.000
24,8,5,16,14,21,7,11,15,20,4,25,19,6,1,21.690.226,0,BELO HORIZONTE,AM,MT,507,15784,145559,810338,425.975,85,1.846,56,20,8,4,0,1.700.000
12,25,9,4,6,21,8,19,13,24,22,5,15,14,17,21.817.782,0,CONTAGEM,MG,BA,572,18664,203881,974033,809.306,65,1.243,84,20,8,4,0,1.700.000
19,21,23,9,22,2,12,25,24,3,10,5,6,16,1,22.411.876,0,CURITIBA,RJ,SE,296,10909,158507,872145,539.239,99,2.242,16,20,8,4,0,4.500.000
4,8,22,25,21,14,3,24,1,5,19,7,15,6,18,19.277.244,0,PONTA GROSSA,RS,BA,296,11707,149711,802097,422.732,64,1.757,73,20,8,4,0,1.700.000
3,19,2,15,14,8,11,21,9,5,16,23,12,4,20,20.233.508,0,NITER?I,SP,SP,351,11707,149536,839885,1.811.406,15,1.587,91,20,8,4,0,1.700.000
17,21,5,16,8,11,23,4,15,12,25,13,3,9,10,20.453.430,0,GRAVATA?,BA,MG,392,14945,188912,1033178,1.330.195,71,1.491,58,20,8,4,80,85.000.000
22,25,1,2,3,16,15,18,21,13,19,10,4,8,11,19.659.044,0,PALMITOS,CE,RJ,829,14065,159685,865433,0,844,76,20,8,4,1.593.201,0,1.700.000
24,9,20,11,18,23,14,19,4,2,10,15,16,3,7,26.257.542,0,TOBIAS BARRETO,BA,SP,670,19218,212074,1121207,946.197,34,1.437,81,20,8,4,0,1.700.000
15,24,13,6,5,9,2,21,4,22,20,25,3,11,19,20.545.808,0,ATIBAIA,MG,MG,370,14477,176196,945787,519.337,65,1.850,92,20,8,4,39,1.700.000
5,24,20,10,25,1,6,22,2,12,13,23,7,4,21,19.647.438,0,BERTIOGA,SC,ES,301,11682,145150,806240,0,1.812,66,20,8,4,63.112.374,0,1.700.000
13,1,3,24,10,19,14,23,12,21,25,22,5,11,8,209.571.936,0,CAMPINAS,SP,PR,4120,141813,1857700,9732743,8.227.506,94,1.661,12,20,8,4,0,1.700.000
4,17,7,8,2,6,14,1,12,16,25,22,11,24,19,25.618.478,0,GUARULHOS,SP,SE,864,21432,195835,986387,234.987,40,1.195,49,20,8,4,0,1.700.000
9,7,23,4,2,5,6,10,15,16,17,20,21,3,14,22.866.080,0,INDIAPOR?,SP,ES,628,19893,180444,963967,1.917.825,68,1.342,35,20,8,4,0,1.700.000
9,5,13,23,1,17,21,14,8,12,16,7,10,6,15,22.506.580,0,ITU,SC,RN,373,10672,156394,1002188,974.404,53,1.607,60,20,8,4,0,1.700.000
18,5,11,22,15,24,16,21,23,7,25,19,13,6,9,23.072.506,0,ITU,SP,BA,618,19484,220522,1119773,306.562,41,1.090,23,20,8,4,0,1.700.000
17,5,16,4,2,6,9,10,13,21,18,3,7,8,25,21.754.470,0,ITU,RJ,PR,273,10133,140893,873320,698.777,25,2.362,73,20,8,4,0,1.700.000
3,4,11,13,23,2,9,7,20,14,21,10,5,16,17,21.961.838,0,PEDREIRA,SC,RJ,761,28439,215104,1044773,347.118,94,801,99,20,8,4,0,1.700.000
25,18,6,17,24,13,19,2,12,4,23,15,10,22,5,22.380.706,0,PRESIDENTE PRUDENTE,SP,MA,739,18866,204629,1030278,324.543,43,965,19,20,8,4,0,1.700.000
8,14,12,15,7,17,18,20,10,24,4,9,5,19,3,21.384.424,0,S?O PAULO,MG,GO,573,17732,195424,985629,1.551.298,5,1.190,3,20,8,4,0,1.700.000
4,19,11,14,1,7,13,15,3,9,2,6,18,22,23,20.947.498,0,S?O PAULO,RJ,RJ,401,14140,172836,956173,408.409,14,1.790,72,20,8,4,0,1.700.000
21,2,13,14,9,6,11,23,20,15,4,18,10,22,17,22.334.208,0,S?O PAULO,SP,DF,590,16008,185448,993010,444.300,8,1.324,4,20,8,4,0,1.700.000
7,18,23,15,6,16,12,17,21,24,3,19,20,11,2,21.288.982,0,TABO?O DA SERRA,SP,RO,256,9284,128845,811681,542.070,72,2.606,11,20,8,4,0,1.700.000
13,6,1,15,16,25,17,4,22,14,8,10,23,7,20,21.859.828,0,8,AL,ES,381,12458,157155,886653,670.831,75,1.625,27,20,8,4,0,1.700.000
6,24,9,19,18,3,11,7,20,17,5,8,12,23,14,23.695.726,0,BRAS?LIA,MG,BA,441,17061,214784,1103637,345.607,73,1.722,39,20,8,4,0,4.500.000
11,16,14,15,7,19,22,5,13,17,23,10,4,24,1,21.529.472,0,BRAS?LIA,MG,RJ,441,15035,177266,944591,581.744,73,1.739,53,20,8,4,0,1.700.000
2,7,19,8,1,13,12,11,4,22,15,23,16,5,14,28.974.856,0,BELO HORIZONTE,PR,CE,441,16270,223775,1235621,2.503.550,17,1.746,76,20,8,4,0,1.700.000
11,2,20,13,18,25,4,17,5,23,21,10,8,6,9,20.788.212,0,VOLTA REDONDA,RJ,CE,1253,26506,233466,1021794,143.695,63,403,27,20,8,4,74,4.000.000
16,9,3,11,4,13,5,14,12,21,1,19,20,8,25,21.377.800,0,COTIA,SP,PI,328,11280,154433,891211,0,1.810,27,20,8,4,1.929.752,0,1.700.000
10,2,14,16,4,3,18,23,8,12,22,7,15,25,24,30.036.474,0,PARANAPANEMA,SP,GO,1037,28478,294329,1377035,365.219,34,884,91,20,8,4,0,1.700.000
18,17,15,1,14,16,20,2,25,12,11,22,10,19,7,20.990.690,0,TAUBAT?,SP,SC,194,9485,132255,829941,1.030.986,64,3.270,38,20,8,4,48,1.700.000
22,13,17,2,6,9,5,18,3,8,21,20,4,25,19,20.884.466,0,4,AL,SP,297,11583,169506,904542,0,1.813,59,20,8,4,1.750.562,0,1.700.000
15,19,25,20,14,13,16,18,8,9,7,10,5,12,21,28.135.946,0,PATROC?NIO,DF,RJ,572,19724,245731,1296262,1.288.976,27,1.626,34,20,8,4,0,1.700.000
1,20,4,16,23,8,21,7,22,13,5,25,3,9,15,21.489.176,0,PORTO UNI?O,MG,MT,385,14778,186966,1025736,778.316,52,1.777,23,20,8,4,0,1.700.000
16,14,9,8,19,20,10,23,12,2,1,15,25,7,17,29.233.174,0,TOBIAS BARRETO,PE,DF,469,17725,224459,1227154,2.554.180,29,1.675,70,20,8,4,0,3.500.000
25,17,4,24,18,11,23,12,3,1,16,5,20,21,10,22.577.460,0,5,SP,GO,331,11035,160425,949655,408.084,66,1.896,75,20,8,4,0,1.700.000
16,14,23,9,22,6,20,12,15,25,3,7,10,24,18,22.462.088,0,OLIVEIRA,DF,BA,505,18120,203594,990252,574.057,40,1.499,0,20,8,4,0,1.700.000
4,13,6,3,5,9,7,22,18,24,23,10,12,19,15,23.176.558,0,CURITIBA,MG,PR,668,20015,223402,1119694,384.540,92,1.012,14,20,8,4,67,4.700.000
4,17,5,20,1,10,6,16,2,19,23,3,9,21,12,21.789.958,0,IMBITUBA,RJ,RJ,239,10060,150104,855059,0,2.708,34,20,8,4,2.103.702,0,1.700.000
5,6,19,3,23,24,2,1,8,18,11,22,12,17,15,23.447.630,0,SANTOS,DF,CE,404,14803,178046,962902,4.193.218,85,1.591,41,20,8,4,0,1.700.000
7,9,19,4,6,25,2,8,11,23,14,5,20,13,17,22.749.904,0,5,SP,PE,840,22165,223860,1071078,507.086,59,796,5,20,8,4,45,1.700.000
1,10,8,21,4,24,11,17,15,14,7,9,20,12,22,21.613.060,0,BETIM,AL,AL,337,14018,166183,879250,0,1.762,37,20,8,4,1.930.238,0,1.700.000
14,12,11,5,3,15,16,2,22,24,17,19,1,18,13,28.929.860,0,MONTE ALTO,BA,ES,369,15188,184161,1158942,943.702,11,2.325,1,20,8,4,0,1.700.000
12,3,20,22,17,18,8,10,21,25,14,2,13,24,16,22.037.558,0,S?O PAULO,CE,GO,410,15562,183211,957678,1.795.194,85,1.347,24,20,8,4,0,1.700.000
22,9,1,16,6,5,4,11,19,10,25,13,23,3,7,20.728.746,0,LAGOA DA CONFUS?O,CE,RJ,682,20382,209250,991858,668.097,10,861,19,20,8,4,0,1.700.000
1,12,15,16,20,11,9,21,3,2,19,13,7,17,4,20.547.162,0,6,MG,SP,318,12537,165425,896706,852.233,93,1.649,22,20,8,4,0,5.200.000
16,10,7,2,17,1,8,14,11,5,24,9,12,15,3,23.320.458,0,IGUARA?U,MG,BA,378,13835,200595,973818,985.648,9,1.604,64,20,8,4,0,1.700.000
24,18,6,10,2,17,4,9,11,20,5,21,14,1,15,22.518.940,0,MANGARATIBA,MG,AM,435,14685,171577,907008,677.563,37,1.437,80,20,8,4,0,1.700.000
8,6,15,20,13,4,5,1,18,25,23,16,17,10,22,22.693.282,0,RIO DE JANEIRO,MT,SP,709,24490,239746,1026831,503.879,56,937,17,20,8,4,93,1.700.000
13,22,17,4,21,25,23,20,12,24,1,16,8,7,6,22.723.700,0,RIO DE JANEIRO,MT,AL,315,10994,149113,869786,0,2.203,84,20,8,4,2.256.177,0,1.700.000
25,5,13,17,4,21,19,3,24,12,22,8,11,1,18,29.391.700,0,SOROCABA,PR,RJ,604,19821,245596,1323641,914.001,43,1.683,88,20,8,4,0,1.700.000
23,24,5,21,1,19,4,18,6,13,8,3,22,12,16,22.174.236,0,5,PR,GO,433,15901,199502,976377,862.868,40,1.751,88,20,8,4,0,1.700.000
23,7,6,20,4,9,16,8,3,22,11,15,5,1,24,22.887.886,0,CURITIBA,RJ,CE,428,11622,152640,881720,562.072,22,1.616,31,20,8,4,0,1.700.000
13,16,20,5,14,17,8,24,2,19,4,22,1,10,9,22.087.746,0,RIO DE JANEIRO,SC,MA,376,13762,163988,902248,1.992.328,20,1.630,38,20,8,4,0,1.700.000
5,24,3,12,13,14,20,23,25,19,10,21,1,15,2,22.333.244,0,VARGE?O,SC,RJ,350,15053,206333,1043488,808.904,67,1.422,25,20,8,4,0,1.700.000
8,25,17,2,10,11,7,14,20,24,13,21,5,15,23,22.872.336,0,CAMPO LIMPO PAULISTA,SP,PE,1021,25464,241290,1136397,166.632,69,573,9,20,8,4,0,1.700.000
2,8,13,15,1,24,19,25,5,23,16,14,21,9,10,19.718.078,0,7,SP,TO,462,14502,171217,904123,297.695,33,1.416,18,20,8,4,0,1.700.000
10,22,1,25,3,18,21,19,13,14,12,4,23,20,7,21.250.182,0,MURIA?,BA,GO,422,15263,183501,984525,1.592.697,16,1.658,97,20,8,4,0,1.700.000
15,23,20,2,17,21,16,14,7,5,19,18,22,8,25,22.376.014,0,DUQUE DE CAXIAS,CE,DF,280,10990,150147,938591,514.662,4,2.262,25,20,8,4,0,1.700.000
8,13,20,6,25,19,15,12,1,7,2,14,24,9,21,18.410.196,0,URUGUAIANA,DF,MT,338,10449,124986,732159,874.324,31,1.591,85,20,8,4,0,1.700.000
14,23,8,15,4,2,9,1,18,10,3,13,7,24,11,21.365.048,0,FLORIAN?POLIS,DF,BA,376,14583,214624,986330,1.504.968,43,1.759,37,20,8,4,0,1.700.000
20,11,17,18,7,3,1,22,24,19,9,5,2,23,14,23.487.330,0,JARAGU? DO SUL,GO,BA,465,17307,204837,1070579,356.213,76,1.683,62,20,8,4,0,1.700.000
12,6,14,16,25,1,18,13,24,4,19,9,17,10,20,21.430.962,0,S?O PAULO,GO,SP,250,11377,143543,852116,1.025.074,8,2.523,26,20,8,4,0,1.700.000
17,16,11,7,18,14,20,3,21,1,19,5,15,24,25,21.624.660,0,3,MG,MG,284,12260,173748,1012009,1.679.366,25,1.819,47,20,8,4,0,1.700.000
9,10,21,24,5,4,17,2,19,18,25,15,6,23,11,23.227.830,0,RIO DE JANEIRO,MG,MA,477,16714,198211,1006791,625.164,78,1.728,28,20,8,4,0,1.700.000
9,14,17,12,1,21,3,7,20,4,16,5,25,13,24,21.215.434,0,GETULINA,MT,MA,539,17085,194056,991886,216.778,1,1.237,49,20,8,4,0,1.700.000
23,7,11,20,10,4,22,15,6,17,19,13,3,24,14,21.086.840,0,3,MT,AM,627,16771,180964,927889,207.383,64,1.163,9,20,8,4,0,1.700.000
23,11,9,12,16,17,24,13,4,15,14,18,10,1,22,21.305.756,0,CANOINHAS,PE,PR,292,10246,141550,866787,2.016.298,4,2.124,66,20,8,4,0,1.700.000
24,12,19,10,8,16,23,9,22,21,5,7,20,14,2,21.295.222,0,CRUZEIRO,PE,AC,336,13305,170497,931139,881.947,85,1.615,29,20,8,4,0,1.700.000
10,12,3,6,14,11,24,2,21,23,19,20,25,22,4,20.123.606,0,7,PR,RJ,389,14765,154813,833086,1.755.067,27,1.388,23,20,8,4,0,1.700.000
9,10,25,20,19,22,12,21,6,4,1,5,24,11,23,21.606.380,0,BOM JESUS DAS SELVAS,PR,PR,597,15334,177859,880104,234.111,30,1.378,97,20,8,4,0,1.700.000
20,19,5,13,12,3,23,8,24,21,18,14,6,11,2,21.298.260,0,BOCAI?VA,PR,GO,483,17745,193273,992421,382.413,26,1.392,8,20,8,4,0,1.700.000
5,16,6,3,8,11,7,9,2,13,20,19,18,1,17,21.939.102,0,CLEVEL?NDIA,RJ,GO,861,15983,147795,887046,1.014.704,42,1.036,6,20,8,4,0,1.700.000
14,21,23,3,12,18,24,7,22,15,20,13,11,8,2,23.337.248,0,RIO BRANCO DO IVA?,RJ,DF,421,14548,201070,1103786,864.924,39,1.806,11,20,8,4,0,1.700.000
8,18,13,4,10,7,15,6,22,11,2,21,20,1,24,21.654.546,0,ANGRA DOS REIS,RS,BA,815,19590,186146,915251,874.764,39,943,58,20,8,4,0,1.700.000
14,18,8,10,4,24,22,13,7,12,2,5,23,3,21,21.680.734,0,CAMPINAS,SC,BA,437,17431,229795,1079571,658.198,11,1.324,10,20,8,4,0,1.700.000
20,4,8,7,12,14,25,22,23,16,5,10,1,9,24,22.407.144,0,22,SE,DF,345,14712,184903,992938,1.805.494,62,1.610,25,20,8,4,0,1.700.000
8,20,7,1,18,15,14,2,13,19,21,5,10,11,25,21.757.610,0,1,SP,MG,656,21301,211687,1090171,268.592,66,899,86,20,8,4,0,1.700.000
24,15,18,13,2,20,3,1,21,9,6,10,25,12,5,21.627.130,0,3,SP,BA,724,19115,205439,1044763,288.501,8,875,78,20,8,4,0,1.500.000
4,14,19,9,10,13,16,7,25,21,2,6,12,5,22,22.087.748,0,BELO HORIZONTE,SP,BA,536,16954,181798,933603,460.346,72,1.510,7,20,8,4,0,4.500.000
21,23,7,4,5,2,10,3,1,12,22,15,17,6,18,20.683.238,0,SANTOS,SP,RJ,298,9758,132157,810745,678.046,94,2.100,30,20,8,4,0,1.700.000
6,21,12,15,25,19,7,10,17,11,2,24,16,5,18,20.974.980,0,7,SP,AM,386,11341,146383,823821,667.232,51,1.595,61,20,8,4,0,1.700.000
13,15,18,22,3,9,17,5,23,6,14,20,16,2,11,21.282.000,0,BEL?M,SP,AL,430,14660,177463,905994,884.682,47,1.808,70,20,8,4,62,1.700.000
6,25,16,10,12,22,11,20,1,7,13,21,17,15,19,18.656.990,0,PONTA GROSSA,SP,GO,285,12290,135180,794419,0,1.759,95,20,8,4,1.630.153,0,1.700.000
25,11,23,7,2,20,18,8,9,3,24,21,17,19,5,28.981.614,0,PONTA GROSSA,SP,MA,502,23821,288152,1416041,1.167.875,31,1.640,44,20,8,4,0,1.700.000
12,23,7,2,9,8,11,24,1,4,15,10,19,5,14,21.935.806,0,RESENDE,SP,MS,321,13539,207626,973255,838.156,95,1.606,82,20,8,4,0,1.700.000
6,3,20,5,17,21,9,15,14,13,11,7,23,4,22,21.689.440,0,JARAGU? DO SUL,SP,MG,431,16004,205330,999270,783.149,76,1.597,40,20,8,4,0,1.700.000
17,2,6,18,22,7,21,19,3,25,4,1,9,12,10,22.190.950,0,GURUPI,SP,PB,319,11500,157103,880857,1.048.630,65,2.022,92,20,8,4,0,1.700.000
5,24,17,1,11,2,15,23,13,18,3,25,9,19,8,21.895.830,0,2,SP,BA,944,35996,280169,1158028,215.931,75,402,18,20,8,4,0,1.700.000
22,9,8,18,14,12,2,21,25,4,5,10,23,20,19,21.478.510,0,LIMEIRA,SP,SP,498,17495,204214,1023723,1.470.685,52,1.298,10,20,8,4,0,1.700.000
21,15,3,19,25,5,22,6,4,12,1,2,11,10,16,22.417.688,0,94,SP,PR,351,13869,157649,910359,688.247,98,1.809,99,20,8,4,0,1.700.000
19,23,21,11,25,24,10,6,20,5,12,1,4,13,16,21.522.014,0,6,SP,MG,600,19921,190961,999588,387.339,6,1.135,5,20,8,4,0,1.700.000
25,12,14,22,20,19,2,7,9,15,23,4,8,10,13,21.515.560,0,IREC?,SP,BA,434,16858,207756,1039838,480.522,59,1.460,3,20,8,4,0,1.700.000
5,22,19,4,20,15,11,9,18,7,3,1,14,8,13,21.899.086,0,SALVADOR,SP,AC,486,16503,198499,1062665,756.297,48,1.368,5,20,8,4,0,1.700.000
20,14,2,13,23,9,19,11,5,7,25,6,24,4,22,21.145.518,0,CANTAGALO,SP,SP,560,19310,201204,1016203,1.413.132,73,1.109,20,20,8,4,0,1.700.000
15,3,5,25,8,4,19,18,12,10,16,24,7,17,2,20.690.990,0,CURITIBA,TO,SP,296,12094,164409,885723,880.277,49,1.830,10,20,8,4,0,1.700.000
10,19,14,24,25,21,2,13,20,11,16,23,5,15,8,21.953.390,0,S?O PAULO,MG,MS,853,23807,222932,1104948,143.438,70,665,24,20,8,4,0,1.700.000
2,9,13,11,3,20,19,4,25,15,10,22,12,17,1,21.877.412,0,14,SP,CE,457,16571,203250,1048683,505.284,94,1.458,0,20,8,4,0,1.700.000
13,23,24,5,3,22,10,2,18,4,14,25,8,1,12,21.985.282,0,ARAX?,GO,CE,730,21649,223757,1078738,453.858,54,819,85,20,8,4,0,1.000.000
7,13,9,25,23,17,3,10,2,19,6,20,15,11,12,23.117.076,0,DIVINOP?LIS,GO,MG,594,23440,258735,1182885,1.251.644,24,926,21,20,8,4,0,1.700.000
22,5,12,7,11,2,19,14,13,18,23,17,1,15,16,20.049.010,0,GOVERNADOR VALADARES,MG,AM,220,10018,129742,818464,1.901.422,20,2.659,33,20,8,4,0,1.700.000
16,25,14,17,7,23,10,5,15,18,11,4,21,8,24,21.352.872,0,RONDON?POLIS,SP,MG,410,13857,171697,911301,1.801.980,50,1.352,33,20,8,4,0,3.500.000
15,23,12,2,4,5,3,14,13,24,18,8,7,1,19,15.955.774,0,BEL?M,SP,SP,504,14231,169365,820044,454.316,92,792,45,20,8,4,0,5.800.000
3,13,2,22,7,15,20,5,10,1,17,11,18,12,19,16.306.198,0,RIO DE JANEIRO,SP,CE,394,13924,177400,822864,315.388,37,1.055,57,20,8,4,0,1.700.000
10,1,8,6,13,25,9,21,22,7,11,17,16,24,18,20.686.976,0,RIO DE JANEIRO,BA,ES,231,8984,121404,756632,1.089.774,4,2.903,16,20,8,4,68,2.000.000
4,18,22,3,17,13,15,11,24,2,12,5,20,7,1,17.341.230,0,FLORIAN?POLIS,GO,RS,454,19681,165975,841016,0,1.071,28,20,8,4,1.106.475,98,1.700.000
22,12,7,3,16,17,2,21,20,25,18,23,15,1,24,20.715.154,0,ARACAJ?,MG,GO,290,10408,136832,840625,0,2.082,89,20,8,4,3.069.597,0,1.700.000
11,25,24,21,18,19,23,7,8,17,1,12,14,5,4,31.453.864,0,MOGI DAS CRUZES,RJ,MG,828,26035,283795,1426452,2.703.729,54,1.241,10,20,8,4,0,1.700.000
7,25,16,2,24,19,20,11,3,1,6,14,22,18,17,19.707.732,0,S?O PAULO,SP,RJ,196,7625,114617,700630,2.125.397,96,3.336,58,20,8,4,0,1.700.000
3,13,5,8,22,10,19,9,14,17,24,4,21,18,20,27.740.612,0,S?O PAULO,SP,PR,633,19727,240630,1227715,1.090.843,42,1.514,98,20,8,4,0,1.700.000
5,14,10,11,17,4,19,13,24,3,1,8,23,2,21,23.451.338,0,S?O PAULO,MG,MT,791,22225,234971,1192800,232.847,67,776,36,20,8,4,0,1.700.000
7,23,3,22,14,9,24,11,19,10,8,17,1,21,12,21.144.002,0,4,MT,CE,458,16743,190658,983957,766.634,29,1.471,53,20,8,4,0,1.700.000
22,2,24,3,17,14,15,19,7,8,6,13,1,18,9,22.198.490,0,RIO DE JANEIRO,RJ,GO,724,18443,204140,991548,332.578,98,1.009,58,20,8,4,0,1.700.000
15,3,7,11,13,12,18,24,10,4,8,9,22,1,19,22.715.058,0,SOROCABA,SP,MA,586,21595,235256,1184036,318.127,19,954,51,20,8,4,0,1.700.000
23,9,12,11,24,2,8,21,20,10,5,4,19,15,13,21.593.548,0,SANTOS,MS,RO,660,19451,216373,1060479,272.884,25,908,7,20,8,4,0,1.700.000
3,21,22,16,17,15,13,12,19,2,6,4,24,10,11,21.699.290,0,5,RS,MG,447,13578,159040,862389,2.007.937,94,1.382,16,20,8,4,0,1.700.000
18,6,16,24,4,9,11,22,10,3,13,12,21,14,7,21.302.388,0,FORTALEZA,SP,BA,351,12949,155263,872250,1.931.178,44,1.692,91,20,8,4,0,1.700.000
11,21,20,8,19,16,3,4,24,5,13,15,12,17,7,20.698.336,0,S?O SEBASTI?O DO OESTE,GO,RJ,421,12339,157467,922916,858.676,0,1.793,6,20,8,4,0,1.700.000
3,1,19,12,9,5,13,11,17,20,16,23,8,18,2,20.445.844,0,CAMBORI?,MT,GO,332,12453,160295,908667,336.430,51,1.559,0,20,8,4,0,1.700.000
18,11,24,14,12,1,16,2,23,19,10,22,7,20,6,21.031.948,0,ITAPETININGA,RJ,SP,300,11390,149439,809054,676.080,2,2.080,25,20,8,4,0,1.700.000
25,3,18,23,5,12,11,2,8,21,15,24,10,14,20,20.083.738,0,2,SP,MG,693,22740,216554,1021799,276.609,9,701,79,20,8,4,0,1.700.000
12,2,7,3,11,20,24,4,14,17,25,16,5,22,8,20.335.188,0,SANTO ANDR?,PR,GO,381,12852,157866,854588,440.990,32,1.424,56,20,8,4,0,1.700.000
23,18,24,21,17,22,1,16,6,20,13,8,4,14,25,22.192.178,0,2,SP,BA,331,12122,151372,877555,529.678,45,1.969,52,20,8,4,0,1.700.000
16,13,12,4,19,8,14,25,2,9,17,1,24,18,10,20.956.558,0,JUIZ DE FORA,SP,RJ,497,17287,173513,902896,283.547,62,1.504,66,20,8,4,0,1.700.000
4,19,14,23,8,20,12,24,5,17,3,2,7,1,15,21.700.650,0,21,RJ,BA,530,18994,201761,1064105,359.073,26,1.191,20,20,8,4,0,1.700.000
19,13,9,11,16,21,8,23,18,1,10,14,24,20,15,22.627.826,0,ARACRUZ,SP,RS,346,12938,175923,1016775,927.234,52,1.649,15,20,8,4,0,1.700.000
19,9,3,5,6,21,13,7,23,16,25,14,10,12,18,21.017.854,0,VARJ?O,MG,RJ,903,21770,202653,959572,182.920,6,712,33,20,8,4,0,1.700.000
20,8,9,5,13,3,6,22,23,24,7,1,25,14,10,21.363.994,0,BELO HORIZONTE,MG,SP,246,10070,152728,919742,1.892.320,43,2.366,88,20,8,4,0,4.800.000
1,25,8,15,4,19,22,21,12,14,18,2,20,10,5,18.187.784,0,SINOP,MA,PR,417,14860,159281,815723,462.573,29,1.462,79,20,8,4,0,1.700.000
8,11,10,18,21,7,17,25,13,20,15,23,22,5,9,21.417.458,0,CIANORTE,MT,BA,589,21243,240559,1098690,165.114,45,862,55,20,8,4,0,1.700.000
14,10,9,3,2,15,25,22,5,21,1,24,20,6,7,21.070.566,0,ITABORA?,PA,MG,293,10671,154254,852408,1.945.969,6,2.043,55,20,8,4,74,1.700.000
21,18,23,8,9,1,5,20,2,6,10,24,17,25,4,20.670.296,0,RIO DE JANEIRO,PA,BA,246,10465,147891,856773,0,2.356,61,20,8,4,1.884.111,0,1.700.000
19,21,8,5,3,20,24,4,11,13,16,18,17,14,2,28.688.292,0,NATAL,PB,PA,367,14577,215162,1207332,1.476.461,28,2.133,95,20,8,4,0,1.700.000
7,15,5,4,2,22,12,9,20,10,24,18,23,14,16,21.444.734,0,LAGARTO,PR,PR,1719,27240,220736,960961,34.864,17,365,51,20,8,4,0,1.700.000
22,13,11,23,1,3,24,4,15,8,14,19,10,2,7,22.483.898,0,BADY BASSIT,PR,DF,534,19757,227784,1128762,1.371.437,50,1.128,89,20,8,4,0,1.700.000
1,25,13,3,17,12,22,9,10,8,20,18,11,2,14,22.544.940,0,BROTAS,PR,CE,505,16133,197783,1011034,579.974,79,1.514,45,20,8,4,0,1.700.000
1,19,4,15,14,16,11,6,20,7,21,13,3,12,24,23.351.764,0,LEN??IS PAULISTA,PR,GO,323,12502,166823,925155,1.100.549,1,2.096,78,20,8,4,0,1.700.000
10,11,9,4,5,21,17,13,24,16,8,1,12,19,14,24.031.176,0,OSASCO,PR,PR,357,13908,186284,1034775,2.051.963,67,1.768,55,20,8,4,0,1.700.000
15,22,7,8,5,17,25,3,24,4,18,23,13,12,21,21.625.112,0,RIBEIR?O PRETO,RJ,BA,650,19738,219185,1079157,264.761,12,895,21,20,8,4,0,1.700.000
3,9,12,13,20,6,1,19,25,7,10,8,5,23,11,22.758.330,0,S?O BERNARDO DO CAMPO,SP,DF,388,15719,216487,1172324,1.424.150,30,1.613,40,20,8,4,0,1.700.000
18,22,20,21,24,13,14,17,4,10,3,11,1,15,2,23.033.088,0,S?O JOS? DO RIO PRETO,SP,DF,525,18492,211518,1088193,1.624.314,63,1.359,97,20,8,4,0,1.700.000
21,13,8,19,23,10,15,2,18,7,5,17,9,14,4,21.901.732,0,S?O PAULO,SP,SP,684,21685,231951,1135250,1.212.090,69,778,92,20,8,4,0,1.700.000
4,16,21,13,20,14,18,12,17,19,8,1,3,25,11,21.696.378,0,S?O PAULO,SP,CE,245,10488,147904,902231,1.001.752,59,2.516,18,20,8,4,0,1.700.000
22,10,23,15,2,9,11,7,19,3,14,16,17,1,12,22.288.570,0,S?O PAULO,SP,GO,457,15649,185820,961747,913.505,11,1.757,28,20,8,4,0,1.700.000
18,19,3,20,2,11,13,4,25,22,15,5,21,7,14,22.029.674,0,S?O PAULO,SP,MT,323,12983,175957,1043856,1.686.669,31,1.606,74,20,8,4,0,1.700.000
16,7,11,24,17,2,10,8,22,3,5,21,20,13,15,21.893.648,0,4,SP,BA,1076,22939,210877,997019,89.845,56,623,95,20,8,4,0,1.700.000
13,7,9,12,25,23,6,19,20,8,24,2,15,17,1,22.320.434,0,BEL?M,SP,SP,440,15626,181790,981572,453.023,2,1.810,28,20,8,4,0,1.700.000
9,12,22,24,8,17,23,2,11,14,16,4,7,1,21,22.178.914,0,PORTO ALEGRE,RN,AP,480,16574,167962,891221,995.162,35,1.822,64,20,8,4,0,1.700.000
16,20,7,17,11,3,8,23,10,15,12,22,5,25,24,22.726.102,0,LOUVEIRA,SP,GO,496,16628,205397,1009896,872.754,17,1.546,88,20,8,4,0,1.700.000
20,22,1,25,3,8,15,19,11,14,18,10,6,24,7,24.039.372,0,3,SP,DF,400,15773,186784,1008447,2.082.705,71,1.602,8,20,8,4,0,1.700.000
17,8,25,19,11,6,18,13,21,5,9,2,1,15,10,22.672.394,0,LINS,SP,SP,691,20459,233487,1093018,206.646,18,920,16,20,8,4,0,1.700.000
4,11,9,14,2,10,18,3,17,15,21,20,22,23,12,23.873.316,0,PALMAS,PR,DF,503,17341,199393,1051216,637.315,94,1.670,80,20,8,4,0,1.700.000
