Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_N·meros,Cidade,UF,Ganhadores_14_N·meros,Ganhadores_13_N·meros,Ganhadores_12_N·meros,Ganhadores_11_N·meros,Valor_Rateio_15_N·meros,Valor_Rateio_14_N·meros,Valor_Rateio_13_N·meros,Valor_Rateio_12_N·meros,Valor_Rateio_11_N·meros,Acumulado_15_N·meros,Estimativa_Premio,Valor_Acumulado_Especial,outros1,outros2
6,14,12,13,2,22,16,20,18,7,24,21,8,23,5,0,4,Ribeir?o Preto,RJ,689,25961,279906,1402452,363.660,8,904,82,10,4,2,0,1.300.000,0
2,8,11,25,22,1,4,9,13,14,15,23,21,17,6,0,6,S?O PAULO,TO,721,23631,283504,1410875,195.471,33,697,14,10,4,2,0,1.300.000,0
3,2,9,1,5,10,15,13,22,7,6,24,20,18,11,0,12,S?O PAULO,ES,1403,34981,316500,1468013,98.868,70,362,42,10,4,2,0,1.300.000,0
15,2,25,20,6,4,10,1,3,5,9,13,14,8,22,0,3,8,MG,571,26605,270210,1300941,423.217,58,952,96,10,4,2,0,1.300.000,0
13,22,10,3,9,16,12,20,5,7,18,4,21,2,8,0,3,S?O LUIS,RS,444,20276,258635,1456897,484.199,91,1.402,13,10,4,2,0,1.300.000,0
10,22,12,11,14,24,21,19,9,17,23,1,7,4,16,0,6,Teresina,SE,902,29339,275256,1277274,241.918,74,689,67,10,4,2,0,1.300.000,0
12,20,23,24,15,1,9,22,10,19,17,14,16,21,5,0,2,EQUADOR,BA,394,16987,247550,1282388,869.374,43,1.891,31,10,4,2,0,1.300.000,0
8,7,25,17,23,10,6,24,21,5,2,3,14,16,1,0,4,GUARARAPES,BA,339,14147,207925,1185040,421.490,77,2.131,43,10,4,2,0,1.300.000,0
9,6,21,22,20,1,11,7,8,23,2,4,25,24,16,0,3,PRESIDENTE PRUDENTE,SE,298,12055,184681,1178887,640.021,4,2.761,36,10,4,2,0,1.300.000,0
25,21,8,14,24,13,2,9,7,4,12,15,6,11,19,0,1,S?O PAULO,SP,319,13940,218692,1337929,1.372.832,11,1.844,38,10,4,2,0,1.300.000,0
21,8,14,1,6,13,20,11,18,16,24,25,22,5,10,0,10,ARAGUA?NA,SP,1945,38916,340364,1333220,140.051,17,308,6,10,4,2,0,1.300.000,0
18,16,25,5,7,24,6,11,8,4,19,22,14,13,12,0,4,3,SP,522,17915,232083,1337718,394.040,40,1.294,6,10,4,2,0,1.300.000,0
16,9,5,1,2,8,24,4,22,21,11,7,10,17,23,0,2,CARLOS BARBOSA,AM,351,13344,226037,1165504,810.235,41,1.978,60,10,4,2,0,1.300.000,0
12,14,11,17,22,20,25,4,8,15,6,16,9,7,2,0,3,OS?RIO,BA,385,16370,218984,1272669,482.750,73,1.612,15,10,4,2,0,1.300.000,0
20,1,14,12,18,3,21,22,11,4,2,10,15,23,19,0,6,3,DF,707,34309,225407,1244916,246.627,48,897,1,10,4,2,0,1.400.000,0
24,6,14,20,8,7,23,25,4,2,10,16,21,1,17,0,7,NOVA MUTUM,DF,715,34068,265339,1290730,217.932,87,914,41,10,4,2,0,1.300.000,0
5,17,1,4,8,15,19,18,7,10,25,9,14,13,11,0,3,S?O PAULO,PR,542,20218,273463,1433295,383.338,36,909,35,10,4,2,0,1.300.000,0
18,17,1,5,14,25,7,16,12,24,20,11,22,21,9,0,4,2,RN,766,25330,253883,1353830,381.115,94,852,93,10,4,2,0,1.500.000,0
18,20,21,12,4,11,3,22,19,17,25,10,9,8,16,0,1,JACARE?,RS,373,12969,171721,1097290,1.710.946,58,1.965,86,10,4,2,0,1.200.000,0
8,16,20,21,14,3,10,25,13,17,6,12,2,5,9,0,4,2,SC,593,18784,224653,1290202,397.925,72,1.150,35,10,4,2,0,1.300.000,0
3,16,19,15,6,5,20,11,18,25,21,10,8,2,9,0,1,PORTO ALEGRE,SP,470,21468,293063,1295176,1.338.329,90,1.220,36,10,4,2,0,1.300.000,0
7,3,15,1,22,18,19,23,10,11,20,13,14,21,17,0,5,2,BA,612,27538,309040,1565600,253.888,86,888,97,10,4,2,0,1.300.000,0
13,20,6,19,23,25,15,5,18,22,24,1,2,7,16,0,4,TAUBAT?,PR,496,18138,232293,1241256,363.504,24,1.256,35,10,4,2,0,1.100.000,0
21,8,17,12,1,23,14,13,2,9,3,11,19,16,15,0,1,13,RS,517,20670,269076,1441878,1.093.879,81,906,78,10,4,2,0,1.200.000,0
5,19,20,22,11,9,14,8,10,12,24,25,13,18,23,0,4,CARM?POLIS DE MINAS,SP,585,17760,201772,1160590,299.058,14,876,36,10,4,2,0,1.300.000,0
23,3,17,21,16,14,18,5,4,22,20,15,24,7,6,0,10,UBERL?NDIA,SP,669,17576,193868,1059789,170.853,39,1.094,51,10,4,2,0,1.200.000,0
22,11,3,19,9,5,4,24,10,25,12,18,8,7,6,0,3,CAMPO GRANDE,MS,467,14512,191755,1085486,440.611,68,1.213,6,10,4,2,0,1.300.000,0
25,10,14,4,5,15,9,3,13,20,16,8,19,23,12,0,2,PORTO DOS GA?CHOS,RJ,572,28873,248920,1412541,656.440,63,983,68,10,4,2,0,1.300.000,0
25,7,22,3,8,18,14,17,1,23,4,12,13,6,2,0,11,CARUARU,RJ,1108,32327,310368,1327303,91.352,80,555,26,10,4,2,0,1.300.000,0
17,16,24,20,25,1,13,2,23,18,11,15,5,3,22,0,1,VOLTA REDONDA,SP,410,17740,256631,1403461,1.216.110,88,1.271,20,10,4,2,0,3.500.000,0
6,11,13,24,10,1,15,18,25,16,9,3,17,14,19,0,0,Aracaju,SP,329,14344,209080,1284777,0,2.162,75,10,4,2,1.660.271,46,1.300.000,0
16,1,19,22,23,7,10,20,11,12,13,18,9,15,24,0,6,CARAPICUIBA,GO,708,26922,345096,1928442,578.407,86,1.095,75,10,4,2,0,1.300.000,1.300.000
6,15,16,24,19,11,25,3,5,10,4,18,2,22,8,0,2,MAU?,SP,951,25317,292035,1325120,726.104,90,934,91,10,4,2,0,1.200.000,1.300.000
4,9,7,24,3,11,16,1,10,21,6,22,19,5,12,0,2,MAU?,PE,434,17269,247243,1264170,886.616,18,1.751,5,10,4,2,0,1.300.000,1.300.000
13,17,4,14,1,20,18,24,23,11,22,15,19,3,21,0,2,S?O BERNARDO DO CAMPO,RJ,382,25391,265762,1327398,666.581,88,1.495,69,10,4,2,0,0,1.400.000
16,7,23,3,5,13,2,12,25,14,19,4,6,17,8,16.198.531,0,S?O PAULO,RJ,DF,1066,28810,338670,1536903,168.970,74,679,32,10,4,2,0,1.300.000
5,14,2,20,15,7,25,13,22,6,4,23,9,11,3,14.860.456,0,2,RJ,DF,407,18378,236449,1404782,1.275.129,30,1.342,72,10,4,2,0,1.200.000
24,3,18,5,12,21,13,9,15,20,22,11,1,23,2,16.491.134,0,CUIAB?,SP,BA,727,25503,386807,1640128,355.534,38,898,24,10,4,2,0,1.300.000
10,15,13,6,21,12,2,17,7,20,3,23,4,19,24,15.736.418,0,1,SP,CE,1151,26062,270390,1329532,119.469,82,762,58,10,4,2,0,1.600.000
14,15,19,7,9,8,24,21,23,3,1,5,2,25,22,16.037.085,0,8,AM,DF,474,19541,270976,1478893,345.730,12,1.250,38,10,4,2,0,1.400.000
21,12,3,15,17,11,13,16,4,9,23,6,25,24,18,13.760.377,0,CONTAGEM,MG,MG,595,19268,232834,1277729,388.361,81,1.198,85,10,4,2,0,1.300.000
14,16,25,11,24,15,1,10,17,21,18,5,4,13,3,14.772.336,0,CUIAB?,RJ,BA,359,14484,215823,1337639,690.715,3,1.649,14,10,4,2,0,1.300.000
20,3,15,25,7,23,4,6,21,19,13,10,14,18,22,15.155.196,0,Curitiba,RS,GO,566,18007,221994,1270949,375.002,23,1.135,80,10,4,2,0,1.400.000
12,20,5,21,1,8,19,4,11,23,6,17,10,16,2,16.132.693,0,PINHALZINHO,SP,RJ,491,20628,248500,1293534,1.623.920,99,1.417,45,10,4,2,0,1.300.000
21,18,7,23,13,8,9,1,15,17,11,24,22,25,4,14.183.624,0,CAJURU,SP,DF,705,24534,308933,1434620,463.833,28,805,61,10,4,2,0,1.300.000
9,25,2,21,10,3,11,5,14,24,23,17,19,12,15,15.952.516,0,S?O PAULO,SP,MG,1050,31931,341529,1652570,331.827,3,580,45,10,4,2,0,1.300.000
12,1,14,19,3,13,15,21,5,22,25,24,16,8,9,15.767.408,0,S?O PAULO,SP,GO,620,21684,279245,1477709,324.801,29,1.282,95,10,4,2,0,1.400.000
11,25,13,2,20,1,9,7,10,14,4,8,3,23,24,17.161.316,0,5,BA,RJ,476,19887,275351,1618369,1.478.453,20,1.331,14,10,4,2,0,1.400.000
22,6,12,23,8,5,18,25,14,15,17,24,9,13,7,14.924.279,0,BELO HORIZONTE,BA,CE,670,20117,265028,1362847,158.181,99,1.156,37,10,4,2,0,1.600.000
23,5,12,7,18,3,16,10,17,11,19,22,21,1,2,17.315.220,0,NOVA LIMA,CE,ES,508,20967,261631,1477085,417.926,72,1.410,33,10,4,2,0,1.300.000
2,7,22,18,19,20,25,3,21,1,15,6,10,14,24,15.820.194,0,PORTO VELHO,DF,BA,451,15044,195211,1144892,458.498,53,1.742,79,10,4,2,0,1.300.000
1,15,10,2,4,12,7,20,18,21,13,16,9,11,19,16.687.213,0,S?O PAULO,MG,BA,603,23103,266477,1430795,390.412,33,1.109,92,10,4,2,0,3.300.000
1,8,4,15,6,11,14,16,24,5,19,21,10,23,2,15.423.126,0,10,RJ,DF,651,22372,254065,1230063,302.724,8,1.423,51,10,4,2,0,1.600.000
18,16,25,21,24,8,22,17,5,12,1,2,19,10,20,16.646.597,0,PAUDALHO,RJ,SP,409,19802,222597,1314025,589.834,33,1.854,18,10,4,2,0,1.400.000
10,17,20,5,12,23,1,6,15,13,24,3,14,9,11,15.505.899,0,PORTO ALEGRE,RN,PA,435,17496,247609,1473482,1.329.469,54,1.309,82,10,4,2,77,3.500.000
17,1,10,3,4,8,19,18,11,2,22,24,9,25,16,17.260.092,0,JOINVILLE,SC,SC,522,18788,250501,1422374,0,1.433,44,10,4,2,1.745.924,0,1.500.000
24,22,11,14,5,9,16,7,4,21,23,18,17,25,6,21.774.037,0,GUARULHOS,SP,BA,460,19788,268293,1642129,1.403.449,6,2.296,5,10,4,2,0,3.500.000
18,5,14,9,24,23,8,19,15,6,1,22,17,3,25,18.053.027,0,ICEM,SP,BA,1074,30935,351167,1692152,155.083,9,795,66,10,4,2,37,1.500.000
18,14,20,9,17,24,12,19,25,10,11,1,6,8,7,17.628.249,0,OSASCO,SP,AM,336,13228,207555,1271237,0,2.659,27,10,4,2,2.084.866,0,1.100.000
3,24,14,4,1,19,9,2,6,25,15,11,20,21,17,22.697.507,0,PROMISS?O,SP,GO,781,29034,359976,1939899,1.057.914,21,1.178,5,10,4,2,77,1.500.000
12,6,4,24,20,17,22,19,25,3,13,11,15,7,14,17.205.022,0,S?O JOS? DOS CAMPOS,SP,SP,485,20691,261766,1519792,0,1.420,19,10,4,2,1.607.172,0,1.400.000
7,12,18,21,19,11,1,6,4,3,23,14,5,8,25,22.419.502,0,S?O PAULO,PE,GO,729,29024,362409,1966307,457.924,97,1.208,83,10,4,2,0,1.400.000
23,12,14,4,11,24,25,9,13,17,3,10,1,18,21,17.448.810,0,4,SP,MA,785,27862,346024,1732830,178.670,79,975,45,10,4,2,0,5
15,19,25,4,21,13,23,22,14,16,11,18,5,1,20,18.614.264,0,GOI?NIA,MG,DF,407,17580,298630,1634482,1.741.731,78,1.834,5,10,4,2,0,5
22,6,13,9,4,20,3,15,8,5,2,7,18,16,11,17.785.732,0,ITAJA?,SP,BA,855,29344,311187,1553849,311.957,52,1.116,92,10,4,2,0,1.674.205
11,17,10,19,23,2,14,15,1,20,4,21,3,7,12,14.705.278,0,PROMISS?O,SP,BA,757,31694,283370,1385273,367.854,54,892,53,10,4,2,2,5
4,9,10,1,19,15,23,11,22,17,16,12,14,6,3,18.291.798,75,3,SP,BA,645,20777,239996,1235607,214.569,91,1.140,57,12,5,5,2,5
11,19,4,24,6,12,23,8,15,17,5,7,14,13,3,20.409.758,75,RIO DE JANEIRO,SP,MG,698,24686,324355,1647498,287.640,29,1.261,50,12,5,5,5,5
18,3,7,23,17,24,21,1,8,14,5,22,16,2,12,18.581.586,25,CAMPINAS,MG,MG,558,19875,265357,1274994,0,1.285,88,12,5,5,2,2,5
22,19,2,9,18,23,25,20,11,3,6,13,7,17,14,23.941.345,0,3,SP,DF,1196,31408,347878,1782660,515.681,63,990,83,12,5,5,2,5
5,25,17,2,8,21,1,23,22,16,24,19,20,10,11,18.733.250,0,XAMBR?,SP,MG,530,23200,213995,1175939,966.866,22,1.563,66,12,5,5,2,5
7,10,1,22,9,18,6,25,11,3,21,2,19,13,4,19.053.426,25,S?O CAETANO DO SUL,SP,SP,455,20974,246908,1400828,830.150,42,1.563,86,12,5,5,2,5
6,12,17,8,20,14,10,19,25,2,22,11,7,18,21,18.383.551,25,0,SP,MS,328,13667,199100,1156871,1.976.545,27,2.582,60,12,5,5,2,5
7,10,2,13,25,4,22,15,21,24,14,6,18,17,5,19.225.602,50,4,SP,AL,565,17521,213037,1251469,396.907,31,1.505,34,12,5,5,2,5
15,9,18,17,5,13,2,6,10,21,25,3,24,22,12,17.983.296,25,TOLEDO,BA,MG,954,23771,268374,1260272,191.492,28,983,14,12,5,5,2,5
6,25,5,23,13,14,19,2,22,18,11,10,7,1,8,15.901.822,50,ARIQUEMES,MG,BA,617,17705,208381,1155000,465.357,53,1.385,31,12,5,5,2,5
20,6,7,18,22,23,13,5,15,4,1,8,3,11,10,15.797.396,25,S?O BERNARDO DO CAMPO,MG,RJ,576,23017,268187,1174744,390.100,47,1.243,94,12,5,5,2,5
4,25,20,12,24,16,13,15,11,6,9,3,10,14,2,16.900.541,25,5,SP,SP,314,14393,182221,1128926,1.727.808,67,2.358,25,12,5,5,2,852.108
13,6,11,2,12,1,14,7,20,8,4,17,18,15,5,16.716.763,75,ARUAN?,SP,AM,446,14550,226525,1064480,552.536,31,1.592,83,12,5,5,2,5
8,25,5,7,15,1,6,17,23,9,11,22,12,19,2,16.817.123,75,IMPERATRIZ,PR,PB,724,22640,257219,1324486,154.499,63,1.045,21,12,5,5,2,5
3,11,10,23,16,17,21,15,12,2,5,9,1,18,24,15.989.461,25,BEL?M,SP,GO,461,17059,207057,1118403,733.503,80,1.363,81,12,5,5,5,5
4,9,2,20,23,3,21,11,6,5,14,13,25,10,17,10.833.466,25,S?O JOS? DO BARREIRO,PI,DF,433,13728,161087,821107,0,1.204,84,12,5,5,2,2,5
6,1,13,5,10,7,24,17,9,19,16,15,14,25,11,17.651.687,50,6,SC,BA,424,23008,248333,1265772,2.359.556,64,1.523,70,12,5,5,2,5
8,16,7,14,4,24,2,20,6,23,18,11,25,12,10,17.599.641,25,GOI?NIA,SP,AM,1382,36503,271640,1163643,185.196,45,656,35,12,5,5,2,5
11,2,22,9,10,13,24,23,7,12,5,16,25,3,18,16.959.021,25,CAMPO GRANDE,DF,BA,708,23117,261931,1302836,182.665,53,1.105,72,12,5,5,2,5
18,15,13,23,24,3,5,22,19,2,11,8,16,14,25,17.307.541,25,POCON?,DF,GO,607,21383,258022,1403421,1.250.813,46,1.261,62,12,5,5,2,5
22,7,6,24,11,8,9,12,4,25,19,18,5,17,15,16.373.383,75,CACHOEIRAS DE MACACU,MG,ES,484,18602,214612,1132768,752.129,78,1.331,99,12,5,5,2,5
5,13,17,15,24,22,21,12,10,3,14,9,1,7,20,16.568.422,50,CAIEIRAS,PA,SP,1081,26980,261385,1224712,181.112,53,718,3,12,5,5,2,5
25,17,15,2,21,8,10,9,22,12,6,23,7,19,16,16.016.520,0,2,RJ,MS,242,11135,179422,989180,433.783,11,3.072,84,12,5,5,2,5
22,5,1,7,21,6,24,17,18,4,9,14,11,12,23,16.793.572,50,TAUBAT?,SP,BA,508,20378,208730,1127835,320.893,49,1.353,60,12,5,5,2,5
8,4,16,20,23,14,6,13,1,11,9,17,21,10,25,17.088.946,25,2,SP,PB,695,20032,224299,1109636,551.482,24,1.020,21,12,5,5,2,5
25,17,22,7,6,18,24,20,3,21,16,2,11,5,4,17.202.796,25,OSASCO,SP,AC,211,8989,153197,967691,1.047.362,19,4.254,69,12,5,5,2,5
4,15,13,20,19,2,22,9,7,5,11,3,18,1,21,16.414.207,50,1,BA,AM,591,21380,272508,1295745,384.852,57,1.196,6,12,5,5,2,5
8,7,5,17,6,24,15,14,18,21,4,9,10,22,19,17.364.491,25,8,GO,MS,331,13349,192877,1071367,375.735,37,2.432,47,12,5,5,2,5
8,7,5,13,24,14,6,20,17,15,25,22,18,12,11,16.418.361,25,FORTALEZA,SP,MG,456,18355,219517,1184568,240.000,26,1.353,38,12,5,5,2,5
23,12,17,10,11,1,5,21,18,22,25,2,14,7,19,17.300.711,25,BRAS?LIA,SP,MT,773,26471,262837,1315551,1.314.020,28,1.040,75,12,5,5,2,5
10,21,12,23,17,5,13,16,14,8,22,6,18,3,11,13.123.340,0,POCRANE,SP,BA,360,12787,164246,889574,420.057,19,1.500,20,12,5,5,2,5
1,23,13,2,16,11,3,7,25,24,9,21,22,12,20,14.272.188,75,TOLEDO,SP,MG,575,16674,188823,1024321,125.888,45,1.340,42,12,5,5,2,5
15,3,11,1,12,8,24,6,2,4,14,21,19,25,18,11.734.530,0,FARROUPILHA,GO,RO,273,10832,147080,784911,571.428,57,1.794,13,12,5,5,2,5
22,13,25,15,17,12,1,5,14,18,7,4,21,10,8,13.328.721,25,JA?,SP,SC,522,16064,182362,960295,1.153.381,96,1.352,78,12,5,5,2,5
12,4,7,3,20,13,5,18,8,19,16,15,21,22,2,16.283.552,50,S?O BERNARDO DO CAMPO,BA,AL,410,17607,201733,1055673,1.616.972,81,1.690,22,12,5,5,2,5
1,9,24,3,7,6,13,11,8,25,17,22,4,15,19,16.841.256,25,4,GO,BA,1763,35188,315606,1359905,69.850,67,339,6,12,5,5,2,5
19,11,21,22,17,14,5,16,7,9,24,13,15,4,3,16.639.763,75,NITEROI,PR,CE,1104,28763,286168,1332039,270.015,19,598,96,12,5,5,2,5
2,16,4,5,25,17,11,9,3,8,12,14,1,23,19,17.276.282,50,CAMPINAS,SC,BA,660,19661,241297,1275136,1.452.743,77,1.347,62,12,5,5,2,5
11,14,20,5,16,2,23,13,22,4,15,1,6,25,18,16.457.183,75,PIRASSUNUNGA,SP,GO,394,19783,214251,1145546,1.500.332,47,1.631,98,12,5,5,2,5
19,7,3,2,25,12,24,10,1,11,20,15,17,4,21,15.863.796,25,8,AM,BA,668,22310,232278,1158584,259.345,38,1.188,49,12,5,5,2,5
25,16,2,5,13,21,23,8,18,6,14,3,10,20,9,16.444.431,25,PAR? DE MINAS,SP,MG,1761,41880,310156,1174557,99.248,36,379,56,12,5,5,2,1.981.660
18,3,25,17,21,23,2,12,19,4,15,9,24,6,1,17.436.590,0,UBERL?NDIA,CE,DF,692,21741,270699,1326696,148.820,58,1.185,1,12,5,5,2,5
23,2,10,5,19,13,4,3,16,1,6,8,24,11,18,16.846.957,50,FAGUNDES VARELA,MA,MG,457,18368,226048,1214288,739.979,76,1.387,89,12,5,5,2,5
1,2,14,12,3,17,5,7,20,25,11,15,21,24,4,17.343.740,0,NOVO HAMBURGO,RJ,BA,597,38355,269717,1289118,422.012,8,1.298,36,12,5,5,5,5
16,15,20,10,17,13,18,14,9,21,12,19,1,23,6,16.912.318,75,CAMPINAS,MG,GO,274,10689,162296,982144,0,3.099,58,12,5,5,2,2,5
3,6,19,24,16,21,17,15,22,7,18,11,20,4,9,11.518.358,75,S?O JOS? DOS CAMPOS,SC,ES,210,8418,125363,702501,3.246.835,18,2.581,99,12,5,5,2,5
21,20,19,4,11,9,15,12,6,16,24,17,22,5,13,15.490.326,25,S?O PAULO,SP,DF,395,14552,206308,995591,1.526.982,41,1.656,76,12,5,5,2,5
8,24,9,11,3,20,21,1,6,10,23,5,2,12,25,16.885.393,75,4,MG,GO,406,15636,212701,1221538,254.800,40,1.613,80,12,5,5,2,5
14,15,19,8,5,2,7,9,3,25,6,16,24,18,23,16.032.995,0,AMPARO,CE,AM,495,19303,229983,1116568,281.746,45,1.219,68,12,5,5,2,5
20,11,17,1,3,24,15,9,25,5,12,6,19,16,22,17.652.985,0,ARA?ATUBA,DF,DF,898,25538,265722,1269135,160.612,17,985,52,12,5,5,2,5
23,3,21,4,20,7,6,13,25,1,22,10,11,12,2,17.645.832,50,S?O VICENTE,MG,SC,509,18319,214225,1238241,413.048,98,1.391,13,12,5,5,2,5
24,13,11,17,25,5,12,19,1,21,18,14,10,7,2,18.319.595,0,2,MG,BA,751,26939,251711,1386659,294.214,41,1.199,27,12,5,5,2,5
9,2,12,15,16,5,24,6,21,7,1,4,10,8,13,15.381.350,0,ARARAS,MG,BA,282,10972,188835,919784,1.661.076,85,2.524,44,12,5,5,2,5
15,20,18,17,22,2,23,3,1,9,10,13,25,11,6,17.503.810,0,0,PR,DF,1040,26822,279101,1423069,236.824,24,697,8,12,5,5,2,5
1,7,24,25,8,11,22,17,9,12,15,5,6,18,21,16.865.391,25,1,RJ,MG,595,20989,218580,1180373,763.862,20,1.100,40,12,5,5,2,5
11,18,14,5,3,17,7,20,25,9,10,2,13,24,12,17.317.927,50,6,RS,AC,884,26458,288568,1350255,202.043,33,839,59,12,5,5,2,5
8,7,23,11,21,4,20,6,18,5,14,24,12,2,13,16.379.625,0,BRAS?LIA,RS,PB,472,18207,210820,1094470,1.564.230,58,1.420,30,12,5,5,2,5
9,21,7,23,12,17,11,3,13,22,8,1,4,6,5,16.878.151,25,BRAS?LIA,SP,BA,453,18492,238232,1347231,1.293.222,34,1.223,49,12,5,5,2,5
19,13,11,20,14,17,24,10,5,16,12,6,4,7,22,15.723.253,75,SETE LAGOAS,MS,MA,309,12294,175675,964462,1.704.237,56,2.363,72,12,5,5,2,5
23,9,17,19,24,16,3,12,15,11,7,25,13,2,21,13.795.147,50,PRAIA GRANDE,SC,BA,1120,33226,297943,1208184,70.254,6,307,23,12,5,5,2,5
15,12,24,10,14,4,18,6,5,22,20,9,2,23,19,17.072.350,0,SANTOS,SE,BA,787,22526,241184,1169925,304.073,80,1.182,76,12,5,5,2,5
19,9,5,17,12,11,2,10,6,23,4,20,13,1,3,17.602.177,50,4,SP,SP,617,22112,255951,1431712,320.079,25,1.270,44,12,5,5,2,5
16,25,11,6,19,22,23,4,2,21,7,9,17,18,24,17.270.428,75,UBERABA,SP,SE,341,15323,198246,1114898,1.779.817,90,2.236,89,12,5,5,2,5
2,19,11,13,4,8,16,25,24,17,12,5,9,10,18,17.321.650,0,CUPIRA,GO,RJ,675,20538,221803,1234488,777.355,86,1.410,16,12,5,5,2,5
3,11,7,22,5,2,17,23,20,24,12,6,14,10,21,15.152.727,50,S?O PAULO,SP,RJ,551,17994,201564,1085636,333.599,98,1.482,72,12,5,5,2,5
4,9,3,25,15,21,17,16,20,22,18,6,10,13,11,17.073.548,75,1,SP,RJ,494,15966,212745,1120415,422.783,22,1.467,15,12,5,5,2,5
4,8,24,12,7,10,1,15,2,25,9,11,16,19,14,15.957.947,50,1,SP,BA,410,17338,207248,1171704,348.184,93,1.455,83,12,5,5,2,5
11,5,14,2,6,9,22,23,12,19,15,24,1,16,17,16.439.850,0,2,ES,SC,656,21327,241186,1166896,464.997,39,1.301,94,12,5,5,2,5
6,23,10,4,12,15,7,24,11,25,2,19,3,21,8,17.081.620,0,S?O PAULO,GO,DF,437,15652,222396,1238471,1.526.533,47,1.497,9,12,5,5,2,5
23,16,25,7,19,5,18,3,20,17,22,11,6,2,12,17.022.458,75,3,RJ,ES,348,13505,189493,1126684,1.744.474,56,2.148,37,12,5,5,2,5
11,16,10,3,8,23,14,9,18,4,7,6,12,21,22,17.089.015,0,CAMPINAS,RJ,BA,332,13200,183705,1071544,921.212,78,2.378,35,12,5,5,2,5
14,3,12,21,1,15,23,25,22,7,16,17,10,13,2,17.534.215,0,S?O PAULO,SP,MG,357,13299,188391,1214710,1.750.987,0,2.102,3,12,5,5,2,5
24,7,2,9,15,6,16,5,19,12,1,11,22,4,13,16.435.972,50,5,SP,MG,856,27798,290052,1324573,260.411,23,745,2,12,5,5,2,5
20,10,8,24,25,18,13,16,9,1,11,17,2,3,14,17.014.878,75,NANUQUE,SP,PR,563,19464,217320,1115689,825.816,73,1.257,27,12,5,5,2,5
3,24,2,22,5,18,7,1,19,8,12,21,11,13,15,16.012.412,50,BEL?M,SC,SP,651,21381,246416,1296022,141.434,12,1.064,11,12,5,5,2,5
1,25,13,4,5,24,23,11,15,19,21,16,9,6,17,17.198.776,25,SANTAR?M,SP,BA,1498,40961,360660,1416452,105.001,52,343,31,12,5,5,2,5
3,19,16,4,20,11,17,9,15,22,23,5,25,24,7,14.780.662,50,NATAL,MG,GO,380,16892,233261,1174458,358.144,31,1.211,77,12,5,5,2,5
10,18,6,24,11,17,22,23,15,4,2,9,14,1,20,15.075.810,0,1,SP,RN,498,15557,185784,967245,505.475,29,1.305,1,12,5,5,2,5
12,16,6,18,10,24,19,20,13,17,11,25,21,5,2,16.986.092,50,8,RS,CE,308,12973,188621,1136757,864.843,3,2.406,80,12,5,5,2,5
12,4,5,16,6,14,2,13,8,1,21,9,15,23,19,16.829.241,25,SALVADOR,SP,MG,575,20840,234195,1245413,701.454,48,1.493,78,12,5,5,2,5
13,11,12,7,18,16,9,22,15,24,19,20,2,6,8,15.765.595,0,S?O MATEUS,SP,MA,353,15332,216759,1082704,724.630,15,1.759,52,12,5,5,2,5
9,3,20,17,19,10,22,6,4,13,25,14,5,24,15,16.363.996,25,SERRAN?POLIS,RN,ES,697,20672,235534,1177329,106.439,22,1.215,45,12,5,5,2,5
18,13,8,2,4,17,22,10,24,5,9,16,1,3,20,14.991.955,0,NOVA LIMA,MS,AM,251,11695,171471,964323,780.319,96,2.664,72,12,5,5,2,5
7,20,15,1,13,17,25,24,14,16,22,11,8,10,5,13.582.411,25,PORTO ALEGRE,PR,PE,566,16716,186405,907421,1.258.973,12,1.361,83,12,5,5,2,5
18,19,9,21,5,8,7,4,2,14,15,13,11,24,23,16.051.836,25,PERU?BE,PR,BA,1188,26674,264609,1304943,131.506,97,542,18,12,5,5,2,5
18,24,1,23,13,12,11,5,25,7,6,14,15,17,3,16.581.190,0,S?O PAULO,SP,CE,559,19089,255175,1318074,243.944,0,1.335,89,12,5,5,2,5
5,17,10,4,9,13,3,19,18,12,21,8,11,2,23,16.789.755,0,10,SP,BA,1362,29268,298934,1399866,99.495,51,447,25,12,5,5,2,1.807.877
25,14,9,10,6,5,17,20,4,1,2,12,24,19,16,16.369.718,75,BRAS?LIA,SP,PR,525,18363,219631,1162495,364.055,20,1.188,75,12,5,5,2,5
20,23,6,13,9,14,3,4,1,2,7,25,5,8,17,16.854.105,0,BRAS?LIA,SP,SP,499,15092,207442,1225078,511.311,21,1.317,44,12,5,5,2,5
22,10,20,14,13,9,7,3,4,15,17,16,21,23,11,17.195.416,25,BRAS?LIA,MG,SP,516,17316,218298,1163801,547.465,83,1.364,12,12,5,5,5,5
16,22,14,13,11,1,9,21,17,6,10,5,18,20,7,16.749.665,0,VIT?RIA,RJ,AM,364,14046,182316,1038543,0,2.128,59,12,5,5,2,2,5
10,12,20,19,13,18,24,16,21,14,8,22,3,7,17,21.717.697,50,CONTAGEM,DF,ES,516,19374,251668,1412653,1.006.624,34,1.842,71,12,5,5,2,5
1,24,22,4,8,13,17,20,6,10,25,12,3,5,23,16.782.473,75,GUANH?ES,BA,MG,534,18315,219362,1196146,300.996,1,1.207,85,12,5,5,2,5
